Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Sunlight Level
00:00:00,2.7030,0.3401,0.0026,0.0009,0.08,0.08,163.9,0.92,1.639
00:00:10,2.6990,0.3388,0.0051,0.0019,0.16,0.16,161.7,0.91,1.617
00:00:20,2.7070,0.3793,0.0079,0.0029,0.25,0.25,122.0,1.03,1.22
00:00:30,2.7060,0.3839,0.0108,0.0040,0.35,0.33,188.3,1.04,1.883
00:00:40,2.7030,0.3841,0.0137,0.0051,0.44,0.42,187.8,1.04,1.878
00:00:50,2.7000,0.3848,0.0166,0.0061,0.53,0.51,187.3,1.04,1.873
00:01:00,2.6980,0.3856,0.0195,0.0072,0.62,0.60,188.4,1.04,1.884
00:01:10,2.6950,0.3867,0.0224,0.0083,0.72,0.69,189.6,1.04,1.896
00:01:20,2.6930,0.3881,0.0253,0.0094,0.81,0.78,189.7,1.05,1.897
00:01:30,2.6900,0.3901,0.0282,0.0104,0.90,0.87,190.1,1.05,1.901
00:01:40,2.6890,0.3925,0.0311,0.0115,1.00,0.96,191.9,1.06,1.919
00:01:50,2.6870,0.3958,0.0341,0.0126,1.09,1.06,194.1,1.06,1.941
00:02:00,2.6860,0.4002,0.0371,0.0138,1.19,1.15,195.4,1.07,1.954
00:02:10,2.6850,0.4062,0.0401,0.0149,1.29,1.24,198.0,1.09,1.98
00:02:20,2.6840,0.4139,0.0432,0.0160,1.38,1.34,201.0,1.11,2.01
00:02:30,2.6840,0.4245,0.0464,0.0172,1.49,1.44,206.0,1.14,2.06
00:02:40,2.6880,0.4482,0.0497,0.0185,1.59,1.54,216.0,1.2,2.16
00:02:50,2.7190,0.5909,0.0542,0.0201,1.74,1.68,268.0,1.61,2.68
00:03:00,2.7630,0.8150,0.0604,0.0224,1.94,1.87,386.0,2.25,3.86
00:03:10,2.7610,0.8287,0.0668,0.0247,2.14,2.06,416.0,2.29,4.16
00:03:20,2.7540,0.8199,0.0730,0.0269,2.34,2.25,408.0,2.26,4.08
00:03:30,2.7510,0.8291,0.0794,0.0292,2.54,2.44,422.0,2.28,4.22
00:03:40,2.7200,0.7069,0.0847,0.0312,2.71,2.61,368.0,1.92,3.68
00:03:50,2.7290,0.7682,0.0905,0.0333,2.90,2.78,376.0,2.1,3.76
00:04:00,2.7090,0.6973,0.0958,0.0353,3.07,2.95,361.0,1.89,3.61
00:04:10,2.6830,0.5948,0.1002,0.0369,3.21,3.08,304.0,1.6,3.04
00:04:20,2.6840,0.6103,0.1048,0.0386,3.36,3.23,299.0,1.64,2.99
00:04:30,2.6750,0.5863,0.1091,0.0403,3.50,3.36,294.0,1.57,2.94
00:04:40,2.6720,0.5835,0.1135,0.0419,3.64,3.50,287.0,1.56,2.87
00:04:50,2.6830,0.6398,0.1182,0.0436,3.79,3.65,319.0,1.72,3.19
00:05:00,2.6470,0.4977,0.1219,0.0450,3.91,3.76,258.0,1.32,2.58
00:05:10,2.6370,0.4625,0.1253,0.0463,4.01,3.87,227.0,1.22,2.27
00:05:20,2.6370,0.4679,0.1287,0.0476,4.12,3.98,227.0,1.23,2.27
00:05:30,2.6400,0.4865,0.1323,0.0490,4.24,4.09,238.0,1.28,2.38
