Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Sunlight Level
00:00:00,4.8540,0.2769,0.0037,0.0008,0.53,0.27,737.0,1.34,7.37
00:00:10,4.5270,0.2948,0.0074,0.0016,1.06,0.56,738.0,1.33,7.38
00:00:20,3.0490,0.4178,0.0110,0.0027,1.57,0.96,732.0,1.27,7.32
00:00:30,4.6760,0.0091,0.0111,0.0028,1.58,0.97,731.0,0.04,7.31
00:00:40,2.9110,0.3999,0.0143,0.0039,2.04,1.36,735.0,1.16,7.35
00:00:50,2.6350,0.3351,0.0168,0.0048,2.39,1.69,737.0,0.88,7.37
00:01:00,4.0110,0.4255,0.0215,0.0060,3.07,2.10,737.0,1.71,7.37
00:01:10,0.3850,0.0000,0.0215,0.0060,3.07,2.10,737.0,0.0,7.37
00:01:20,3.1040,0.3978,0.0250,0.0071,3.56,2.49,737.0,1.23,7.37
00:01:30,2.7190,0.3506,0.0276,0.0081,3.94,2.83,735.0,0.95,7.35
00:01:40,2.5310,0.3205,0.0299,0.0090,4.26,3.15,735.0,0.81,7.35
00:01:50,1.5250,0.1206,0.0304,0.0093,4.33,3.26,734.0,0.18,7.34
00:02:00,3.0740,0.3566,0.0334,0.0103,4.76,3.61,735.0,1.1,7.35
00:02:10,3.0540,0.3566,0.0364,0.0113,5.20,3.96,732.0,1.09,7.32
00:02:20,2.6830,0.3178,0.0388,0.0122,5.53,4.27,733.0,0.85,7.33
00:02:30,2.4970,0.2758,0.0407,0.0129,5.81,4.54,734.0,0.69,7.34
00:02:40,2.4090,0.2397,0.0423,0.0136,6.03,4.77,736.0,0.58,7.36
00:02:50,2.3710,0.2182,0.0438,0.0142,6.24,4.98,731.0,0.52,7.31
00:03:00,2.3480,0.1946,0.0450,0.0147,6.42,5.17,731.0,0.46,7.31
00:03:10,2.3380,0.1975,0.0463,0.0153,6.60,5.36,727.0,0.46,7.27
00:03:20,2.3350,0.1921,0.0476,0.0158,6.78,5.55,725.0,0.45,7.25
00:03:30,2.3390,0.1983,0.0488,0.0164,6.96,5.74,707.0,0.46,7.07
00:03:40,2.3360,0.1791,0.0500,0.0169,7.13,5.92,718.0,0.42,7.18
00:03:50,2.3360,0.1959,0.0513,0.0174,7.31,6.11,710.0,0.46,7.1
00:04:00,2.3380,0.1908,0.0525,0.0179,7.49,6.30,713.0,0.45,7.13
00:04:10,2.3380,0.1903,0.0538,0.0185,7.66,6.48,722.0,0.44,7.22
00:04:20,2.3430,0.1927,0.0550,0.0190,7.84,6.67,720.0,0.45,7.2
00:04:30,2.3410,0.1957,0.0563,0.0196,8.02,6.86,718.0,0.46,7.18
00:04:40,2.3420,0.1905,0.0575,0.0201,8.20,7.05,724.0,0.45,7.24
00:04:50,2.3370,0.1970,0.0588,0.0206,8.38,7.24,729.0,0.46,7.29
00:05:00,2.3370,0.1809,0.0600,0.0211,8.55,7.41,734.0,0.42,7.34
00:05:10,2.3410,0.1913,0.0612,0.0217,8.73,7.60,735.0,0.45,7.35
00:05:20,2.3440,0.1943,0.0625,0.0222,8.91,7.79,741.0,0.46,7.41
00:05:30,2.3420,0.1953,0.0638,0.0227,9.09,7.98,742.0,0.46,7.42
00:05:40,2.3410,0.1922,0.0650,0.0233,9.27,8.17,746.0,0.45,7.46
