Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Power Score,Watts/oz,cW/oz,Sun Score,Irradiance/100,Efficiency(%)
00:00:00,5.1380,0.0626,0.0009,0.0002,0.17,0.13,806.0,0.32,3.2,0.03,0.3,80.6,8.06,0.03
00:00:10,5.1480,0.0897,0.0022,0.0004,0.41,0.32,808.0,0.46,4.6,0.05,0.5,80.8,8.08,0.04
00:00:20,4.2570,0.4183,0.0071,0.0016,1.33,1.21,802.0,1.78,17.8,0.19,1.9,80.2,8.02,0.17
00:00:30,5.1490,0.0093,0.0073,0.0016,1.35,1.23,804.0,0.05,0.5,0.01,0.1,80.4,8.04,0.0
00:00:40,5.1490,0.0092,0.0074,0.0016,1.38,1.25,802.0,0.05,0.5,0.01,0.1,80.2,8.02,0.0
00:00:50,5.1490,0.0093,0.0075,0.0017,1.40,1.27,800.0,0.05,0.5,0.01,0.1,80.0,8.0,0.0
00:01:00,5.1490,0.0093,0.0077,0.0017,1.43,1.29,799.0,0.05,0.5,0.01,0.1,79.9,7.99,0.0
00:01:10,5.1490,0.0093,0.0078,0.0017,1.45,1.31,797.0,0.05,0.5,0.01,0.1,79.7,7.97,0.0
00:01:20,5.1490,0.0092,0.0079,0.0017,1.48,1.33,796.0,0.05,0.5,0.01,0.1,79.6,7.96,0.0
00:01:30,5.1490,0.0092,0.0080,0.0018,1.50,1.34,795.0,0.05,0.5,0.01,0.1,79.5,7.95,0.0
00:01:40,5.1490,0.0093,0.0082,0.0018,1.53,1.36,798.0,0.05,0.5,0.01,0.1,79.8,7.98,0.0
00:01:50,4.3690,0.3002,0.0118,0.0026,2.21,2.00,798.0,1.31,13.1,0.14,1.4,79.8,7.98,0.12
00:02:00,4.9130,0.1822,0.0143,0.0031,2.67,2.39,799.0,0.9,9.0,0.1,1.0,79.9,7.99,0.08
00:02:10,5.0640,0.2553,0.0179,0.0038,3.34,2.93,797.0,1.29,12.9,0.14,1.4,79.7,7.97,0.12
00:02:20,5.1500,0.0092,0.0180,0.0039,3.36,2.95,794.0,0.05,0.5,0.01,0.1,79.4,7.94,0.0
00:02:30,5.1500,0.0092,0.0182,0.0039,3.39,2.96,794.0,0.05,0.5,0.01,0.1,79.4,7.94,0.0
00:02:40,5.1500,0.0093,0.0183,0.0039,3.41,2.98,790.0,0.05,0.5,0.01,0.1,79.0,7.9,0.0
00:02:50,5.1500,0.0092,0.0184,0.0039,3.44,3.00,788.0,0.05,0.5,0.01,0.1,78.8,7.88,0.0
00:03:00,5.1310,0.0690,0.0194,0.0041,3.62,3.15,790.0,0.35,3.5,0.04,0.4,79.0,7.9,0.03
00:03:10,5.1500,0.0093,0.0195,0.0042,3.65,3.17,791.0,0.05,0.5,0.01,0.1,79.1,7.91,0.0
00:03:20,5.1500,0.0093,0.0197,0.0042,3.67,3.19,790.0,0.05,0.5,0.01,0.1,79.0,7.9,0.0
00:03:30,4.5270,0.2446,0.0228,0.0049,4.24,3.71,786.0,1.11,11.1,0.12,1.2,78.6,7.86,0.11
00:03:40,5.1500,0.0093,0.0229,0.0049,4.27,3.73,790.0,0.05,0.5,0.01,0.1,79.0,7.9,0.0
00:03:50,5.1500,0.0091,0.0230,0.0049,4.29,3.75,786.0,0.05,0.5,0.01,0.1,78.6,7.86,0.0
00:04:00,5.1500,0.0093,0.0232,0.0049,4.32,3.77,788.0,0.05,0.5,0.01,0.1,78.8,7.88,0.0
00:04:10,5.1500,0.0093,0.0233,0.0050,4.34,3.79,790.0,0.05,0.5,0.01,0.1,79.0,7.9,0.0
00:04:20,4.9380,0.1281,0.0250,0.0053,4.67,4.06,790.0,0.63,6.3,0.07,0.7,79.0,7.9,0.06
00:04:30,4.4000,0.2915,0.0286,0.0061,5.34,4.67,792.0,1.28,12.8,0.14,1.4,79.2,7.92,0.12
00:04:40,5.1500,0.0094,0.0287,0.0062,5.36,4.69,790.0,0.05,0.5,0.01,0.1,79.0,7.9,0.0
