Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Sunlight Level
00:00:00,2.9410,1.4623,0.0119,0.0041,0.16,0.14,786.0,4.3,7.86
00:00:10,2.9310,1.4593,0.0238,0.0081,0.32,0.28,784.0,4.28,7.84
00:00:20,2.9100,1.4618,0.0356,0.0122,0.48,0.43,781.0,4.25,7.81
00:00:30,2.9070,1.4632,0.0475,0.0162,0.64,0.57,783.0,4.25,7.83
00:00:40,2.8930,1.4636,0.0592,0.0203,0.80,0.71,783.0,4.23,7.83
00:00:50,2.8900,1.4625,0.0710,0.0244,0.95,0.85,780.0,4.23,7.8
00:01:00,2.8820,1.4675,0.0827,0.0284,1.11,0.99,786.0,4.23,7.86
00:01:10,2.8870,1.4316,0.0942,0.0324,1.27,1.13,784.0,4.13,7.84
00:01:20,2.8180,1.4304,0.1054,0.0364,1.42,1.27,781.0,4.03,7.81
00:01:30,2.8170,1.4559,0.1168,0.0404,1.57,1.41,788.0,4.1,7.88
00:01:40,2.8120,1.4553,0.1281,0.0445,1.72,1.55,782.0,4.09,7.82
00:01:50,2.8100,1.4699,0.1396,0.0486,1.88,1.70,789.0,4.13,7.89
00:02:00,2.8030,1.4670,0.1510,0.0526,2.03,1.84,792.0,4.11,7.92
00:02:10,2.7950,1.4548,0.1623,0.0567,2.18,1.98,793.0,4.07,7.93
00:02:20,2.7890,1.4523,0.1736,0.0607,2.33,2.12,791.0,4.05,7.91
00:02:30,2.7820,1.4329,0.1847,0.0647,2.48,2.26,789.0,3.99,7.89
00:02:40,2.7800,1.4497,0.1959,0.0687,2.63,2.40,792.0,4.03,7.92
00:02:50,2.7770,1.4494,0.2070,0.0727,2.78,2.54,791.0,4.02,7.91
00:03:00,2.7770,1.4593,0.2183,0.0768,2.93,2.68,792.0,4.05,7.92
00:03:10,2.7710,1.4529,0.2295,0.0808,3.08,2.82,792.0,4.03,7.92
00:03:20,2.7610,1.4360,0.2405,0.0848,3.23,2.96,789.0,3.96,7.89
00:03:30,2.7590,1.4367,0.2515,0.0888,3.38,3.10,790.0,3.96,7.9
00:03:40,2.7580,1.4396,0.2625,0.0928,3.53,3.24,790.0,3.97,7.9
00:03:50,2.7520,1.4279,0.2734,0.0968,3.67,3.38,792.0,3.93,7.92
00:04:00,2.7510,1.4300,0.2844,0.1008,3.82,3.52,794.0,3.93,7.94
00:04:10,2.7480,1.4411,0.2954,0.1048,3.97,3.66,794.0,3.96,7.94
00:04:20,2.7470,1.4377,0.3063,0.1088,4.12,3.80,797.0,3.95,7.97
00:04:30,2.7470,1.4400,0.3173,0.1128,4.26,3.94,796.0,3.96,7.96
00:04:40,2.7320,1.4169,0.3281,0.1167,4.41,4.07,800.0,3.87,8.0
00:04:50,2.7270,1.4175,0.3388,0.1206,4.55,4.21,798.0,3.87,7.98
00:05:00,2.7090,1.4193,0.3495,0.1246,4.70,4.35,797.0,3.84,7.97
00:05:10,2.6830,1.3313,0.3594,0.1283,4.83,4.48,798.0,3.57,7.98
00:05:20,2.6940,1.3878,0.3698,0.1321,4.97,4.61,798.0,3.74,7.98
00:05:30,2.6920,1.3945,0.3802,0.1360,5.11,4.75,797.0,3.75,7.97
00:05:40,2.6860,1.3856,0.3906,0.1398,5.25,4.88,796.0,3.72,7.96
00:05:50,2.6820,1.3896,0.4009,0.1437,5.39,5.02,793.0,3.73,7.93
00:06:00,2.6800,1.3850,0.4112,0.1476,5.53,5.15,790.0,3.71,7.9
00:06:10,2.6750,1.3800,0.4215,0.1514,5.66,5.29,787.0,3.69,7.87
00:06:20,2.6550,1.3073,0.4311,0.1550,5.79,5.41,788.0,3.47,7.88
00:06:30,2.6510,1.3082,0.4408,0.1586,5.92,5.54,785.0,3.47,7.85
00:06:40,2.6480,1.3076,0.4504,0.1623,6.05,5.67,786.0,3.46,7.86
00:06:50,2.6580,1.3696,0.4605,0.1661,6.19,5.80,782.0,3.64,7.82
00:07:00,2.6590,1.3682,0.4706,0.1699,6.32,5.93,780.0,3.64,7.8
00:07:10,2.6480,1.2978,0.4801,0.1735,6.45,6.06,781.0,3.44,7.81
00:07:20,2.6630,1.3675,0.4903,0.1773,6.59,6.19,779.0,3.64,7.79
00:07:30,2.6550,1.3647,0.5003,0.1811,6.72,6.32,779.0,3.62,7.79
00:07:40,2.6350,1.2956,0.5098,0.1847,6.85,6.45,776.0,3.41,7.76
00:07:50,2.6320,1.2944,0.5193,0.1883,6.98,6.57,778.0,3.41,7.78
00:08:00,2.6270,1.2888,0.5287,0.1919,7.10,6.70,776.0,3.39,7.76
00:08:10,2.6260,1.2859,0.5381,0.1954,7.23,6.82,773.0,3.38,7.73
00:08:20,2.6190,1.2879,0.5474,0.1990,7.36,6.95,770.0,3.37,7.7
00:08:30,2.6160,1.2853,0.5568,0.2026,7.48,7.07,772.0,3.36,7.72
00:08:40,2.6200,1.3559,0.5666,0.2063,7.61,7.20,770.0,3.55,7.7
00:08:50,2.6280,1.3543,0.5765,0.2101,7.75,7.34,770.0,3.56,7.7
00:09:00,2.6250,1.3540,0.5864,0.2139,7.88,7.47,770.0,3.55,7.7
00:09:10,2.6230,1.3500,0.5962,0.2176,8.01,7.60,769.0,3.54,7.69
00:09:20,2.6200,1.3478,0.6060,0.2214,8.14,7.73,767.0,3.53,7.67
00:09:30,2.6180,1.3458,0.6158,0.2251,8.27,7.86,761.0,3.52,7.61
00:09:40,2.6150,1.3500,0.6256,0.2288,8.41,7.99,766.0,3.53,7.66
00:09:50,2.5930,1.2797,0.6349,0.2324,8.53,8.11,767.0,3.32,7.67
00:10:00,2.6040,1.3325,0.6445,0.2361,8.66,8.24,768.0,3.47,7.68
00:10:10,2.5940,1.3545,0.6543,0.2399,8.79,8.37,766.0,3.51,7.66
00:10:20,2.6080,1.3508,0.6640,0.2436,8.92,8.51,766.0,3.52,7.66
00:10:30,2.6100,1.3487,0.6738,0.2474,9.05,8.64,767.0,3.52,7.67
00:10:40,2.6060,1.3443,0.6835,0.2511,9.18,8.77,764.0,3.5,7.64
00:10:50,2.6010,1.3381,0.6932,0.2548,9.31,8.90,761.0,3.48,7.61
00:11:00,2.6010,1.3345,0.7029,0.2585,9.44,9.03,758.0,3.47,7.58
00:11:10,2.5870,1.2615,0.7119,0.2620,9.57,9.15,755.0,3.26,7.55
00:11:20,2.6010,1.3358,0.7216,0.2657,9.70,9.28,754.0,3.47,7.54
00:11:30,2.6010,1.3358,0.7312,0.2694,9.83,9.41,755.0,3.47,7.55
00:11:40,2.6040,1.3391,0.7409,0.2732,9.96,9.54,754.0,3.49,7.54
00:11:50,5.0260,0.1345,0.7428,0.2735,9.98,9.55,760.0,0.68,7.6
00:12:00,2.6820,1.3395,0.7528,0.2773,10.11,9.68,761.0,3.59,7.61
00:12:10,2.6930,1.3431,0.7628,0.2810,10.25,9.81,763.0,3.62,7.63
00:12:20,2.7050,1.3456,0.7729,0.2847,10.39,9.94,763.0,3.64,7.63
