Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Power Score,Sun Score,Irradiance/100,Efficiency(%)
01:02:00,3.9370,1.9776,6.3639,1.8083,91.99,92.62,653.0,7.79,51.9,65.3,6.53,0.98
01:02:10,3.9380,1.9771,6.3856,1.8138,92.30,92.90,654.0,7.79,51.9,65.4,6.54,0.98
01:02:20,3.9370,1.9755,6.4072,1.8193,92.62,93.18,655.0,7.78,51.9,65.5,6.55,0.97
01:02:30,3.9380,1.9769,6.4288,1.8248,92.93,93.46,655.0,7.79,51.9,65.5,6.55,0.97
01:02:40,3.9410,1.9783,6.4504,1.8303,93.24,93.74,656.0,7.8,52.0,65.6,6.56,0.97
01:02:50,3.9430,1.9800,6.4721,1.8358,93.55,94.03,654.0,7.81,52.1,65.4,6.54,0.98
01:03:00,3.9450,1.9813,6.4938,1.8413,93.87,94.31,655.0,7.82,52.1,65.5,6.55,0.98
01:03:10,3.9460,1.9807,6.5155,1.8468,94.18,94.59,654.0,7.82,52.1,65.4,6.54,0.98
01:03:20,3.9470,1.9791,6.5372,1.8523,94.50,94.87,657.0,7.81,52.1,65.7,6.57,0.97
01:03:30,3.9470,1.9818,6.5590,1.8578,94.81,95.15,656.0,7.82,52.1,65.6,6.56,0.98
01:03:40,3.9450,1.9805,6.5807,1.8633,95.12,95.44,655.0,7.81,52.1,65.5,6.55,0.98
01:03:50,3.9490,1.9815,6.6024,1.8688,95.44,95.72,655.0,7.82,52.1,65.5,6.55,0.98
01:04:00,3.9530,1.9843,6.6242,1.8743,95.75,96.00,657.0,7.84,52.3,65.7,6.57,0.98
01:04:10,3.9550,1.9855,6.6460,1.8798,96.07,96.28,657.0,7.85,52.3,65.7,6.57,0.98
01:04:20,3.9610,1.9889,6.6679,1.8853,96.38,96.56,660.0,7.88,52.5,66.0,6.6,0.98
01:04:30,3.9670,1.9909,6.6898,1.8909,96.70,96.85,661.0,7.9,52.7,66.1,6.61,0.98
01:04:40,3.9700,1.9926,6.7118,1.8964,97.02,97.13,660.0,7.91,52.7,66.0,6.6,0.98
01:04:50,2.9320,1.4679,6.7238,1.9005,97.19,97.34,204.0,4.3,28.7,20.4,2.04,1.73
01:05:00,3.0030,1.5771,6.7369,1.9049,97.38,97.56,650.0,4.74,31.6,65.0,6.5,0.6
01:05:10,3.0250,1.5871,6.7503,1.9093,97.57,97.79,653.0,4.8,32.0,65.3,6.53,0.6
01:05:20,3.3840,1.6998,6.7662,1.9140,97.81,98.03,654.0,5.75,38.3,65.4,6.54,0.72
01:05:30,3.9410,1.9751,6.7879,1.9195,98.12,98.31,655.0,7.78,51.9,65.5,6.55,0.97
01:05:40,3.8710,1.9342,6.8087,1.9248,98.42,98.59,653.0,7.49,49.9,65.3,6.53,0.94
01:05:50,3.9640,1.9891,6.8306,1.9304,98.74,98.87,658.0,7.88,52.5,65.8,6.58,0.98
01:06:00,3.9670,1.9891,6.8525,1.9359,99.05,99.15,659.0,7.89,52.6,65.9,6.59,0.98
01:06:10,3.9300,1.9675,6.8740,1.9414,99.36,99.43,656.0,7.73,51.5,65.6,6.56,0.97
01:06:20,3.9400,1.9770,6.8956,1.9469,99.68,99.72,656.0,7.79,51.9,65.6,6.56,0.97
01:06:30,4.0470,1.9962,6.9180,1.9524,100.00,100.00,665.0,8.08,53.9,66.5,6.65,1.0
01:06:40,4.0090,1.9961,6.9403,1.9579,100.32,100.28,666.0,8.0,53.3,66.6,6.66,0.98
