Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Power Score,Sun Score,Irradiance/100,Efficiency(%),Efficiency Score
00:46:00,2.0890,0.2523,4.9617,1.1051,72.84,72.59,751.0,0.53,5.3,75.1,7.51,0.04,69.8
00:46:10,2.6380,0.3403,4.9642,1.1060,72.88,72.65,755.0,0.9,9.0,75.5,7.55,0.07,66.5
00:46:20,4.5870,0.3421,4.9685,1.1070,72.94,72.71,762.0,1.57,15.7,76.2,7.62,0.12,60.5
00:46:30,5.2280,0.0099,4.9687,1.1070,72.95,72.72,763.0,0.05,0.5,76.3,7.63,0.0,75.8
00:46:40,5.2290,0.0098,4.9688,1.1070,72.95,72.72,761.0,0.05,0.5,76.1,7.61,0.0,75.6
00:46:50,4.9110,1.2253,4.9855,1.1104,73.19,72.94,731.0,6.02,60.2,73.1,7.31,0.5,12.9
00:47:00,4.5860,1.9942,5.0109,1.1160,73.57,73.30,689.0,9.15,91.5,68.9,6.89,0.8,-22.6
00:47:10,4.4380,1.9969,5.0356,1.1215,73.93,73.67,620.0,8.86,88.6,62.0,6.2,0.87,-26.6
00:47:20,4.4110,1.9985,5.0600,1.1271,74.29,74.03,580.0,8.82,88.2,58.0,5.8,0.92,-30.2
00:47:30,4.5460,1.9987,5.0853,1.1326,74.66,74.40,662.0,9.09,90.9,66.2,6.62,0.83,-24.7
00:47:40,4.5290,1.9996,5.1104,1.1382,75.03,74.76,734.0,9.06,90.6,73.4,7.34,0.75,-17.2
00:47:50,4.5200,1.9990,5.1355,1.1437,75.40,75.13,739.0,9.04,90.4,73.9,7.39,0.74,-16.5
00:48:00,4.4820,1.9999,5.1604,1.1493,75.76,75.49,678.0,8.96,89.6,67.8,6.78,0.8,-21.8
00:48:10,3.4090,1.7252,5.1768,1.1541,76.00,75.81,543.0,5.88,58.8,54.3,5.43,0.66,-4.5
00:48:20,2.8210,1.2472,5.1866,1.1575,76.15,76.03,351.0,3.52,35.2,35.1,3.51,0.61,-0.1
00:48:30,5.2330,0.0093,5.1867,1.1576,76.15,76.04,252.0,0.05,0.5,25.2,2.52,0.01,24.7
00:48:40,3.9350,0.3337,5.1903,1.1585,76.20,76.10,198.5,1.31,13.1,19.9,1.985,0.4,6.8
00:48:50,5.2350,0.0092,5.1905,1.1585,76.20,76.10,188.5,0.05,0.5,18.9,1.885,0.02,18.4
00:49:00,2.7320,0.9641,5.1978,1.1612,76.31,76.28,204.0,2.63,26.3,20.4,2.04,0.78,-5.9
00:49:10,2.7770,1.1026,5.2063,1.1642,76.43,76.48,250.0,3.06,30.6,25.0,2.5,0.74,-5.6
00:49:20,2.7690,1.0917,5.2147,1.1673,76.56,76.68,248.0,3.02,30.2,24.8,2.48,0.74,-5.4
00:49:30,2.8270,1.3272,5.2251,1.1710,76.71,76.92,290.0,3.75,37.5,29.0,2.9,0.78,-8.5
00:49:40,3.6290,1.8012,5.2433,1.1760,76.98,77.25,376.0,6.54,65.4,37.6,3.76,1.05,-27.8
00:49:50,4.3880,1.9986,5.2676,1.1815,77.34,77.61,502.0,8.77,87.7,50.2,5.02,1.06,-37.5
00:50:00,5.2290,0.0098,5.2678,1.1815,77.34,77.61,617.0,0.05,0.5,61.7,6.17,0.0,61.2
00:50:10,4.5640,1.9981,5.2931,1.1871,77.71,77.98,638.0,9.12,91.2,63.8,6.38,0.87,-27.4
00:50:20,4.5430,1.9986,5.3183,1.1926,78.08,78.34,723.0,9.08,90.8,72.3,7.23,0.76,-18.5
00:50:30,4.5170,1.9993,5.3434,1.1982,78.45,78.71,734.0,9.03,90.3,73.4,7.34,0.75,-16.9
00:50:40,4.1560,0.3680,5.3477,1.1992,78.51,78.77,741.0,1.53,15.3,74.1,7.41,0.13,58.8
00:50:50,4.5300,1.9990,5.3728,1.2048,78.88,79.14,744.0,9.06,90.6,74.4,7.44,0.74,-16.2
00:51:00,2.0510,0.2105,5.3740,1.2054,78.90,79.18,742.0,0.43,4.3,74.2,7.42,0.04,69.9
00:51:10,4.5330,1.9988,5.3992,1.2109,79.27,79.54,745.0,9.06,90.6,74.5,7.45,0.74,-16.1
00:51:20,5.2280,0.0098,5.3993,1.2109,79.27,79.54,749.0,0.05,0.5,74.9,7.49,0.0,74.4
00:51:30,4.5170,1.9994,5.4244,1.2165,79.64,79.91,748.0,9.03,90.3,74.8,7.48,0.73,-15.5
00:51:40,4.5950,1.9893,5.4498,1.2220,80.01,80.27,746.0,9.14,91.4,74.6,7.46,0.74,-16.8
00:51:50,2.0480,0.2582,5.4513,1.2227,80.03,80.32,751.0,0.53,5.3,75.1,7.51,0.04,69.8
00:52:00,4.5260,1.9988,5.4764,1.2283,80.40,80.68,751.0,9.05,90.5,75.1,7.51,0.73,-15.4
00:52:10,4.5960,1.9886,5.5018,1.2338,80.77,81.05,750.0,9.14,91.4,75.0,7.5,0.74,-16.4
00:52:20,2.2720,0.2759,5.5035,1.2346,80.80,81.10,751.0,0.63,6.3,75.1,7.51,0.05,68.8
00:52:30,4.5230,1.9988,5.5286,1.2401,81.17,81.46,754.0,9.04,90.4,75.4,7.54,0.73,-15.0
00:52:40,4.5710,1.9961,5.5540,1.2457,81.54,81.83,753.0,9.12,91.2,75.3,7.53,0.73,-15.9
00:52:50,5.2280,0.0099,5.5541,1.2457,81.54,81.83,753.0,0.05,0.5,75.3,7.53,0.0,74.8
00:53:00,4.5150,1.9987,5.5792,1.2513,81.91,82.19,756.0,9.02,90.2,75.6,7.56,0.72,-14.6
00:53:10,4.5390,1.9974,5.6044,1.2568,82.28,82.56,756.0,9.07,90.7,75.6,7.56,0.73,-15.1
00:53:20,5.0000,0.9042,5.6169,1.2593,82.46,82.72,755.0,4.52,45.2,75.5,7.55,0.36,30.3
00:53:30,5.1690,0.1875,5.6196,1.2598,82.50,82.76,756.0,0.97,9.7,75.6,7.56,0.08,65.9
00:53:40,4.5200,1.9982,5.6447,1.2654,82.87,83.12,759.0,9.03,90.3,75.9,7.59,0.72,-14.4
00:53:50,0.7780,0.0001,5.6447,1.2654,82.87,83.12,761.0,0.0,0.0,76.1,7.61,0.0,76.1
00:54:00,4.5170,1.9983,5.6698,1.2709,83.24,83.48,759.0,9.03,90.3,75.9,7.59,0.72,-14.4
00:54:10,4.6190,1.9746,5.6951,1.2764,83.61,83.85,757.0,9.12,91.2,75.7,7.57,0.73,-15.5
00:54:20,2.0770,0.2003,5.6963,1.2770,83.63,83.88,761.0,0.42,4.2,76.1,7.61,0.03,71.9
00:54:30,4.5260,1.9981,5.7214,1.2825,84.00,84.25,762.0,9.04,90.4,76.2,7.62,0.72,-14.2
00:54:40,4.5740,1.9949,5.7467,1.2881,84.37,84.61,761.0,9.12,91.2,76.1,7.61,0.73,-15.1
00:54:50,5.2280,0.0098,5.7469,1.2881,84.37,84.61,761.0,0.05,0.5,76.1,7.61,0.0,75.6
00:55:00,4.5130,1.9990,5.7719,1.2937,84.74,84.98,764.0,9.02,90.2,76.4,7.64,0.72,-13.8
00:55:10,4.5270,1.9981,5.7971,1.2992,85.11,85.34,767.0,9.05,90.5,76.7,7.67,0.72,-13.8
00:55:20,4.5610,1.9976,5.8224,1.3048,85.48,85.71,767.0,9.11,91.1,76.7,7.67,0.72,-14.4
00:55:30,5.2290,0.0099,5.8225,1.3048,85.48,85.71,770.0,0.05,0.5,77.0,7.7,0.0,76.5
00:55:40,2.1580,0.2110,5.8238,1.3054,85.50,85.75,769.0,0.46,4.6,76.9,7.69,0.04,72.3
00:55:50,4.5160,1.9991,5.8489,1.3109,85.87,86.11,766.0,9.03,90.3,76.6,7.66,0.71,-13.7
00:56:00,4.5280,1.9983,5.8740,1.3165,86.24,86.48,766.0,9.05,90.5,76.6,7.66,0.72,-13.9
00:56:10,4.5600,1.9973,5.8993,1.3220,86.61,86.84,766.0,9.11,91.1,76.6,7.66,0.72,-14.5
00:56:20,4.8800,1.3238,5.9172,1.3257,86.87,87.08,770.0,6.46,64.6,77.0,7.7,0.51,12.4
00:56:30,5.2290,0.0098,5.9174,1.3257,86.87,87.08,768.0,0.05,0.5,76.8,7.68,0.0,76.3
00:56:40,4.2090,0.3361,5.9213,1.3267,86.93,87.14,766.0,1.41,14.1,76.6,7.66,0.11,62.5
00:56:50,4.5140,1.9988,5.9464,1.3322,87.30,87.51,768.0,9.02,90.2,76.8,7.68,0.71,-13.4
00:57:00,4.5230,1.9986,5.9715,1.3378,87.67,87.87,769.0,9.04,90.4,76.9,7.69,0.71,-13.5
00:57:10,4.5320,1.9981,5.9966,1.3433,88.04,88.24,766.0,9.06,90.6,76.6,7.66,0.72,-14.0
00:57:20,4.5500,1.9981,6.0219,1.3489,88.41,88.60,762.0,9.09,90.9,76.2,7.62,0.72,-14.7
00:57:30,4.5970,1.9872,6.0473,1.3544,88.78,88.97,764.0,9.14,91.4,76.4,7.64,0.73,-15.0
00:57:40,5.0850,0.5929,6.0557,1.3560,88.90,89.07,767.0,3.01,30.1,76.7,7.67,0.24,46.6
00:57:50,5.2290,0.0099,6.0558,1.3561,88.91,89.08,769.0,0.05,0.5,76.9,7.69,0.0,76.4
00:58:00,5.2280,0.0099,6.0559,1.3561,88.91,89.08,769.0,0.05,0.5,76.9,7.69,0.0,76.4
00:58:10,2.2720,0.3203,6.0580,1.3570,88.94,89.14,770.0,0.73,7.3,77.0,7.7,0.06,69.7
00:58:20,4.2080,1.8719,6.0798,1.3622,89.26,89.48,767.0,7.88,78.8,76.7,7.67,0.62,-2.1
00:58:30,4.5200,1.9986,6.1049,1.3677,89.63,89.84,770.0,9.03,90.3,77.0,7.7,0.71,-13.3
00:58:40,4.5260,1.9989,6.1301,1.3733,90.00,90.21,771.0,9.05,90.5,77.1,7.71,0.71,-13.4
00:58:50,0.5520,0.0000,6.1301,1.3733,90.00,90.21,772.0,0.0,0.0,77.2,7.72,0.0,77.2
00:59:00,4.5890,1.9910,6.1554,1.3788,90.37,90.57,768.0,9.14,91.4,76.8,7.68,0.72,-14.6
00:59:10,5.2290,0.0098,6.1556,1.3788,90.37,90.57,767.0,0.05,0.5,76.7,7.67,0.0,76.2
00:59:20,5.2210,0.0175,6.1558,1.3789,90.38,90.58,769.0,0.09,0.9,76.9,7.69,0.01,76.0
00:59:30,2.0850,0.2499,6.1573,1.3796,90.40,90.62,772.0,0.52,5.2,77.2,7.72,0.04,72.0
00:59:40,4.5180,1.9978,6.1824,1.3851,90.76,90.99,765.0,9.03,90.3,76.5,7.65,0.72,-13.8
00:59:50,4.5230,1.9985,6.2075,1.3907,91.13,91.35,770.0,9.04,90.4,77.0,7.7,0.71,-13.4
01:00:00,4.5330,1.9973,6.2326,1.3962,91.50,91.71,770.0,9.05,90.5,77.0,7.7,0.71,-13.5
01:00:10,4.5390,1.9968,6.2578,1.4018,91.87,92.08,767.0,9.06,90.6,76.7,7.67,0.72,-13.9
01:00:20,4.5510,1.9977,6.2830,1.4073,92.24,92.44,770.0,9.09,90.9,77.0,7.7,0.72,-13.9
01:00:30,4.5650,1.9968,6.3084,1.4129,92.61,92.81,768.0,9.12,91.2,76.8,7.68,0.72,-14.4
01:00:40,4.5830,1.9923,6.3337,1.4184,92.99,93.17,770.0,9.13,91.3,77.0,7.7,0.72,-14.3
01:00:50,4.6240,1.9730,6.3591,1.4239,93.36,93.53,773.0,9.12,91.2,77.3,7.73,0.72,-13.9
01:01:00,4.6870,1.9078,6.3839,1.4292,93.72,93.88,769.0,8.94,89.4,76.9,7.69,0.7,-12.5
01:01:10,4.6670,1.9369,6.4090,1.4346,94.09,94.23,768.0,9.04,90.4,76.8,7.68,0.71,-13.6
01:01:20,4.6990,1.8898,6.4337,1.4398,94.45,94.58,769.0,8.88,88.8,76.9,7.69,0.7,-11.9
01:01:30,4.7000,1.8915,6.4584,1.4451,94.82,94.92,769.0,8.89,88.9,76.9,7.69,0.7,-12.0
01:01:40,4.6800,1.9198,6.4833,1.4504,95.18,95.27,767.0,8.98,89.8,76.7,7.67,0.71,-13.1
01:01:50,4.6510,1.9529,6.5086,1.4558,95.55,95.63,772.0,9.08,90.8,77.2,7.72,0.71,-13.6
01:02:00,4.6020,1.9860,6.5340,1.4613,95.93,95.99,769.0,9.14,91.4,76.9,7.69,0.72,-14.5
01:02:10,4.5700,1.9968,6.5593,1.4669,96.30,96.36,767.0,9.13,91.3,76.7,7.67,0.72,-14.6
01:02:20,4.5540,1.9983,6.5846,1.4724,96.67,96.72,773.0,9.1,91.0,77.3,7.73,0.71,-13.7
01:02:30,4.5430,1.9992,6.6098,1.4780,97.04,97.09,771.0,9.08,90.8,77.1,7.71,0.71,-13.7
01:02:40,4.5330,1.9995,6.6350,1.4835,97.41,97.45,771.0,9.06,90.6,77.1,7.71,0.71,-13.5
01:02:50,4.5260,1.9995,6.6601,1.4891,97.78,97.82,773.0,9.05,90.5,77.3,7.73,0.71,-13.2
01:03:00,4.5210,1.9995,6.6852,1.4947,98.15,98.18,772.0,9.04,90.4,77.2,7.72,0.71,-13.2
01:03:10,4.5220,1.9985,6.7103,1.5002,98.52,98.54,771.0,9.04,90.4,77.1,7.71,0.71,-13.3
01:03:20,4.5410,1.9984,6.7356,1.5058,98.89,98.91,774.0,9.07,90.7,77.4,7.74,0.71,-13.3
01:03:30,4.5350,1.9987,6.7607,1.5113,99.26,99.27,773.0,9.06,90.6,77.3,7.73,0.71,-13.3
01:03:40,4.5280,1.9993,6.7859,1.5169,99.63,99.64,768.0,9.05,90.5,76.8,7.68,0.71,-13.7
01:03:50,4.6400,1.9697,6.8113,1.5223,100.00,100.00,772.0,9.14,91.4,77.2,7.72,0.72,-14.2
01:04:00,5.2280,0.0098,6.8114,1.5224,100.00,100.00,777.0,0.05,0.5,77.7,7.77,0.0,77.2
01:04:10,5.1900,0.1657,6.8138,1.5228,100.04,100.03,777.0,0.86,8.6,77.7,7.77,0.07,69.1
