Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance (Wh/m2),Irradiance/100
00:05:20,3.8800,1.9454,0.5691,0.1526,9.72,9.22,901,9.01
00:05:30,3.8660,1.9367,0.5899,0.1579,10.07,9.54,893,8.93
00:05:40,3.8560,1.9317,0.6106,0.1633,10.43,9.87,891,8.91
00:05:50,3.8440,1.9229,0.6311,0.1687,10.78,10.19,889,8.89
00:06:00,3.8240,1.9156,0.6515,0.1740,11.13,10.51,884,8.84
00:06:10,3.8390,1.9215,0.6720,0.1793,11.48,10.83,877,8.77
00:06:20,3.8890,1.9484,0.6930,0.1847,11.83,11.16,898,8.98
00:06:30,3.8830,1.9459,0.7140,0.1901,12.19,11.49,894,8.94
00:06:40,3.8760,1.9414,0.7349,0.1955,12.55,11.81,896,8.96
00:06:50,3.8620,1.9363,0.7557,0.2009,12.91,12.14,892,8.92
00:07:00,3.8570,1.9326,0.7764,0.2063,13.26,12.46,892,8.92
00:07:10,3.8680,1.9383,0.7972,0.2117,13.61,12.79,894,8.94
00:07:20,3.8420,1.9220,0.8177,0.2170,13.96,13.11,890,8.9
00:07:30,3.8610,1.9338,0.8385,0.2224,14.32,13.43,895,8.95
00:07:40,3.8160,1.9050,0.8587,0.2277,14.66,13.75,887,8.87
00:07:50,3.7070,1.8518,0.8777,0.2328,14.99,14.06,824,8.24
00:08:00,3.3310,1.6725,0.8932,0.2374,15.25,14.34,799,7.99
00:08:10,3.4980,1.7473,0.9102,0.2423,15.54,14.64,791,7.91
00:08:20,3.7190,1.8483,0.9293,0.2474,15.87,14.95,769,7.69
00:08:30,3.8790,1.9425,0.9502,0.2528,16.23,15.27,902,9.02
00:08:40,3.8920,1.9489,0.9713,0.2582,16.59,15.60,904,9.04
00:08:50,3.6860,1.8471,0.9902,0.2634,16.91,15.91,881,8.81
00:09:00,3.6790,1.8373,1.0090,0.2685,17.23,16.22,856,8.56
00:09:10,3.0600,0.6154,1.0142,0.2702,17.32,16.32,514,5.14
00:09:20,2.4670,0.3648,1.0167,0.2712,17.36,16.38,249,2.49
00:09:30,2.5680,0.4430,1.0199,0.2724,17.42,16.46,294,2.94
00:09:40,5.3200,0.0091,1.0200,0.2725,17.42,16.46,396,3.96
00:09:50,2.8930,1.4267,1.0315,0.2764,17.61,16.70,575,5.75
00:10:00,3.5530,1.7613,1.0488,0.2813,17.91,16.99,705,7.05
00:10:10,3.8780,1.9417,1.0698,0.2867,18.27,17.32,900,9.0
00:10:20,3.8710,1.9364,1.0906,0.2921,18.62,17.64,880,8.8
00:10:30,3.8670,1.9350,1.1114,0.2975,18.98,17.97,888,8.88
00:10:40,3.8970,1.9512,1.1325,0.3029,19.34,18.30,902,9.02
00:10:50,3.9270,1.9662,1.1539,0.3083,19.71,18.63,918,9.18
00:11:00,3.8930,1.9475,1.1750,0.3138,20.07,18.95,922,9.22
00:11:10,3.7840,1.8968,1.1949,0.3190,20.41,19.27,894,8.94
00:11:20,3.8960,1.9494,1.2160,0.3244,20.77,19.60,869,8.69
00:11:30,3.1810,1.6046,1.2302,0.3289,21.01,19.87,853,8.53
00:11:40,2.8960,1.4599,1.2420,0.3329,21.21,20.11,710,7.1
00:11:50,2.6030,0.3678,1.2446,0.3340,21.25,20.17,234,2.34
00:12:00,2.5120,0.3462,1.2470,0.3349,21.30,20.23,237,2.37
00:12:10,2.4590,0.3316,1.2493,0.3359,21.33,20.29,216,2.16
00:12:20,2.4220,0.3297,1.2515,0.3368,21.37,20.34,214,2.14
00:12:30,2.4150,0.3390,1.2538,0.3377,21.41,20.40,219,2.19
00:12:40,4.1310,0.8545,1.2636,0.3401,21.58,20.54,371,3.71
00:12:50,3.4330,1.6710,1.2795,0.3447,21.85,20.82,655,6.55
00:13:00,3.9450,1.9694,1.3011,0.3502,22.22,21.16,935,9.35
00:13:10,3.8910,1.9460,1.3221,0.3556,22.58,21.48,900,9.0
00:13:20,3.9230,1.9643,1.3435,0.3611,22.94,21.81,922,9.22
00:13:30,3.7960,1.9012,1.3636,0.3663,23.29,22.13,886,8.86
00:13:40,3.5200,1.7623,1.3808,0.3712,23.58,22.43,838,8.38
00:13:50,3.1720,1.5946,1.3949,0.3757,23.82,22.69,719,7.19
00:14:00,3.6240,1.8077,1.4131,0.3807,24.13,23.00,778,7.78
00:14:10,3.8580,1.9293,1.4338,0.3860,24.48,23.32,886,8.86
00:14:20,3.9020,1.9515,1.4549,0.3915,24.85,23.65,908,9.08
00:14:30,3.9020,1.9550,1.4761,0.3969,25.21,23.98,912,9.12
00:14:40,3.8780,1.9368,1.4970,0.4023,25.56,24.30,891,8.91
00:14:50,3.8790,1.9407,1.5179,0.4077,25.92,24.63,903,9.03
00:15:00,3.8860,1.9466,1.5389,0.4131,26.28,24.95,911,9.11
00:15:10,3.8910,1.9489,1.5599,0.4185,26.64,25.28,910,9.1
00:15:20,3.8860,1.9455,1.5809,0.4239,27.00,25.61,908,9.08
00:15:30,3.8840,1.9450,1.6019,0.4293,27.36,25.93,906,9.06
00:15:40,3.7300,1.8579,1.6212,0.4345,27.69,26.25,869,8.69
00:15:50,3.5210,1.7618,1.6384,0.4393,27.98,26.54,825,8.25
00:16:00,3.8860,1.9462,1.6594,0.4448,28.34,26.87,909,9.09
00:16:10,3.8910,1.9489,1.6805,0.4502,28.70,27.19,909,9.09
00:16:20,3.8740,1.9388,1.7013,0.4556,29.05,27.52,911,9.11
00:16:30,3.8560,1.9301,1.7220,0.4609,29.41,27.84,904,9.04
00:16:40,3.8500,1.9258,1.7426,0.4663,29.76,28.17,898,8.98
00:16:50,3.8540,1.9284,1.7633,0.4716,30.11,28.49,901,9.01
00:17:00,3.8690,1.9363,1.7841,0.4770,30.47,28.82,903,9.03
00:17:10,3.8830,1.9435,1.8050,0.4824,30.82,29.14,911,9.11
00:17:20,3.9080,1.9554,1.8263,0.4878,31.19,29.47,917,9.17
00:17:30,3.8190,1.9142,1.8466,0.4931,31.53,29.79,924,9.24
00:17:40,2.6350,0.6064,1.8510,0.4948,31.61,29.89,478,4.78
00:17:50,2.9450,1.5278,1.8635,0.4991,31.82,30.15,767,7.67
00:18:00,2.8970,1.4667,1.8753,0.5031,32.02,30.40,760,7.6
00:18:10,2.9190,1.5194,1.8876,0.5074,32.24,30.65,732,7.32
00:18:20,2.5780,0.3354,1.8900,0.5083,32.28,30.71,270,2.7
00:18:30,2.5200,0.3290,1.8923,0.5092,32.32,30.76,213,2.13
00:18:40,2.4670,0.3189,1.8945,0.5101,32.35,30.82,206,2.06
00:18:50,2.4310,0.3127,1.8966,0.5110,32.39,30.87,201,2.01
00:19:00,2.3980,0.3072,1.8987,0.5118,32.42,30.92,198.5,1.985
00:19:10,2.3720,0.3068,1.9007,0.5127,32.46,30.97,198.5,1.985
00:19:20,2.3580,0.3061,1.9027,0.5135,32.49,31.02,202,2.02
00:19:30,2.3450,0.3035,1.9047,0.5144,32.53,31.07,200.0,2.0
00:19:40,2.3340,0.3038,1.9066,0.5152,32.56,31.12,198.0,1.98
00:19:50,2.3250,0.3022,1.9086,0.5161,32.59,31.17,200,2.0
00:20:00,2.3180,0.3035,1.9106,0.5169,32.63,31.23,202,2.02
00:20:10,2.3110,0.3032,1.9125,0.5177,32.66,31.28,205,2.05
00:20:20,2.3040,0.2995,1.9144,0.5186,32.69,31.33,205,2.05
00:20:30,2.3040,0.3060,1.9164,0.5194,32.73,31.38,205,2.05
00:20:40,2.3210,0.3316,1.9185,0.5203,32.76,31.43,218,2.18
00:20:50,2.5620,0.5565,1.9225,0.5219,32.83,31.53,474,4.74
00:21:00,5.3110,0.0479,1.9232,0.5220,32.84,31.54,409,4.09
00:21:10,2.9300,1.5199,1.9356,0.5262,33.05,31.79,583,5.83
00:21:20,3.9760,1.9883,1.9575,0.5318,33.43,32.12,921,9.21
00:21:30,2.9540,1.5368,1.9701,0.5360,33.64,32.38,754,7.54
00:21:40,3.0550,0.6463,1.9756,0.5378,33.74,32.49,528,5.28
00:21:50,2.6310,0.4894,1.9792,0.5392,33.80,32.57,296,2.96
00:22:00,3.1600,0.8057,1.9863,0.5414,33.92,32.71,329,3.29
00:22:10,3.8810,1.9362,2.0071,0.5468,34.28,33.03,847,8.47
00:22:20,3.7480,1.8798,2.0267,0.5520,34.61,33.35,943,9.43
00:22:30,3.7360,1.8674,2.0461,0.5572,34.94,33.66,846,8.46
00:22:40,3.6060,1.7862,2.0640,0.5622,35.25,33.96,756,7.56
00:22:50,3.8870,1.9451,2.0850,0.5676,35.61,34.29,919,9.19
00:23:00,3.9450,1.9755,2.1066,0.5731,35.98,34.62,912,9.12
00:23:10,3.9440,1.9744,2.1282,0.5786,36.34,34.95,918,9.18
00:23:20,3.9340,1.9683,2.1498,0.5840,36.71,35.28,916,9.16
00:23:30,3.9300,1.9664,2.1712,0.5895,37.08,35.61,917,9.17
00:23:40,3.9320,1.9673,2.1927,0.5949,37.45,35.94,921,9.21
00:23:50,3.9220,1.9641,2.2141,0.6004,37.81,36.27,917,9.17
00:24:00,3.9160,1.9619,2.2355,0.6059,38.18,36.60,917,9.17
00:24:10,3.9020,1.9536,2.2566,0.6113,38.54,36.93,907,9.07
00:24:20,3.8860,1.9408,2.2776,0.6167,38.89,37.25,906,9.06
00:24:30,3.8630,1.9296,2.2983,0.6220,39.25,37.58,880,8.8
00:24:40,3.8370,1.9193,2.3187,0.6274,39.60,37.90,891,8.91
00:24:50,3.7960,1.8986,2.3388,0.6326,39.94,38.22,885,8.85
00:25:00,3.4950,1.7505,2.3558,0.6375,40.23,38.51,863,8.63
00:25:10,3.7650,1.8771,2.3754,0.6427,40.56,38.83,784,7.84
00:25:20,2.3250,0.3490,2.3776,0.6437,40.60,38.88,622,6.22
00:25:30,2.2650,0.2730,2.3794,0.6444,40.63,38.93,188.5,1.885
00:25:40,2.2610,0.2685,2.3810,0.6452,40.66,38.98,186.0,1.86
00:25:50,2.2590,0.2665,2.3827,0.6459,40.69,39.02,185.0,1.85
00:26:00,2.2590,0.2675,2.3844,0.6467,40.72,39.06,187.5,1.875
00:26:10,2.2570,0.2651,2.3861,0.6474,40.75,39.11,181.5,1.815
00:26:20,2.2580,0.2617,2.3877,0.6481,40.78,39.15,178.9,1.7890000000000001
00:26:30,2.2590,0.2690,2.3894,0.6489,40.80,39.20,181.8,1.818
00:26:40,2.2570,0.2567,2.3910,0.6496,40.83,39.24,180.5,1.805
00:26:50,2.2540,0.2584,2.3926,0.6503,40.86,39.28,171.8,1.7180000000000002
00:27:00,2.2530,0.2571,2.3942,0.6510,40.89,39.33,169.5,1.695
00:27:10,2.2530,0.2511,2.3958,0.6517,40.91,39.37,168.3,1.683
00:27:20,2.2510,0.2458,2.3973,0.6524,40.94,39.41,162.4,1.624
00:27:30,2.2500,0.2380,2.3988,0.6531,40.96,39.45,154.7,1.547
00:27:40,2.2470,0.2303,2.4003,0.6537,40.99,39.49,148.4,1.484
00:27:50,2.2460,0.2416,2.4018,0.6544,41.02,39.53,142.6,1.426
00:28:00,2.2450,0.2219,2.4031,0.6550,41.04,39.57,139.7,1.3969999999999998
00:28:10,2.2450,0.2256,2.4046,0.6556,41.06,39.61,134.6,1.3459999999999999
00:28:20,2.2460,0.2256,2.4060,0.6562,41.09,39.64,129.7,1.297
00:28:30,2.2460,0.2226,2.4073,0.6569,41.11,39.68,129.2,1.2919999999999998
00:28:40,2.2480,0.2251,2.4088,0.6575,41.13,39.72,127.8,1.278
00:28:50,2.2490,0.2136,2.4101,0.6581,41.16,39.75,126.6,1.266
00:29:00,2.2490,0.2164,2.4114,0.6587,41.18,39.79,127.0,1.27
00:29:10,2.2500,0.2182,2.4128,0.6593,41.20,39.83,127.8,1.278
00:29:20,2.2500,0.2207,2.4142,0.6599,41.23,39.86,127.3,1.273
00:29:30,2.2520,0.2207,2.4156,0.6605,41.25,39.90,126.1,1.261
00:29:40,2.2520,0.2186,2.4169,0.6611,41.27,39.94,124.8,1.248
00:29:50,2.2530,0.2180,2.4183,0.6617,41.30,39.97,123.1,1.2309999999999999
00:30:00,2.2530,0.2158,2.4196,0.6623,41.32,40.01,121.3,1.213
00:30:10,2.2530,0.2150,2.4210,0.6629,41.34,40.05,123.8,1.238
00:30:20,2.2540,0.2161,2.4223,0.6635,41.37,40.08,123.2,1.232
00:30:30,2.2550,0.2135,2.4237,0.6641,41.39,40.12,124.5,1.245
00:30:40,2.2560,0.2164,2.4250,0.6647,41.41,40.16,122.9,1.229
00:30:50,2.2580,0.2180,2.4264,0.6653,41.44,40.19,122.7,1.227
00:31:00,2.2590,0.2177,2.4278,0.6659,41.46,40.23,126.0,1.26
00:31:10,2.2610,0.2247,2.4292,0.6666,41.48,40.27,128.6,1.286
00:31:20,2.2610,0.2249,2.4306,0.6672,41.51,40.30,124.9,1.249
00:31:30,2.2630,0.2261,2.4320,0.6678,41.53,40.34,126.6,1.266
00:31:40,2.2650,0.2263,2.4334,0.6684,41.56,40.38,130.1,1.301
00:31:50,2.2650,0.2277,2.4349,0.6691,41.58,40.42,132.7,1.327
00:32:00,2.2670,0.2293,2.4363,0.6697,41.61,40.46,131.6,1.3159999999999998
00:32:10,2.2690,0.2298,2.4378,0.6703,41.63,40.50,132.2,1.3219999999999998
00:32:20,2.2700,0.2333,2.4392,0.6710,41.66,40.53,137.2,1.3719999999999999
00:32:30,2.2720,0.2361,2.4407,0.6716,41.68,40.57,139.8,1.3980000000000001
00:32:40,2.2740,0.2393,2.4422,0.6723,41.71,40.61,142.5,1.425
00:32:50,2.2770,0.2466,2.4438,0.6730,41.73,40.66,145.5,1.455
00:33:00,2.2780,0.2494,2.4454,0.6737,41.76,40.70,150.0,1.5
00:33:10,2.2790,0.2527,2.4470,0.6744,41.79,40.74,153.9,1.5390000000000001
00:33:20,2.2810,0.2541,2.4486,0.6751,41.81,40.78,156.6,1.5659999999999998
00:33:30,2.2820,0.2566,2.4502,0.6758,41.84,40.83,155.3,1.5530000000000002
00:33:40,2.2860,0.2642,2.4519,0.6765,41.87,40.87,155.0,1.55
00:33:50,3.5860,1.7798,2.4696,0.6815,42.17,41.17,534,5.34
00:34:00,3.7930,1.8949,2.4896,0.6868,42.52,41.49,870,8.7
00:34:10,3.7870,1.8954,2.5095,0.6920,42.86,41.80,869,8.69
00:34:20,3.7860,1.8938,2.5294,0.6973,43.20,42.12,873,8.73
00:34:30,3.7830,1.8914,2.5493,0.7025,43.54,42.44,864,8.64
00:34:40,3.7700,1.8877,2.5691,0.7078,43.87,42.76,862,8.62
00:34:50,3.7650,1.8828,2.5888,0.7130,44.21,43.07,864,8.64
00:35:00,3.7680,1.8830,2.6085,0.7182,44.55,43.39,862,8.62
00:35:10,3.7640,1.8829,2.6282,0.7235,44.88,43.70,862,8.62
00:35:20,3.7650,1.8819,2.6479,0.7287,45.22,44.02,860,8.6
00:35:30,3.7640,1.8805,2.6675,0.7339,45.55,44.34,854,8.54
00:35:40,3.7550,1.8784,2.6871,0.7391,45.89,44.65,858,8.58
00:35:50,3.7550,1.8756,2.7067,0.7443,46.22,44.97,855,8.55
00:36:00,3.7540,1.8781,2.7263,0.7496,46.56,45.28,854,8.54
00:36:10,3.7490,1.8731,2.7458,0.7548,46.89,45.60,853,8.53
00:36:20,3.7420,1.8699,2.7652,0.7600,47.22,45.91,854,8.54
00:36:30,3.7410,1.8691,2.7846,0.7651,47.55,46.22,849,8.49
00:36:40,3.7370,1.8657,2.8040,0.7703,47.88,46.54,846,8.46
00:36:50,3.7350,1.8653,2.8233,0.7755,48.21,46.85,848,8.48
00:37:00,3.7290,1.8617,2.8426,0.7807,48.54,47.16,846,8.46
00:37:10,3.7200,1.8563,2.8618,0.7858,48.87,47.47,841,8.41
00:37:20,3.7170,1.8540,2.8809,0.7910,49.20,47.78,844,8.44
00:37:30,3.7090,1.8507,2.9000,0.7961,49.52,48.09,843,8.43
00:37:40,3.7050,1.8480,2.9190,0.8013,49.85,48.40,838,8.38
00:37:50,3.7000,1.8464,2.9380,0.8064,50.17,48.71,841,8.41
00:38:00,3.6980,1.8447,2.9570,0.8115,50.50,49.02,836,8.36
00:38:10,3.6970,1.8436,2.9759,0.8166,50.82,49.33,836,8.36
00:38:20,3.6930,1.8420,2.9948,0.8218,51.14,49.64,836,8.36
00:38:30,3.6910,1.8398,3.0137,0.8269,51.46,49.95,833,8.33
00:38:40,3.6880,1.8402,3.0325,0.8320,51.79,50.26,835,8.35
00:38:50,3.6830,1.8371,3.0513,0.8371,52.11,50.57,833,8.33
00:39:00,3.6860,1.8376,3.0701,0.8422,52.43,50.88,835,8.35
00:39:10,3.6800,1.8350,3.0889,0.8473,52.75,51.18,829,8.29
00:39:20,3.6700,1.8326,3.1076,0.8524,53.07,51.49,832,8.32
00:39:30,3.6660,1.8280,3.1262,0.8575,53.39,51.80,829,8.29
00:39:40,3.6590,1.8263,3.1447,0.8625,53.70,52.10,827,8.27
00:39:50,3.6570,1.8231,3.1632,0.8676,54.02,52.41,826,8.26
00:40:00,3.6530,1.8237,3.1818,0.8727,54.34,52.72,826,8.26
00:40:10,3.6560,1.8228,3.2003,0.8777,54.65,53.02,828,8.28
00:40:20,3.6530,1.8231,3.2188,0.8828,54.97,53.33,822,8.22
00:40:30,3.6530,1.8231,3.2373,0.8878,55.28,53.63,825,8.25
00:40:40,3.6590,1.8254,3.2558,0.8929,55.60,53.94,826,8.26
00:40:50,3.6620,1.8268,3.2744,0.8980,55.92,54.25,827,8.27
00:41:00,3.6620,1.8283,3.2930,0.9031,56.24,54.55,826,8.26
00:41:10,3.6670,1.8290,3.3116,0.9082,56.55,54.86,831,8.31
00:41:20,3.6640,1.8291,3.3302,0.9132,56.87,55.17,825,8.25
00:41:30,3.6670,1.8286,3.3489,0.9183,57.19,55.47,829,8.29
00:41:40,3.6640,1.8309,3.3675,0.9234,57.51,55.78,824,8.24
00:41:50,3.6690,1.8292,3.3861,0.9285,57.83,56.09,830,8.3
00:42:00,3.6570,1.8271,3.4047,0.9336,58.14,56.40,825,8.25
00:42:10,3.6610,1.8256,3.4233,0.9386,58.46,56.70,831,8.31
00:42:20,3.6600,1.8249,3.4418,0.9437,58.78,57.01,822,8.22
00:42:30,3.6570,1.8236,3.4604,0.9488,59.09,57.31,828,8.28
00:42:40,3.6590,1.8262,3.4789,0.9538,59.41,57.62,824,8.24
00:42:50,3.6640,1.8273,3.4975,0.9589,59.73,57.93,827,8.27
00:43:00,3.6690,1.8272,3.5161,0.9640,60.05,58.23,826,8.26
00:43:10,3.6710,1.8297,3.5348,0.9691,60.36,58.54,827,8.27
00:43:20,3.6640,1.8273,3.5534,0.9741,60.68,58.85,830,8.3
00:43:30,3.6670,1.8270,3.5720,0.9792,61.00,59.15,827,8.27
00:43:40,3.6670,1.8279,3.5906,0.9843,61.32,59.46,826,8.26
00:43:50,3.6720,1.8275,3.6093,0.9894,61.64,59.77,822,8.22
00:44:00,3.6720,1.8270,3.6279,0.9944,61.95,60.07,831,8.31
00:44:10,3.6750,1.8312,3.6466,0.9995,62.27,60.38,824,8.24
00:44:20,3.6780,1.8312,3.6653,1.0046,62.59,60.69,827,8.27
00:44:30,3.6810,1.8340,3.6840,1.0097,62.91,61.00,827,8.27
00:44:40,3.6850,1.8390,3.7029,1.0148,63.23,61.31,832,8.32
00:44:50,3.6930,1.8378,3.7217,1.0199,63.56,61.61,829,8.29
00:45:00,3.6980,1.8413,3.7406,1.0250,63.88,61.92,833,8.33
00:45:10,3.7010,1.8456,3.7596,1.0302,64.20,62.23,833,8.33
00:45:20,3.7080,1.8471,3.7786,1.0353,64.53,62.54,837,8.37
00:45:30,3.7100,1.8508,3.7977,1.0404,64.85,62.85,837,8.37
00:45:40,3.7190,1.8573,3.8169,1.0456,65.18,63.16,840,8.4
00:45:50,3.7250,1.8589,3.8361,1.0508,65.51,63.48,839,8.39
00:46:00,3.7320,1.8628,3.8554,1.0559,65.84,63.79,846,8.46
00:46:10,3.7330,1.8633,3.8748,1.0611,66.17,64.10,844,8.44
00:46:20,3.7350,1.8651,3.8941,1.0663,66.50,64.41,842,8.42
00:46:30,3.7350,1.8662,3.9135,1.0715,66.83,64.73,846,8.46
00:46:40,3.7370,1.8662,3.9329,1.0767,67.16,65.04,846,8.46
00:46:50,3.7350,1.8649,3.9522,1.0818,67.49,65.35,841,8.41
00:47:00,3.7320,1.8613,3.9715,1.0870,67.82,65.67,844,8.44
00:47:10,3.7240,1.8578,3.9907,1.0922,68.15,65.98,844,8.44
00:47:20,3.7130,1.8525,4.0098,1.0973,68.48,66.29,835,8.35
00:47:30,3.7120,1.8485,4.0289,1.1025,68.80,66.60,838,8.38
00:47:40,3.6980,1.8443,4.0478,1.1076,69.13,66.91,835,8.35
00:47:50,3.6960,1.8411,4.0667,1.1127,69.45,67.22,829,8.29
00:48:00,3.6860,1.8363,4.0855,1.1178,69.77,67.53,830,8.3
00:48:10,3.6800,1.8339,4.1043,1.1229,70.09,67.83,829,8.29
00:48:20,3.6750,1.8322,4.1230,1.1280,70.41,68.14,828,8.28
00:48:30,3.6740,1.8312,4.1417,1.1331,70.73,68.45,825,8.25
00:48:40,3.6730,1.8301,4.1603,1.1381,71.05,68.76,827,8.27
00:48:50,3.6650,1.8289,4.1790,1.1432,71.36,69.06,828,8.28
00:49:00,3.6590,1.8257,4.1975,1.1483,71.68,69.37,825,8.25
00:49:10,3.6550,1.8246,4.2160,1.1534,72.00,69.67,824,8.24
00:49:20,3.6520,1.8216,4.2345,1.1584,72.31,69.98,823,8.23
00:49:30,3.6520,1.8216,4.2530,1.1635,72.63,70.29,827,8.27
00:49:40,3.6540,1.8210,4.2715,1.1685,72.94,70.59,826,8.26
00:49:50,3.6500,1.8214,4.2899,1.1736,73.26,70.90,823,8.23
00:50:00,3.6500,1.8212,4.3084,1.1787,73.58,71.20,824,8.24
00:50:10,3.6540,1.8231,4.3269,1.1837,73.89,71.51,825,8.25
00:50:20,3.6620,1.8248,4.3455,1.1888,74.21,71.81,828,8.28
00:50:30,3.6700,1.8282,4.3641,1.1939,74.53,72.12,829,8.29
00:50:40,3.6770,1.8314,4.3828,1.1990,74.85,72.43,828,8.28
00:50:50,3.6930,1.8405,4.4017,1.2041,75.17,72.74,836,8.36
00:51:00,3.7120,1.8523,4.4208,1.2092,75.49,73.05,845,8.45
00:51:10,3.7300,1.8616,4.4401,1.2144,75.82,73.36,851,8.51
00:51:20,3.7080,1.8474,4.4591,1.2195,76.15,73.67,827,8.27
00:51:30,3.7320,1.8639,4.4784,1.2247,76.48,73.98,847,8.47
00:51:40,3.7560,1.8745,4.4980,1.2299,76.81,74.30,859,8.59
00:51:50,3.7910,1.8931,4.5179,1.2352,77.15,74.62,864,8.64
00:52:00,2.2850,0.3072,4.5199,1.2360,77.19,74.67,677,6.77
00:52:10,5.3190,0.0092,4.5200,1.2360,77.19,74.67,596,5.96
00:52:20,2.5670,0.3817,4.5227,1.2371,77.24,74.73,308,3.08
00:52:30,2.4840,0.3584,4.5252,1.2381,77.28,74.79,257,2.57
00:52:40,2.4410,0.3046,4.5273,1.2389,77.31,74.84,234,2.34
00:52:50,2.4680,0.3730,4.5298,1.2400,77.36,74.91,234,2.34
00:53:00,2.5160,0.4082,4.5327,1.2411,77.41,74.98,256,2.56
00:53:10,2.9050,0.6279,4.5378,1.2429,77.49,75.08,295,2.95
00:53:20,5.3200,0.0092,4.5379,1.2429,77.49,75.08,491,4.91
00:53:30,5.3200,0.0092,4.5380,1.2429,77.50,75.08,582,5.82
00:53:40,2.5350,0.3955,4.5408,1.2440,77.54,75.15,268,2.68
00:53:50,2.5920,0.4319,4.5439,1.2452,77.60,75.22,310,3.1
00:54:00,2.9590,1.5268,4.5565,1.2494,77.81,75.48,412,4.12
00:54:10,3.8520,1.9229,4.5770,1.2548,78.16,75.80,862,8.62
00:54:20,3.8560,1.9218,4.5976,1.2601,78.51,76.12,884,8.84
00:54:30,3.8190,1.9025,4.6178,1.2654,78.86,76.44,878,8.78
00:54:40,3.7780,1.8852,4.6376,1.2707,79.20,76.76,865,8.65
00:54:50,3.7720,1.8778,4.6573,1.2759,79.53,77.07,860,8.6
00:55:00,3.7590,1.8745,4.6768,1.2811,79.87,77.39,858,8.58
00:55:10,3.7190,1.8563,4.6960,1.2862,80.19,77.70,851,8.51
00:55:20,2.7910,1.1056,4.7046,1.2893,80.34,77.89,731,7.31
00:55:30,3.2560,0.7057,4.7110,1.2913,80.45,78.00,296,2.96
00:55:40,3.5710,1.7787,4.7286,1.2962,80.75,78.30,761,7.61
00:55:50,3.6130,1.7911,4.7466,1.3012,81.06,78.60,791,7.91
00:56:00,3.7100,1.8466,4.7656,1.3063,81.38,78.91,848,8.48
00:56:10,3.7060,1.8469,4.7846,1.3114,81.71,79.22,844,8.44
00:56:20,2.5270,0.5323,4.7884,1.3129,81.77,79.31,804,8.04
00:56:30,2.2550,0.2594,4.7900,1.3136,81.80,79.36,189.0,1.89
00:56:40,2.2540,0.2655,4.7917,1.3144,81.83,79.40,188.0,1.88
