Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance (Wh/m2),Irradiance/100
01:05:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,204,2.04
01:05:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,416,4.16
01:05:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,305,3.05
01:06:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,291,2.91
01:06:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,257,2.57
01:06:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,224,2.24
01:06:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,427,4.27
01:06:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,872,8.72
01:06:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,873,8.73
01:07:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,874,8.74
01:07:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,874,8.74
01:07:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,868,8.68
01:07:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,863,8.63
01:07:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,865,8.65
01:07:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,861,8.61
01:08:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,861,8.61
01:08:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,859,8.59
01:08:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,858,8.58
01:08:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,865,8.65
01:08:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,866,8.66
01:08:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,872,8.72
01:09:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,877,8.77
01:09:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,879,8.79
01:09:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,879,8.79
01:09:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,880,8.8
01:09:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,883,8.83
01:09:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,891,8.91
01:10:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,900,9.0
01:10:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,886,8.86
01:10:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,638,6.38
01:10:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,744,7.44
01:10:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,198.0,1.98
01:10:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,168.7,1.6869999999999998
01:11:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,166.5,1.665
01:11:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,159.7,1.597
01:11:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,162.0,1.62
01:11:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,162.7,1.6269999999999998
01:11:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,191.0,1.91
01:11:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,555,5.55
01:12:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,837,8.37
01:12:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,883,8.83
01:12:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,879,8.79
01:12:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,851,8.51
01:12:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,849,8.49
01:12:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,886,8.86
01:13:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,884,8.84
01:13:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,889,8.89
01:13:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,886,8.86
01:13:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,886,8.86
01:13:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,880,8.8
01:13:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,883,8.83
01:14:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,882,8.82
01:14:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,881,8.81
01:14:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,883,8.83
01:14:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,874,8.74
01:14:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,876,8.76
01:14:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,875,8.75
01:15:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,874,8.74
01:15:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,870,8.7
01:15:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,865,8.65
01:15:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,873,8.73
01:15:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,867,8.67
01:15:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,871,8.71
01:16:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,867,8.67
01:16:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,874,8.74
01:16:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,880,8.8
01:16:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,879,8.79
01:16:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,877,8.77
01:16:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,878,8.78
01:17:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,874,8.74
01:17:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,871,8.71
01:17:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,873,8.73
01:17:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,871,8.71
01:17:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,867,8.67
01:17:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,863,8.63
01:18:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,861,8.61
01:18:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,861,8.61
01:18:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,856,8.56
01:18:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,851,8.51
01:18:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,849,8.49
01:18:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,847,8.47
01:19:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,846,8.46
01:19:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,842,8.42
01:19:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,838,8.38
01:19:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,841,8.41
01:19:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,839,8.39
01:19:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,842,8.42
01:20:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,846,8.46
01:20:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,843,8.43
01:20:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,841,8.41
01:20:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,845,8.45
01:20:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,844,8.44
01:20:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,844,8.44
01:21:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,840,8.4
01:21:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,840,8.4
01:21:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,838,8.38
01:21:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,840,8.4
01:21:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,843,8.43
01:21:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,840,8.4
01:22:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,840,8.4
01:22:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,844,8.44
01:22:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,850,8.5
01:22:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,855,8.55
01:22:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,854,8.54
01:22:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,842,8.42
01:23:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,846,8.46
01:23:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,844,8.44
01:23:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,850,8.5
01:23:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,848,8.48
01:23:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,843,8.43
01:23:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,837,8.37
01:24:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,845,8.45
01:24:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,850,8.5
01:24:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,852,8.52
01:24:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,861,8.61
01:24:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,863,8.63
01:24:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,857,8.57
01:25:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,851,8.51
01:25:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,820,8.2
01:25:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,855,8.55
01:25:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,856,8.56
01:25:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,859,8.59
01:25:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,855,8.55
01:26:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,859,8.59
01:26:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,858,8.58
01:26:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,856,8.56
01:26:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,864,8.64
01:26:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,865,8.65
01:26:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,864,8.64
01:27:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,870,8.7
01:27:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,840,8.4
01:27:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,639,6.39
01:27:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,838,8.38
01:27:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,804,8.04
01:27:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,771,7.71
01:28:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,813,8.13
01:28:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,799,7.99
01:28:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,856,8.56
01:28:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,848,8.48
01:28:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,862,8.62
01:28:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,863,8.63
01:29:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,864,8.64
01:29:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,863,8.63
01:29:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,860,8.6
01:29:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,860,8.6
01:29:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,865,8.65
01:29:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,863,8.63
01:30:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,866,8.66
01:30:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,863,8.63
01:30:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,865,8.65
01:30:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,870,8.7
01:30:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,869,8.69
01:30:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,872,8.72
01:31:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,868,8.68
01:31:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,865,8.65
01:31:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,862,8.62
01:31:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,862,8.62
01:31:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,857,8.57
01:31:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,857,8.57
01:32:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,856,8.56
01:32:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,856,8.56
01:32:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,856,8.56
01:32:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,854,8.54
01:32:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,854,8.54
01:32:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,854,8.54
01:33:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,850,8.5
01:33:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,849,8.49
01:33:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,853,8.53
01:33:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,856,8.56
01:33:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,857,8.57
01:33:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,859,8.59
01:34:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,854,8.54
01:34:10,0.0000,0.0000,1.9349,0.4050,100.00,100.00,854,8.54
01:34:20,0.0000,0.0000,1.9349,0.4050,100.00,100.00,850,8.5
01:34:30,0.0000,0.0000,1.9349,0.4050,100.00,100.00,853,8.53
01:34:40,0.0000,0.0000,1.9349,0.4050,100.00,100.00,856,8.56
01:34:50,0.0000,0.0000,1.9349,0.4050,100.00,100.00,861,8.61
01:35:00,0.0000,0.0000,1.9349,0.4050,100.00,100.00,857,8.57
