Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Sunlight Level
00:00:00,3.1910,1.6848,0.0149,0.0047,0.29,0.37,709.0,5.38,7.09
00:00:10,4.2500,2.0001,0.0385,0.0102,0.75,0.81,818.0,8.5,8.18
00:00:20,4.2440,2.0002,0.0621,0.0158,1.21,1.24,922.0,8.49,9.22
00:00:30,4.2720,1.9997,0.0859,0.0213,1.68,1.68,926.0,8.54,9.26
00:00:40,4.2280,2.0004,0.1093,0.0269,2.14,2.12,877.0,8.46,8.77
00:00:50,4.2490,1.9998,0.1330,0.0325,2.60,2.56,904.0,8.5,9.04
00:01:00,3.4910,1.8229,0.1506,0.0375,2.94,2.95,847.0,6.36,8.47
00:01:10,3.5650,1.8613,0.1691,0.0427,3.30,3.36,743.0,6.64,7.43
00:01:20,2.6520,0.8528,0.1753,0.0451,3.43,3.55,368.0,2.26,3.68
00:01:30,2.5980,0.6169,0.1798,0.0468,3.51,3.68,156.6,1.6,1.566
00:01:40,2.5940,0.6132,0.1842,0.0485,3.60,3.82,160.1,1.59,1.601
00:01:50,2.5830,0.6015,0.1885,0.0501,3.68,3.95,150.8,1.55,1.508
00:02:00,2.5760,0.6048,0.1929,0.0518,3.77,4.08,152.0,1.56,1.52
00:02:10,2.6210,0.7287,0.1982,0.0539,3.87,4.24,164.9,1.91,1.649
00:02:20,3.6090,1.7613,0.2158,0.0587,4.22,4.63,241.0,6.36,2.41
00:02:30,4.3050,1.9985,0.2397,0.0643,4.68,5.06,902.0,8.6,9.02
00:02:40,4.2860,1.9991,0.2635,0.0699,5.15,5.50,895.0,8.57,8.95
00:02:50,4.2690,2.0002,0.2872,0.0754,5.61,5.94,890.0,8.54,8.9
00:03:00,4.2610,2.0001,0.3109,0.0810,6.08,6.38,886.0,8.52,8.86
00:03:10,4.2540,1.9990,0.3345,0.0865,6.54,6.81,887.0,8.5,8.87
00:03:20,4.2430,1.9982,0.3581,0.0921,7.00,7.25,884.0,8.48,8.84
00:03:30,4.2320,2.0000,0.3816,0.0976,7.46,7.69,882.0,8.46,8.82
00:03:40,4.2300,1.9997,0.4051,0.1032,7.92,8.12,881.0,8.46,8.81
00:03:50,4.2200,2.0009,0.4285,0.1087,8.37,8.56,878.0,8.44,8.78
00:04:00,4.2100,1.9998,0.4519,0.1143,8.83,9.00,876.0,8.42,8.76
00:04:10,4.2000,1.9992,0.4753,0.1198,9.29,9.44,873.0,8.4,8.73
00:04:20,4.1910,1.9992,0.4985,0.1254,9.74,9.87,875.0,8.38,8.75
00:04:30,4.1780,1.9989,0.5217,0.1309,10.20,10.31,875.0,8.35,8.75
00:04:40,4.1690,2.0000,0.5449,0.1365,10.65,10.75,874.0,8.34,8.74
00:04:50,4.1550,1.9986,0.5680,0.1421,11.10,11.19,870.0,8.3,8.7
00:05:00,4.1510,1.9982,0.5910,0.1476,11.55,11.62,870.0,8.29,8.7
00:05:10,4.1530,1.9985,0.6141,0.1532,12.00,12.06,875.0,8.3,8.75
00:05:20,4.1490,1.9979,0.6371,0.1587,12.45,12.50,878.0,8.29,8.78
00:05:30,4.1460,1.9978,0.6601,0.1643,12.90,12.93,877.0,8.28,8.77
00:05:40,4.1420,1.9988,0.6831,0.1698,13.35,13.37,878.0,8.28,8.78
00:05:50,4.1380,1.9978,0.7060,0.1754,13.80,13.81,877.0,8.27,8.77
00:06:00,4.1320,1.9981,0.7290,0.1809,14.25,14.25,875.0,8.26,8.75
00:06:10,4.1250,1.9982,0.7519,0.1865,14.69,14.68,876.0,8.24,8.76
00:06:20,4.1170,1.9981,0.7747,0.1920,15.14,15.12,877.0,8.23,8.77
00:06:30,4.1060,1.9982,0.7975,0.1976,15.58,15.56,873.0,8.2,8.73
00:06:40,4.1030,1.9984,0.8203,0.2031,16.03,15.99,871.0,8.2,8.71
00:06:50,4.1050,1.9980,0.8431,0.2087,16.47,16.43,871.0,8.2,8.71
00:07:00,4.1030,1.9979,0.8658,0.2142,16.92,16.87,871.0,8.2,8.71
00:07:10,4.1020,1.9975,0.8886,0.2198,17.36,17.30,873.0,8.19,8.73
00:07:20,4.0980,1.9981,0.9114,0.2253,17.81,17.74,876.0,8.19,8.76
00:07:30,4.0930,1.9976,0.9341,0.2309,18.25,18.18,871.0,8.18,8.71
00:07:40,4.0910,1.9975,0.9568,0.2364,18.70,18.62,873.0,8.17,8.73
00:07:50,4.0850,1.9973,0.9794,0.2420,19.14,19.05,873.0,8.16,8.73
00:08:00,4.0800,1.9975,1.0021,0.2475,19.58,19.49,872.0,8.15,8.72
00:08:10,4.0730,1.9976,1.0247,0.2531,20.02,19.93,870.0,8.14,8.7
00:08:20,4.0670,1.9977,1.0472,0.2586,20.46,20.36,866.0,8.12,8.66
00:08:30,4.0600,1.9981,1.0698,0.2642,20.90,20.80,867.0,8.11,8.67
00:08:40,4.0540,1.9973,1.0923,0.2697,21.34,21.24,867.0,8.1,8.67
00:08:50,4.0520,1.9981,1.1148,0.2753,21.78,21.67,866.0,8.1,8.66
00:09:00,4.0470,1.9979,1.1372,0.2808,22.22,22.11,865.0,8.09,8.65
00:09:10,4.0500,1.9979,1.1597,0.2863,22.66,22.55,869.0,8.09,8.69
00:09:20,4.0470,1.9983,1.1822,0.2919,23.10,22.99,869.0,8.09,8.69
00:09:30,4.0430,1.9985,1.2046,0.2975,23.54,23.42,866.0,8.08,8.66
00:09:40,4.0420,1.9983,1.2270,0.3030,23.98,23.86,867.0,8.08,8.67
00:09:50,4.0360,1.9977,1.2494,0.3086,24.42,24.30,863.0,8.06,8.63
00:10:00,4.0290,1.9982,1.2718,0.3141,24.85,24.73,865.0,8.05,8.65
00:10:10,4.0270,1.9981,1.2941,0.3197,25.29,25.17,865.0,8.05,8.65
00:10:20,4.0310,1.9980,1.3165,0.3252,25.73,25.61,867.0,8.05,8.67
00:10:30,4.0330,1.9987,1.3389,0.3308,26.16,26.05,864.0,8.06,8.64
00:10:40,4.0350,1.9979,1.3613,0.3363,26.60,26.48,863.0,8.06,8.63
00:10:50,4.0380,1.9981,1.3837,0.3419,27.04,26.92,868.0,8.07,8.68
00:11:00,4.0350,1.9981,1.4061,0.3474,27.48,27.36,868.0,8.06,8.68
00:11:10,4.0370,1.9983,1.4285,0.3530,27.91,27.79,868.0,8.07,8.68
00:11:20,4.0380,1.9983,1.4509,0.3585,28.35,28.23,870.0,8.07,8.7
00:11:30,4.0370,1.9983,1.4733,0.3641,28.79,28.67,868.0,8.07,8.68
00:11:40,4.0350,1.9985,1.4957,0.3696,29.23,29.10,869.0,8.06,8.69
00:11:50,4.0320,1.9989,1.5181,0.3752,29.67,29.54,868.0,8.06,8.68
00:12:00,4.0330,1.9985,1.5405,0.3807,30.10,29.98,871.0,8.06,8.71
00:12:10,4.0310,1.9987,1.5629,0.3863,30.54,30.42,869.0,8.06,8.69
00:12:20,4.0240,1.9987,1.5852,0.3918,30.98,30.85,868.0,8.04,8.68
00:12:30,4.0230,1.9979,1.6076,0.3974,31.41,31.29,865.0,8.04,8.65
00:12:40,4.0210,1.9985,1.6299,0.4029,31.85,31.73,867.0,8.04,8.67
00:12:50,4.0140,1.9996,1.6522,0.4085,32.29,32.17,868.0,8.03,8.68
00:13:00,4.0140,1.9992,1.6745,0.4140,32.72,32.60,866.0,8.02,8.66
00:13:10,4.0110,1.9992,1.6967,0.4196,33.16,33.04,869.0,8.02,8.69
00:13:20,4.0130,1.9990,1.7190,0.4251,33.59,33.48,868.0,8.02,8.68
00:13:30,4.0170,1.9984,1.7413,0.4307,34.03,33.91,874.0,8.03,8.74
00:13:40,4.0160,1.9994,1.7636,0.4362,34.46,34.35,874.0,8.03,8.74
00:13:50,4.0170,1.9989,1.7859,0.4418,34.90,34.79,880.0,8.03,8.8
00:14:00,4.0190,1.9996,1.8083,0.4473,35.34,35.23,879.0,8.04,8.79
00:14:10,4.0160,2.0017,1.8306,0.4529,35.77,35.66,879.0,8.04,8.79
00:14:20,4.0150,1.9997,1.8529,0.4585,36.21,36.10,880.0,8.03,8.8
00:14:30,4.0150,1.9994,1.8752,0.4640,36.64,36.54,879.0,8.03,8.79
00:14:40,4.0180,1.9990,1.8975,0.4696,37.08,36.98,880.0,8.03,8.8
00:14:50,4.0220,1.9990,1.9198,0.4751,37.52,37.41,881.0,8.04,8.81
00:15:00,4.0280,1.9995,1.9422,0.4807,37.95,37.85,887.0,8.05,8.87
00:15:10,4.0400,1.9993,1.9646,0.4862,38.39,38.29,885.0,8.08,8.85
00:15:20,4.0430,1.9991,1.9871,0.4918,38.83,38.72,888.0,8.08,8.88
00:15:30,4.0380,1.9993,2.0095,0.4973,39.27,39.16,886.0,8.07,8.86
00:15:40,4.0340,1.9989,2.0319,0.5029,39.71,39.60,889.0,8.06,8.89
00:15:50,4.0310,1.9985,2.0543,0.5084,40.14,40.04,888.0,8.06,8.88
00:16:00,4.0250,1.9987,2.0766,0.5140,40.58,40.47,888.0,8.04,8.88
00:16:10,4.0220,1.9987,2.0990,0.5195,41.02,40.91,888.0,8.04,8.88
00:16:20,4.0190,1.9989,2.1213,0.5251,41.45,41.35,888.0,8.03,8.88
00:16:30,4.0230,1.9985,2.1436,0.5306,41.89,41.79,889.0,8.04,8.89
00:16:40,4.0200,1.9986,2.1659,0.5362,42.32,42.22,884.0,8.03,8.84
00:16:50,4.0170,1.9985,2.1882,0.5417,42.76,42.66,885.0,8.03,8.85
00:17:00,4.0180,1.9985,2.2105,0.5473,43.20,43.10,887.0,8.03,8.87
00:17:10,4.0130,1.9982,2.2328,0.5528,43.63,43.53,885.0,8.02,8.85
00:17:20,4.0070,1.9985,2.2551,0.5584,44.07,43.97,887.0,8.01,8.87
00:17:30,4.0000,1.9979,2.2773,0.5640,44.50,44.41,885.0,7.99,8.85
00:17:40,3.9980,1.9980,2.2995,0.5695,44.93,44.85,884.0,7.99,8.84
00:17:50,3.9920,1.9980,2.3216,0.5751,45.37,45.28,881.0,7.98,8.81
00:18:00,3.9890,1.9985,2.3438,0.5806,45.80,45.72,878.0,7.97,8.78
00:18:10,3.9900,1.9972,2.3659,0.5861,46.23,46.16,877.0,7.97,8.77
00:18:20,3.9910,1.9973,2.3880,0.5917,46.66,46.59,881.0,7.97,8.81
00:18:30,3.9860,1.9984,2.4102,0.5972,47.10,47.03,880.0,7.97,8.8
00:18:40,3.9880,1.9976,2.4323,0.6028,47.53,47.47,880.0,7.97,8.8
00:18:50,3.9920,1.9980,2.4544,0.6083,47.96,47.90,882.0,7.98,8.82
00:19:00,3.9900,1.9990,2.4766,0.6139,48.40,48.34,879.0,7.98,8.79
00:19:10,3.9960,1.9984,2.4988,0.6195,48.83,48.78,884.0,7.99,8.84
00:19:20,3.9980,1.9985,2.5210,0.6250,49.26,49.22,882.0,7.99,8.82
00:19:30,4.0050,1.9997,2.5432,0.6306,49.70,49.65,886.0,8.01,8.86
00:19:40,4.0070,1.9988,2.5655,0.6361,50.13,50.09,888.0,8.01,8.88
00:19:50,4.0070,1.9995,2.5877,0.6417,50.57,50.53,887.0,8.01,8.87
00:20:00,4.0060,1.9987,2.6100,0.6472,51.00,50.96,888.0,8.01,8.88
00:20:10,4.0040,1.9986,2.6322,0.6528,51.44,51.40,889.0,8.0,8.89
00:20:20,4.0080,1.9988,2.6544,0.6583,51.87,51.84,889.0,8.01,8.89
00:20:30,4.0030,1.9993,2.6767,0.6639,52.31,52.28,886.0,8.0,8.86
00:20:40,4.0040,1.9984,2.6989,0.6694,52.74,52.71,886.0,8.0,8.86
00:20:50,3.9960,1.9987,2.7211,0.6750,53.17,53.15,880.0,7.99,8.8
00:21:00,3.9930,1.9985,2.7433,0.6805,53.61,53.59,886.0,7.98,8.86
00:21:10,3.9910,1.9992,2.7654,0.6861,54.04,54.03,884.0,7.98,8.84
00:21:20,3.9950,1.9986,2.7876,0.6916,54.47,54.46,887.0,7.98,8.87
00:21:30,4.0010,1.9982,2.8098,0.6972,54.91,54.90,889.0,7.99,8.89
00:21:40,4.0030,1.9987,2.8320,0.7027,55.34,55.34,891.0,8.0,8.91
00:21:50,4.0000,1.9990,2.8542,0.7083,55.77,55.77,888.0,8.0,8.88
00:22:00,4.0020,1.9993,2.8765,0.7138,56.21,56.21,888.0,8.0,8.88
00:22:10,4.0030,1.9995,2.8987,0.7194,56.64,56.65,884.0,8.0,8.84
00:22:20,4.0000,1.9992,2.9209,0.7249,57.08,57.09,886.0,8.0,8.86
00:22:30,4.0080,1.9991,2.9432,0.7305,57.51,57.52,887.0,8.01,8.87
00:22:40,4.0070,1.9993,2.9654,0.7361,57.95,57.96,889.0,8.01,8.89
00:22:50,3.9940,1.9995,2.9876,0.7416,58.38,58.40,884.0,7.99,8.84
00:23:00,3.9930,1.9991,3.0098,0.7472,58.81,58.84,879.0,7.98,8.79
00:23:10,3.9990,1.9997,3.0320,0.7527,59.25,59.27,882.0,8.0,8.82
00:23:20,4.0070,1.9997,3.0543,0.7583,59.68,59.71,885.0,8.01,8.85
00:23:30,4.0240,2.0000,3.0766,0.7638,60.12,60.15,890.0,8.05,8.9
00:23:40,4.0300,1.9999,3.0990,0.7694,60.56,60.58,888.0,8.06,8.88
00:23:50,4.0470,1.9993,3.1215,0.7749,61.00,61.02,891.0,8.09,8.91
00:24:00,4.0580,1.9992,3.1440,0.7805,61.44,61.46,894.0,8.11,8.94
00:24:10,4.0590,1.9988,3.1665,0.7860,61.88,61.90,894.0,8.11,8.94
00:24:20,4.0610,1.9993,3.1891,0.7916,62.32,62.33,895.0,8.12,8.95
00:24:30,4.0530,1.9991,3.2116,0.7971,62.76,62.77,892.0,8.1,8.92
00:24:40,4.0480,1.9992,3.2341,0.8027,63.20,63.21,885.0,8.09,8.85
00:24:50,4.0560,1.9989,3.2566,0.8083,63.64,63.65,892.0,8.11,8.92
00:25:00,4.0500,1.9991,3.2791,0.8138,64.08,64.08,895.0,8.1,8.95
00:25:10,4.0420,1.9991,3.3015,0.8194,64.52,64.52,893.0,8.08,8.93
00:25:20,4.0380,1.9987,3.3240,0.8249,64.95,64.96,891.0,8.07,8.91
00:25:30,4.0340,1.9991,3.3464,0.8305,65.39,65.39,887.0,8.06,8.87
00:25:40,4.0360,1.9995,3.3688,0.8360,65.83,65.83,886.0,8.07,8.86
00:25:50,4.0390,1.9994,3.3912,0.8416,66.27,66.27,888.0,8.08,8.88
00:26:00,4.0540,1.9992,3.4137,0.8471,66.71,66.71,889.0,8.1,8.89
00:26:10,4.0650,1.9991,3.4363,0.8527,67.15,67.14,894.0,8.13,8.94
00:26:20,4.0760,1.9988,3.4589,0.8582,67.59,67.58,895.0,8.15,8.95
00:26:30,4.0740,1.9990,3.4815,0.8638,68.03,68.02,894.0,8.14,8.94
00:26:40,4.0780,1.9991,3.5042,0.8693,68.48,68.46,897.0,8.15,8.97
00:26:50,4.0830,1.9993,3.5269,0.8749,68.92,68.89,897.0,8.16,8.97
00:27:00,4.0860,1.9989,3.5496,0.8804,69.36,69.33,901.0,8.17,9.01
00:27:10,4.0870,1.9991,3.5723,0.8860,69.81,69.77,901.0,8.17,9.01
00:27:20,4.0850,1.9984,3.5949,0.8915,70.25,70.20,900.0,8.16,9.0
00:27:30,4.0790,1.9992,3.6176,0.8971,70.69,70.64,897.0,8.15,8.97
00:27:40,4.0750,1.9992,3.6402,0.9027,71.13,71.08,896.0,8.15,8.96
00:27:50,4.0730,1.9991,3.6628,0.9082,71.58,71.52,899.0,8.14,8.99
00:28:00,4.0660,1.9993,3.6854,0.9138,72.02,71.95,895.0,8.13,8.95
00:28:10,4.0650,1.9991,3.7080,0.9193,72.46,72.39,894.0,8.13,8.94
00:28:20,4.0670,1.9989,3.7306,0.9249,72.90,72.83,893.0,8.13,8.93
00:28:30,4.0680,1.9988,3.7531,0.9304,73.34,73.27,897.0,8.13,8.97
00:28:40,4.0680,1.9994,3.7757,0.9360,73.78,73.70,898.0,8.13,8.98
00:28:50,4.0700,1.9989,3.7983,0.9415,74.22,74.14,901.0,8.14,9.01
00:29:00,4.0780,1.9987,3.8210,0.9471,74.67,74.58,902.0,8.15,9.02
00:29:10,4.0760,1.9985,3.8436,0.9526,75.11,75.01,903.0,8.15,9.03
00:29:20,4.0720,1.9987,3.8662,0.9582,75.55,75.45,901.0,8.14,9.01
00:29:30,4.0710,1.9979,3.8888,0.9637,75.99,75.89,903.0,8.13,9.03
00:29:40,4.0710,1.9988,3.9114,0.9693,76.43,76.33,901.0,8.14,9.01
00:29:50,4.0660,1.9992,3.9340,0.9748,76.87,76.76,899.0,8.13,8.99
00:30:00,4.0640,1.9988,3.9566,0.9804,77.32,77.20,898.0,8.12,8.98
00:30:10,4.0560,1.9986,3.9791,0.9859,77.76,77.64,899.0,8.11,8.99
00:30:20,4.0510,1.9988,4.0016,0.9915,78.19,78.07,896.0,8.1,8.96
00:30:30,4.0460,1.9982,4.0240,0.9970,78.63,78.51,900.0,8.08,9.0
00:30:40,4.0390,1.9986,4.0464,1.0026,79.07,78.95,895.0,8.07,8.95
00:30:50,4.0350,1.9991,4.0689,1.0081,79.51,79.39,896.0,8.07,8.96
00:31:00,4.0330,1.9988,4.0912,1.0137,79.95,79.82,896.0,8.06,8.96
00:31:10,4.0300,1.9993,4.1136,1.0193,80.38,80.26,895.0,8.06,8.95
00:31:20,4.0270,1.9990,4.1360,1.0248,80.82,80.70,894.0,8.05,8.94
00:31:30,4.0210,1.9990,4.1583,1.0304,81.26,81.14,891.0,8.04,8.91
00:31:40,4.0170,1.9987,4.1806,1.0359,81.69,81.57,887.0,8.03,8.87
00:31:50,4.0140,1.9993,4.2029,1.0415,82.13,82.01,890.0,8.03,8.9
00:32:00,4.0060,1.9990,4.2252,1.0470,82.56,82.45,887.0,8.01,8.87
00:32:10,3.9940,1.9988,4.2473,1.0526,83.00,82.88,885.0,7.98,8.85
00:32:20,3.9900,1.9988,4.2695,1.0581,83.43,83.32,878.0,7.98,8.78
00:32:30,3.9940,1.9987,4.2917,1.0637,83.86,83.76,878.0,7.98,8.78
00:32:40,3.9920,1.9992,4.3138,1.0692,84.30,84.20,878.0,7.98,8.78
00:32:50,3.9910,1.9991,4.3360,1.0748,84.73,84.63,880.0,7.98,8.8
00:33:00,3.9960,1.9988,4.3582,1.0803,85.16,85.07,878.0,7.99,8.78
00:33:10,3.9960,1.9992,4.3804,1.0859,85.60,85.51,878.0,7.99,8.78
00:33:20,3.9930,1.9986,4.4025,1.0914,86.03,85.95,878.0,7.98,8.78
00:33:30,3.9910,1.9988,4.4247,1.0970,86.46,86.38,880.0,7.98,8.8
00:33:40,3.9970,1.9986,4.4469,1.1025,86.90,86.82,883.0,7.99,8.83
00:33:50,3.9860,1.9985,4.4690,1.1081,87.33,87.26,878.0,7.97,8.78
00:34:00,3.9750,1.9973,4.4911,1.1136,87.76,87.69,874.0,7.94,8.74
00:34:10,3.9800,1.9986,4.5132,1.1192,88.19,88.13,878.0,7.95,8.78
00:34:20,3.9920,1.9987,4.5353,1.1247,88.62,88.57,879.0,7.98,8.79
00:34:30,3.9970,1.9983,4.5575,1.1303,89.06,89.00,881.0,7.99,8.81
00:34:40,3.9950,1.9988,4.5797,1.1358,89.49,89.44,886.0,7.99,8.86
00:34:50,3.9960,1.9977,4.6019,1.1414,89.93,89.88,887.0,7.98,8.87
00:35:00,3.9970,1.9983,4.6241,1.1469,90.36,90.32,888.0,7.99,8.88
00:35:10,3.9960,1.9987,4.6462,1.1525,90.79,90.75,885.0,7.99,8.85
00:35:20,3.9990,1.9987,4.6684,1.1581,91.23,91.19,885.0,7.99,8.85
00:35:30,4.0060,1.9992,4.6907,1.1636,91.66,91.63,892.0,8.01,8.92
00:35:40,4.0070,1.9992,4.7129,1.1692,92.10,92.07,885.0,8.01,8.85
00:35:50,4.0030,1.9993,4.7352,1.1747,92.53,92.50,884.0,8.0,8.84
00:36:00,3.9990,1.9993,4.7574,1.1803,92.96,92.94,880.0,8.0,8.8
