Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Power Score,Sun Score,Irradiance/100,Efficiency(%),Efficiency Score
00:41:20,4.8830,1.9902,5.9273,1.2721,52.97,53.62,778.0,9.72,81.0,77.8,7.78,0.71,-3.2
00:41:30,4.8830,1.9905,5.9543,1.2777,53.22,53.86,777.0,9.72,81.0,77.7,7.77,0.71,-3.3
00:41:40,4.8830,1.9903,5.9813,1.2832,53.46,54.09,775.0,9.72,81.0,77.5,7.75,0.72,-3.5
00:41:50,4.8820,1.9904,6.0083,1.2887,53.70,54.32,777.0,9.72,81.0,77.7,7.77,0.71,-3.3
00:42:00,4.8820,1.9907,6.0353,1.2942,53.94,54.56,775.0,9.72,81.0,77.5,7.75,0.72,-3.5
00:42:10,4.8810,1.9904,6.0623,1.2998,54.18,54.79,773.0,9.72,81.0,77.3,7.73,0.72,-3.7
00:42:20,4.8810,1.9900,6.0893,1.3053,54.42,55.02,774.0,9.71,80.9,77.4,7.74,0.72,-3.5
00:42:30,4.8800,1.9904,6.1162,1.3108,54.66,55.25,774.0,9.71,80.9,77.4,7.74,0.72,-3.5
00:42:40,4.8810,1.9906,6.1432,1.3164,54.90,55.49,769.0,9.72,81.0,76.9,7.69,0.72,-4.1
00:42:50,4.8800,1.9904,6.1702,1.3219,55.15,55.72,774.0,9.71,80.9,77.4,7.74,0.72,-3.5
00:43:00,4.8790,1.9904,6.1972,1.3274,55.39,55.95,773.0,9.71,80.9,77.3,7.73,0.72,-3.6
00:43:10,4.8780,1.9901,6.2242,1.3329,55.63,56.19,777.0,9.71,80.9,77.7,7.77,0.71,-3.2
00:43:20,4.8780,1.9899,6.2511,1.3385,55.87,56.42,778.0,9.71,80.9,77.8,7.78,0.71,-3.1
00:43:30,4.8790,1.9902,6.2781,1.3440,56.11,56.65,780.0,9.71,80.9,78.0,7.8,0.71,-2.9
00:43:40,4.8800,1.9900,6.3051,1.3495,56.35,56.89,782.0,9.71,80.9,78.2,7.82,0.71,-2.7
00:43:50,4.8810,1.9902,6.3320,1.3551,56.59,57.12,779.0,9.71,80.9,77.9,7.79,0.71,-3.0
00:44:00,4.8800,1.9895,6.3590,1.3606,56.83,57.35,777.0,9.71,80.9,77.7,7.77,0.71,-3.2
00:44:10,4.8800,1.9904,6.3860,1.3661,57.07,57.59,781.0,9.71,80.9,78.1,7.81,0.71,-2.8
00:44:20,4.8800,1.9901,6.4130,1.3716,57.32,57.82,781.0,9.71,80.9,78.1,7.81,0.71,-2.8
00:44:30,4.8800,1.9904,6.4400,1.3772,57.56,58.05,779.0,9.71,80.9,77.9,7.79,0.71,-3.0
00:44:40,4.8800,1.9900,6.4669,1.3827,57.80,58.28,783.0,9.71,80.9,78.3,7.83,0.71,-2.6
00:44:50,4.8810,1.9904,6.4939,1.3882,58.04,58.52,780.0,9.72,81.0,78.0,7.8,0.71,-3.0
00:45:00,4.8810,1.9901,6.5209,1.3938,58.28,58.75,780.0,9.71,80.9,78.0,7.8,0.71,-2.9
00:45:10,4.8790,1.9908,6.5479,1.3993,58.52,58.98,783.0,9.71,80.9,78.3,7.83,0.71,-2.6
00:45:20,4.8780,1.9903,6.5749,1.4048,58.76,59.22,782.0,9.71,80.9,78.2,7.82,0.71,-2.7
00:45:30,4.8780,1.9898,6.6018,1.4103,59.00,59.45,779.0,9.71,80.9,77.9,7.79,0.71,-3.0
00:45:40,4.8770,1.9900,6.6288,1.4159,59.24,59.68,781.0,9.71,80.9,78.1,7.81,0.71,-2.8
00:45:50,4.8800,1.9901,6.6557,1.4214,59.49,59.92,780.0,9.71,80.9,78.0,7.8,0.71,-2.9
00:46:00,4.8800,1.9902,6.6827,1.4269,59.73,60.15,782.0,9.71,80.9,78.2,7.82,0.71,-2.7
00:46:10,4.8810,1.9901,6.7097,1.4325,59.97,60.38,788.0,9.71,80.9,78.8,7.88,0.7,-2.1
00:46:20,4.8810,1.9903,6.7367,1.4380,60.21,60.61,788.0,9.71,80.9,78.8,7.88,0.7,-2.1
00:46:30,4.8810,1.9900,6.7637,1.4435,60.45,60.85,791.0,9.71,80.9,79.1,7.91,0.7,-1.8
00:46:40,4.8800,1.9900,6.7907,1.4490,60.69,61.08,791.0,9.71,80.9,79.1,7.91,0.7,-1.8
00:46:50,4.8800,1.9901,6.8176,1.4546,60.93,61.31,794.0,9.71,80.9,79.4,7.94,0.7,-1.5
00:47:00,4.8800,1.9903,6.8446,1.4601,61.17,61.55,798.0,9.71,80.9,79.8,7.98,0.7,-1.1
00:47:10,4.8800,1.9901,6.8716,1.4656,61.41,61.78,799.0,9.71,80.9,79.9,7.99,0.69,-1.0
00:47:20,4.8800,1.9905,6.8986,1.4712,61.66,62.01,801.0,9.71,80.9,80.1,8.01,0.69,-0.8
00:47:30,4.8800,1.9904,6.9255,1.4767,61.90,62.25,806.0,9.71,80.9,80.6,8.06,0.69,-0.3
00:47:40,4.8790,1.9903,6.9525,1.4822,62.14,62.48,810.0,9.71,80.9,81.0,8.1,0.69,0.1
00:47:50,4.8790,1.9899,6.9795,1.4877,62.38,62.71,805.0,9.71,80.9,80.5,8.05,0.69,-0.4
00:48:00,4.8790,1.9901,7.0065,1.4933,62.62,62.94,807.0,9.71,80.9,80.7,8.07,0.69,-0.2
00:48:10,4.8780,1.9912,7.0334,1.4988,62.86,63.18,813.0,9.71,80.9,81.3,8.13,0.68,0.4
00:48:20,4.8790,1.9901,7.0604,1.5043,63.10,63.41,815.0,9.71,80.9,81.5,8.15,0.68,0.6
00:48:30,4.8790,1.9901,7.0874,1.5099,63.34,63.64,817.0,9.71,80.9,81.7,8.17,0.68,0.8
00:48:40,4.8790,1.9899,7.1144,1.5154,63.58,63.88,827.0,9.71,80.9,82.7,8.27,0.67,1.8
00:48:50,4.8790,1.9900,7.1413,1.5209,63.82,64.11,836.0,9.71,80.9,83.6,8.36,0.66,2.7
00:49:00,4.8790,1.9900,7.1683,1.5264,64.07,64.34,831.0,9.71,80.9,83.1,8.31,0.67,2.2
00:49:10,4.8740,1.9900,7.1952,1.5320,64.31,64.58,840.0,9.7,80.8,84.0,8.4,0.66,3.2
00:49:20,2.6380,0.8896,7.2018,1.5344,64.37,64.68,175.0,2.35,19.6,17.5,1.75,0.77,-2.1
00:49:30,2.6070,0.7908,7.2075,1.5366,64.42,64.77,138.7,2.06,17.2,13.9,1.387,0.85,-3.3
00:49:40,2.5820,0.6977,7.2125,1.5386,64.46,64.85,128.1,1.8,15.0,12.8,1.281,0.8,-2.2
00:49:50,2.5730,0.6690,7.2173,1.5404,64.50,64.93,122.5,1.72,14.3,12.3,1.225,0.8,-2.0
00:50:00,2.5750,0.6747,7.2221,1.5423,64.55,65.01,121.5,1.74,14.5,12.2,1.215,0.82,-2.3
00:50:10,2.5940,0.7352,7.2274,1.5443,64.59,65.10,125.2,1.91,15.9,12.5,1.252,0.87,-3.4
00:50:20,2.6250,0.8999,7.2340,1.5468,64.65,65.20,135.1,2.36,19.7,13.5,1.351,1.0,-6.2
00:50:30,2.6360,0.9674,7.2410,1.5495,64.72,65.32,164.5,2.55,21.3,16.5,1.645,0.89,-4.8
00:50:40,4.8840,1.9885,7.2680,1.5551,64.96,65.55,281.0,9.71,80.9,28.1,2.81,1.97,-52.8
00:50:50,4.8890,1.9897,7.2950,1.5606,65.20,65.78,845.0,9.73,81.1,84.5,8.45,0.66,3.4
00:51:00,4.8880,1.9896,7.3220,1.5661,65.44,66.02,851.0,9.73,81.1,85.1,8.51,0.65,4.0
00:51:10,4.8870,1.9901,7.3491,1.5716,65.68,66.25,831.0,9.73,81.1,83.1,8.31,0.67,2.0
00:51:20,4.8850,1.9899,7.3761,1.5772,65.92,66.48,832.0,9.72,81.0,83.2,8.32,0.67,2.2
00:51:30,4.8850,1.9900,7.4031,1.5827,66.16,66.71,827.0,9.72,81.0,82.7,8.27,0.67,1.7
00:51:40,4.8840,1.9899,7.4301,1.5882,66.41,66.95,825.0,9.72,81.0,82.5,8.25,0.67,1.5
00:51:50,4.8830,1.9902,7.4571,1.5937,66.65,67.18,821.0,9.72,81.0,82.1,8.21,0.68,1.1
00:52:00,4.8820,1.9901,7.4840,1.5993,66.89,67.41,819.0,9.72,81.0,81.9,8.19,0.68,0.9
00:52:10,4.8820,1.9902,7.5110,1.6048,67.13,67.65,819.0,9.72,81.0,81.9,8.19,0.68,0.9
00:52:20,4.8810,1.9901,7.5380,1.6103,67.37,67.88,817.0,9.71,80.9,81.7,8.17,0.68,0.8
00:52:30,4.8810,1.9901,7.5650,1.6159,67.61,68.11,816.0,9.71,80.9,81.6,8.16,0.68,0.7
00:52:40,4.8810,1.9903,7.5920,1.6214,67.85,68.35,815.0,9.71,80.9,81.5,8.15,0.68,0.6
00:52:50,4.8810,1.9902,7.6190,1.6269,68.09,68.58,814.0,9.71,80.9,81.4,8.14,0.68,0.5
00:53:00,4.8800,1.9900,7.6459,1.6324,68.34,68.81,814.0,9.71,80.9,81.4,8.14,0.68,0.5
00:53:10,4.8800,1.9902,7.6729,1.6380,68.58,69.04,810.0,9.71,80.9,81.0,8.1,0.69,0.1
00:53:20,4.8800,1.9901,7.6999,1.6435,68.82,69.28,810.0,9.71,80.9,81.0,8.1,0.69,0.1
00:53:30,4.8790,1.9895,7.7269,1.6490,69.06,69.51,808.0,9.71,80.9,80.8,8.08,0.69,-0.1
00:53:40,4.8780,1.9896,7.7538,1.6546,69.30,69.74,810.0,9.71,80.9,81.0,8.1,0.69,0.1
00:53:50,4.8770,1.9897,7.7808,1.6601,69.54,69.98,811.0,9.7,80.8,81.1,8.11,0.68,0.3
00:54:00,4.8770,1.9899,7.8077,1.6656,69.78,70.21,813.0,9.7,80.8,81.3,8.13,0.68,0.5
00:54:10,4.8770,1.9897,7.8347,1.6711,70.02,70.44,815.0,9.7,80.8,81.5,8.15,0.68,0.7
00:54:20,4.8770,1.9900,7.8617,1.6767,70.26,70.68,814.0,9.71,80.9,81.4,8.14,0.68,0.5
00:54:30,4.8760,1.9899,7.8886,1.6822,70.50,70.91,812.0,9.7,80.8,81.2,8.12,0.68,0.4
00:54:40,4.8760,1.9893,7.9155,1.6877,70.74,71.14,819.0,9.7,80.8,81.9,8.19,0.68,1.1
00:54:50,4.8760,1.9897,7.9425,1.6932,70.99,71.37,824.0,9.7,80.8,82.4,8.24,0.67,1.6
00:55:00,4.8760,1.9888,7.9694,1.6988,71.23,71.61,831.0,9.7,80.8,83.1,8.31,0.67,2.3
00:55:10,4.8770,1.9900,7.9964,1.7043,71.47,71.84,836.0,9.71,80.9,83.6,8.36,0.66,2.7
00:55:20,4.8770,1.9898,8.0233,1.7098,71.71,72.07,840.0,9.7,80.8,84.0,8.4,0.66,3.2
00:55:30,4.8760,1.9897,8.0503,1.7154,71.95,72.31,845.0,9.7,80.8,84.5,8.45,0.66,3.7
00:55:40,4.8760,1.9900,8.0773,1.7209,72.19,72.54,851.0,9.7,80.8,85.1,8.51,0.65,4.3
00:55:50,4.8740,1.9902,8.1042,1.7264,72.43,72.77,866.0,9.7,80.8,86.6,8.66,0.64,5.8
00:56:00,3.4530,1.8000,8.1215,1.7314,72.58,72.98,349.0,6.22,51.8,34.9,3.49,1.02,-16.9
00:56:10,2.7560,1.4328,8.1324,1.7354,72.68,73.15,375.0,3.95,32.9,37.5,3.75,0.6,4.6
00:56:20,4.8790,1.9897,8.1594,1.7409,72.92,73.38,647.0,9.71,80.9,64.7,6.47,0.86,-16.2
00:56:30,4.8770,1.9897,8.1864,1.7464,73.16,73.62,791.0,9.7,80.8,79.1,7.91,0.7,-1.7
00:56:40,4.8780,1.9898,8.2133,1.7520,73.41,73.85,823.0,9.71,80.9,82.3,8.23,0.67,1.4
00:56:50,4.8770,1.9904,8.2403,1.7575,73.65,74.08,833.0,9.71,80.9,83.3,8.33,0.67,2.4
00:57:00,4.8770,1.9903,8.2672,1.7630,73.89,74.32,836.0,9.71,80.9,83.6,8.36,0.66,2.7
00:57:10,4.8770,1.9900,8.2942,1.7686,74.13,74.55,842.0,9.71,80.9,84.2,8.42,0.66,3.3
00:57:20,4.8760,1.9896,8.3211,1.7741,74.37,74.78,653.0,9.7,80.8,65.3,6.53,0.85,-15.5
00:57:30,3.1340,1.6954,8.3359,1.7788,74.50,74.98,709.0,5.31,44.2,70.9,7.09,0.43,26.7
00:57:40,4.5810,1.9900,8.3612,1.7843,74.73,75.21,513.0,9.12,76.0,51.3,5.13,1.02,-24.7
00:57:50,4.8790,1.9896,8.3882,1.7898,74.97,75.45,734.0,9.71,80.9,73.4,7.34,0.76,-7.5
00:58:00,4.8790,1.9907,8.4152,1.7954,75.21,75.68,815.0,9.71,80.9,81.5,8.15,0.68,0.6
00:58:10,4.8790,1.9902,8.4421,1.8009,75.45,75.91,817.0,9.71,80.9,81.7,8.17,0.68,0.8
00:58:20,4.8780,1.9901,8.4691,1.8064,75.69,76.15,817.0,9.71,80.9,81.7,8.17,0.68,0.8
00:58:30,4.8780,1.9902,8.4961,1.8120,75.93,76.38,816.0,9.71,80.9,81.6,8.16,0.68,0.7
00:58:40,4.8790,1.9898,8.5230,1.8175,76.17,76.61,820.0,9.71,80.9,82.0,8.2,0.68,1.1
00:58:50,4.8790,1.9907,8.5500,1.8230,76.42,76.84,826.0,9.71,80.9,82.6,8.26,0.67,1.7
00:59:00,4.8790,1.9901,8.5770,1.8285,76.66,77.08,825.0,9.71,80.9,82.5,8.25,0.67,1.6
00:59:10,4.8770,1.9904,8.6040,1.8341,76.90,77.31,822.0,9.71,80.9,82.2,8.22,0.68,1.3
00:59:20,4.8770,1.9900,8.6309,1.8396,77.14,77.54,825.0,9.71,80.9,82.5,8.25,0.67,1.6
00:59:30,4.8770,1.9897,8.6579,1.8451,77.38,77.78,824.0,9.7,80.8,82.4,8.24,0.67,1.6
00:59:40,4.8760,1.9899,8.6848,1.8507,77.62,78.01,824.0,9.7,80.8,82.4,8.24,0.67,1.6
00:59:50,4.8760,1.9897,8.7118,1.8562,77.86,78.24,823.0,9.7,80.8,82.3,8.23,0.67,1.5
01:00:00,4.8760,1.9904,8.7387,1.8617,78.10,78.48,823.0,9.71,80.9,82.3,8.23,0.67,1.4
01:00:10,4.8760,1.9896,8.7657,1.8672,78.34,78.71,817.0,9.7,80.8,81.7,8.17,0.68,0.9
01:00:20,4.8760,1.9896,8.7926,1.8728,78.58,78.94,818.0,9.7,80.8,81.8,8.18,0.68,1.0
01:00:30,4.8750,1.9900,8.8196,1.8783,78.82,79.17,818.0,9.7,80.8,81.8,8.18,0.68,1.0
01:00:40,4.8750,1.9897,8.8465,1.8838,79.07,79.41,815.0,9.7,80.8,81.5,8.15,0.68,0.7
01:00:50,4.8740,1.9892,8.8735,1.8893,79.31,79.64,815.0,9.7,80.8,81.5,8.15,0.68,0.7
01:01:00,4.8740,1.9891,8.9004,1.8949,79.55,79.87,816.0,9.69,80.8,81.6,8.16,0.68,0.8
01:01:10,4.8750,1.9897,8.9273,1.9004,79.79,80.11,817.0,9.7,80.8,81.7,8.17,0.68,0.9
01:01:20,4.8740,1.9907,8.9543,1.9059,80.03,80.34,817.0,9.7,80.8,81.7,8.17,0.68,0.9
01:01:30,4.8750,1.9898,8.9812,1.9115,80.27,80.57,821.0,9.7,80.8,82.1,8.21,0.68,1.3
01:01:40,4.8750,1.9899,9.0082,1.9170,80.51,80.81,826.0,9.7,80.8,82.6,8.26,0.67,1.8
01:01:50,4.8750,1.9893,9.0351,1.9225,80.75,81.04,838.0,9.7,80.8,83.8,8.38,0.66,3.0
01:02:00,3.4180,1.8336,9.0525,1.9276,80.91,81.25,495.0,6.27,52.3,49.5,4.95,0.72,-2.8
01:02:10,2.6180,0.8836,9.0589,1.9301,80.96,81.36,160.6,2.31,19.3,16.1,1.606,0.82,-3.2
01:02:20,3.3770,1.7975,9.0758,1.9350,81.11,81.57,211.0,6.07,50.6,21.1,2.11,1.64,-29.5
01:02:30,2.5990,0.8298,9.0818,1.9374,81.17,81.66,140.2,2.16,18.0,14.0,1.402,0.88,-4.0
01:02:40,2.7290,1.4017,9.0924,1.9412,81.26,81.83,147.8,3.83,31.9,14.8,1.478,1.48,-17.1
01:02:50,4.8840,1.9894,9.1194,1.9468,81.50,82.06,659.0,9.72,81.0,65.9,6.59,0.84,-15.1
01:03:00,4.8820,1.9896,9.1464,1.9523,81.75,82.29,853.0,9.71,80.9,85.3,8.53,0.65,4.4
01:03:10,4.8810,1.9900,9.1734,1.9578,81.99,82.53,845.0,9.71,80.9,84.5,8.45,0.66,3.6
01:03:20,4.8800,1.9901,9.2004,1.9634,82.23,82.76,838.0,9.71,80.9,83.8,8.38,0.66,2.9
01:03:30,4.8800,1.9901,9.2273,1.9689,82.47,82.99,501.0,9.71,80.9,50.1,5.01,1.11,-30.8
01:03:40,4.8800,1.9901,9.2543,1.9744,82.71,83.23,840.0,9.71,80.9,84.0,8.4,0.66,3.1
01:03:50,4.8800,1.9900,9.2813,1.9799,82.95,83.46,841.0,9.71,80.9,84.1,8.41,0.66,3.2
01:04:00,4.8790,1.9903,9.3083,1.9855,83.19,83.69,835.0,9.71,80.9,83.5,8.35,0.66,2.6
01:04:10,4.8790,1.9901,9.3352,1.9910,83.43,83.93,834.0,9.71,80.9,83.4,8.34,0.67,2.5
01:04:20,4.8790,1.9900,9.3622,1.9965,83.67,84.16,834.0,9.71,80.9,83.4,8.34,0.67,2.5
01:04:30,4.8790,1.9902,9.3892,2.0021,83.91,84.39,831.0,9.71,80.9,83.1,8.31,0.67,2.2
01:04:40,4.8780,1.9904,9.4161,2.0076,84.16,84.62,830.0,9.71,80.9,83.0,8.3,0.67,2.1
01:04:50,4.8780,1.9904,9.4431,2.0131,84.40,84.86,826.0,9.71,80.9,82.6,8.26,0.67,1.7
01:05:00,4.8790,1.9901,9.4701,2.0186,84.64,85.09,826.0,9.71,80.9,82.6,8.26,0.67,1.7
01:05:10,4.8780,1.9900,9.4970,2.0242,84.88,85.32,825.0,9.71,80.9,82.5,8.25,0.67,1.6
01:05:20,4.8780,1.9901,9.5240,2.0297,85.12,85.56,827.0,9.71,80.9,82.7,8.27,0.67,1.8
01:05:30,4.8780,1.9898,9.5510,2.0352,85.36,85.79,826.0,9.71,80.9,82.6,8.26,0.67,1.7
01:05:40,4.8790,1.9900,9.5779,2.0407,85.60,86.02,830.0,9.71,80.9,83.0,8.3,0.67,2.1
01:05:50,4.8790,1.9900,9.6049,2.0463,85.84,86.26,829.0,9.71,80.9,82.9,8.29,0.67,2.0
01:06:00,4.8790,1.9902,9.6319,2.0518,86.08,86.49,823.0,9.71,80.9,82.3,8.23,0.67,1.4
01:06:10,4.8790,1.9904,9.6589,2.0573,86.33,86.72,822.0,9.71,80.9,82.2,8.22,0.68,1.3
01:06:20,4.8790,1.9912,9.6858,2.0629,86.57,86.95,824.0,9.72,81.0,82.4,8.24,0.67,1.4
01:06:30,4.8770,1.9902,9.7128,2.0684,86.81,87.19,806.0,9.71,80.9,80.6,8.06,0.69,-0.3
01:06:40,4.8790,1.9902,9.7398,2.0739,87.05,87.42,819.0,9.71,80.9,81.9,8.19,0.68,1.0
01:06:50,4.8790,1.9902,9.7668,2.0794,87.29,87.65,820.0,9.71,80.9,82.0,8.2,0.68,1.1
01:07:00,4.8790,1.9902,9.7937,2.0850,87.53,87.89,818.0,9.71,80.9,81.8,8.18,0.68,0.9
01:07:10,4.8780,1.9902,9.8207,2.0905,87.77,88.12,821.0,9.71,80.9,82.1,8.21,0.68,1.2
01:07:20,4.8770,1.9904,9.8477,2.0960,88.01,88.35,819.0,9.71,80.9,81.9,8.19,0.68,1.0
01:07:30,4.8780,1.9901,9.8746,2.1016,88.25,88.59,822.0,9.71,80.9,82.2,8.22,0.68,1.3
01:07:40,4.8790,1.9902,9.9016,2.1071,88.49,88.82,824.0,9.71,80.9,82.4,8.24,0.67,1.5
01:07:50,4.8790,1.9899,9.9286,2.1126,88.74,89.05,825.0,9.71,80.9,82.5,8.25,0.67,1.6
01:08:00,4.8790,1.9903,9.9555,2.1181,88.98,89.29,833.0,9.71,80.9,83.3,8.33,0.67,2.4
01:08:10,3.7190,1.9606,9.9758,2.1236,89.16,89.51,837.0,7.29,60.8,83.7,8.37,0.5,22.9
01:08:20,4.8790,1.9902,10.0028,2.1291,89.40,89.75,588.0,9.71,80.9,58.8,5.88,0.94,-22.1
01:08:30,4.8790,1.9901,10.0297,2.1347,89.64,89.98,815.0,9.71,80.9,81.5,8.15,0.68,0.6
01:08:40,4.8790,1.9903,10.0567,2.1402,89.88,90.21,817.0,9.71,80.9,81.7,8.17,0.68,0.8
01:08:50,4.8790,1.9901,10.0837,2.1457,90.12,90.45,817.0,9.71,80.9,81.7,8.17,0.68,0.8
01:09:00,4.8790,1.9899,10.1107,2.1512,90.36,90.68,815.0,9.71,80.9,81.5,8.15,0.68,0.6
01:09:10,4.8780,1.9900,10.1376,2.1568,90.60,90.91,818.0,9.71,80.9,81.8,8.18,0.68,0.9
01:09:20,4.8770,1.9899,10.1646,2.1623,90.85,91.15,820.0,9.7,80.8,82.0,8.2,0.68,1.2
01:09:30,4.8760,1.9900,10.1915,2.1678,91.09,91.38,814.0,9.7,80.8,81.4,8.14,0.68,0.6
01:09:40,4.8760,1.9901,10.2185,2.1733,91.33,91.61,815.0,9.7,80.8,81.5,8.15,0.68,0.7
01:09:50,4.8760,1.9891,10.2454,2.1789,91.57,91.84,817.0,9.7,80.8,81.7,8.17,0.68,0.9
01:10:00,4.8770,1.9901,10.2724,2.1844,91.81,92.08,815.0,9.71,80.9,81.5,8.15,0.68,0.6
01:10:10,4.8770,1.9900,10.2993,2.1899,92.05,92.31,818.0,9.71,80.9,81.8,8.18,0.68,0.9
01:10:20,4.8770,1.9899,10.3263,2.1955,92.29,92.54,825.0,9.7,80.8,82.5,8.25,0.67,1.7
01:10:30,4.8770,1.9898,10.3533,2.2010,92.53,92.78,826.0,9.7,80.8,82.6,8.26,0.67,1.8
01:10:40,4.8780,1.9894,10.3802,2.2065,92.77,93.01,828.0,9.7,80.8,82.8,8.28,0.67,2.0
01:10:50,4.8780,1.9903,10.4072,2.2120,93.01,93.24,835.0,9.71,80.9,83.5,8.35,0.66,2.6
01:11:00,4.8790,1.9902,10.4342,2.2176,93.25,93.48,834.0,9.71,80.9,83.4,8.34,0.67,2.5
01:11:10,4.8790,1.9899,10.4611,2.2231,93.50,93.71,834.0,9.71,80.9,83.4,8.34,0.67,2.5
01:11:20,4.8790,1.9899,10.4881,2.2286,93.74,93.94,833.0,9.71,80.9,83.3,8.33,0.67,2.4
01:11:30,4.8790,1.9904,10.5151,2.2341,93.98,94.17,830.0,9.71,80.9,83.0,8.3,0.67,2.1
01:11:40,4.8790,1.9906,10.5420,2.2397,94.22,94.41,817.0,9.71,80.9,81.7,8.17,0.68,0.8
01:11:50,4.8780,1.9906,10.5690,2.2452,94.46,94.64,814.0,9.71,80.9,81.4,8.14,0.68,0.5
01:12:00,4.8770,1.9902,10.5960,2.2507,94.70,94.87,826.0,9.71,80.9,82.6,8.26,0.67,1.7
01:12:10,4.8780,1.9900,10.6229,2.2563,94.94,95.11,823.0,9.71,80.9,82.3,8.23,0.67,1.4
01:12:20,4.8780,1.9903,10.6499,2.2618,95.18,95.34,813.0,9.71,80.9,81.3,8.13,0.68,0.4
01:12:30,4.8790,1.9902,10.6769,2.2673,95.42,95.57,816.0,9.71,80.9,81.6,8.16,0.68,0.7
01:12:40,4.8780,1.9901,10.7039,2.2728,95.66,95.81,813.0,9.71,80.9,81.3,8.13,0.68,0.4
01:12:50,4.8790,1.9901,10.7308,2.2784,95.91,96.04,815.0,9.71,80.9,81.5,8.15,0.68,0.6
01:13:00,4.8780,1.9901,10.7578,2.2839,96.15,96.27,816.0,9.71,80.9,81.6,8.16,0.68,0.7
01:13:10,4.8780,1.9900,10.7848,2.2894,96.39,96.51,814.0,9.71,80.9,81.4,8.14,0.68,0.5
01:13:20,4.8770,1.9903,10.8117,2.2950,96.63,96.74,816.0,9.71,80.9,81.6,8.16,0.68,0.7
01:13:30,4.8770,1.9900,10.8387,2.3005,96.87,96.97,815.0,9.71,80.9,81.5,8.15,0.68,0.6
01:13:40,4.8760,1.9899,10.8656,2.3060,97.11,97.20,816.0,9.7,80.8,81.6,8.16,0.68,0.8
01:13:50,4.8750,1.9899,10.8926,2.3115,97.35,97.44,817.0,9.7,80.8,81.7,8.17,0.68,0.9
01:14:00,4.8750,1.9899,10.9195,2.3171,97.59,97.67,815.0,9.7,80.8,81.5,8.15,0.68,0.7
01:14:10,4.8750,1.9897,10.9465,2.3226,97.83,97.90,820.0,9.7,80.8,82.0,8.2,0.68,1.2
01:14:20,4.8740,1.9898,10.9734,2.3281,98.07,98.14,820.0,9.7,80.8,82.0,8.2,0.68,1.2
01:14:30,4.8740,1.9898,11.0003,2.3337,98.31,98.37,819.0,9.7,80.8,81.9,8.19,0.68,1.1
01:14:40,4.8730,1.9898,11.0273,2.3392,98.56,98.60,820.0,9.7,80.8,82.0,8.2,0.68,1.2
01:14:50,4.8740,1.9897,11.0542,2.3447,98.80,98.84,816.0,9.7,80.8,81.6,8.16,0.68,0.8
01:15:00,4.8740,1.9898,11.0812,2.3502,99.04,99.07,817.0,9.7,80.8,81.7,8.17,0.68,0.9
01:15:10,4.8740,1.9901,11.1081,2.3558,99.28,99.30,822.0,9.7,80.8,82.2,8.22,0.67,1.4
01:15:20,4.8750,1.9895,11.1350,2.3613,99.52,99.53,817.0,9.7,80.8,81.7,8.17,0.68,0.9
01:15:30,4.8750,1.9893,11.1620,2.3668,99.76,99.77,817.0,9.7,80.8,81.7,8.17,0.68,0.9
01:15:40,4.8750,1.9890,11.1889,2.3723,100.00,100.00,814.0,9.7,80.8,81.4,8.14,0.68,0.6
01:15:50,4.9010,1.9892,11.2160,2.3779,100.24,100.23,821.0,9.75,81.3,82.1,8.21,0.68,0.8
