Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Irradiance/100,Power(W),Efficiency(%),Power Score,Sun Score,Efficiency Score
00:39:20,0.0000,0.1366,0.0257,0.1039,100.00,48.52,806,8.06,0.0,0.0,80.6,0.0,80.6
00:39:30,0.0000,0.1124,0.0257,0.1042,100.00,48.67,806,8.06,0.0,0.0,80.6,0.0,80.6
00:39:40,0.0000,0.1135,0.0257,0.1045,100.00,48.82,808,8.08,0.0,0.0,80.8,0.0,80.8
00:39:50,0.0000,0.1212,0.0257,0.1048,100.00,48.97,808,8.08,0.0,0.0,80.8,0.0,80.8
00:40:00,0.0000,0.1439,0.0257,0.1052,100.00,49.16,806,8.06,0.0,0.0,80.6,0.0,80.6
00:40:10,0.0000,0.1260,0.0257,0.1056,100.00,49.32,801,8.01,0.0,0.0,80.1,0.0,80.1
00:40:20,0.0000,0.1850,0.0257,0.1061,100.00,49.56,798,7.98,0.0,0.0,79.8,0.0,79.8
00:40:30,0.0000,0.1731,0.0257,0.1066,100.00,49.79,800,8.0,0.0,0.0,80.0,0.0,80.0
00:40:40,0.0000,0.1166,0.0257,0.1069,100.00,49.94,788,7.88,0.0,0.0,78.8,0.0,78.8
00:40:50,0.0000,0.1340,0.0257,0.1073,100.00,50.11,795,7.95,0.0,0.0,79.5,0.0,79.5
00:41:00,0.0000,0.1189,0.0257,0.1076,100.00,50.27,799,7.99,0.0,0.0,79.9,0.0,79.9
00:41:10,0.0000,0.1844,0.0257,0.1081,100.00,50.51,795,7.95,0.0,0.0,79.5,0.0,79.5
00:41:20,0.0000,0.1579,0.0257,0.1086,100.00,50.71,795,7.95,0.0,0.0,79.5,0.0,79.5
00:41:30,0.0000,0.1609,0.0257,0.1090,100.00,50.92,795,7.95,0.0,0.0,79.5,0.0,79.5
00:41:40,0.0000,0.1418,0.0257,0.1094,100.00,51.10,801,8.01,0.0,0.0,80.1,0.0,80.1
00:41:50,0.0000,0.1538,0.0257,0.1098,100.00,51.30,805,8.05,0.0,0.0,80.5,0.0,80.5
00:42:00,0.0000,0.0000,0.0257,0.1098,100.00,51.30,802,8.02,0.0,0.0,80.2,0.0,80.2
00:42:10,0.0000,0.1359,0.0257,0.1102,100.00,51.48,803,8.03,0.0,0.0,80.3,0.0,80.3
00:42:20,0.0000,0.1592,0.0257,0.1106,100.00,51.69,802,8.02,0.0,0.0,80.2,0.0,80.2
00:42:30,0.0000,0.1192,0.0257,0.1110,100.00,51.84,800,8.0,0.0,0.0,80.0,0.0,80.0
00:42:40,0.0000,0.1717,0.0257,0.1114,100.00,52.06,798,7.98,0.0,0.0,79.8,0.0,79.8
00:42:50,0.0000,0.1589,0.0257,0.1119,100.00,52.27,802,8.02,0.0,0.0,80.2,0.0,80.2
00:43:00,0.0000,0.1482,0.0257,0.1123,100.00,52.46,801,8.01,0.0,0.0,80.1,0.0,80.1
00:43:10,0.0000,0.1395,0.0257,0.1127,100.00,52.64,805,8.05,0.0,0.0,80.5,0.0,80.5
00:43:20,0.0000,0.1235,0.0257,0.1130,100.00,52.80,807,8.07,0.0,0.0,80.7,0.0,80.7
00:43:30,0.0000,0.1601,0.0257,0.1135,100.00,53.01,811,8.11,0.0,0.0,81.1,0.0,81.1
00:43:40,0.0000,0.1217,0.0257,0.1138,100.00,53.17,814,8.14,0.0,0.0,81.4,0.0,81.4
00:43:50,0.0000,0.1937,0.0257,0.1144,100.00,53.42,814,8.14,0.0,0.0,81.4,0.0,81.4
00:44:00,0.0000,0.1364,0.0257,0.1147,100.00,53.60,814,8.14,0.0,0.0,81.4,0.0,81.4
00:44:10,0.0000,0.1799,0.0257,0.1152,100.00,53.83,810,8.1,0.0,0.0,81.0,0.0,81.0
00:44:20,0.0000,0.1208,0.0257,0.1156,100.00,53.99,808,8.08,0.0,0.0,80.8,0.0,80.8
00:44:30,0.0000,0.1183,0.0257,0.1159,100.00,54.14,806,8.06,0.0,0.0,80.6,0.0,80.6
00:44:40,0.0000,0.1598,0.0257,0.1163,100.00,54.35,804,8.04,0.0,0.0,80.4,0.0,80.4
00:44:50,0.0000,0.1869,0.0257,0.1169,100.00,54.59,804,8.04,0.0,0.0,80.4,0.0,80.4
00:45:00,0.0000,0.1198,0.0257,0.1172,100.00,54.75,803,8.03,0.0,0.0,80.3,0.0,80.3
00:45:10,0.0000,0.1613,0.0257,0.1176,100.00,54.96,802,8.02,0.0,0.0,80.2,0.0,80.2
00:45:20,0.0000,0.1615,0.0257,0.1181,100.00,55.17,805,8.05,0.0,0.0,80.5,0.0,80.5
00:45:30,0.0000,0.1491,0.0257,0.1185,100.00,55.36,804,8.04,0.0,0.0,80.4,0.0,80.4
00:45:40,0.0000,0.1173,0.0257,0.1188,100.00,55.51,806,8.06,0.0,0.0,80.6,0.0,80.6
00:45:50,0.0000,0.1360,0.0257,0.1192,100.00,55.69,809,8.09,0.0,0.0,80.9,0.0,80.9
00:46:00,0.0000,0.1851,0.0257,0.1197,100.00,55.93,809,8.09,0.0,0.0,80.9,0.0,80.9
00:46:10,0.0000,0.1570,0.0257,0.1202,100.00,56.13,808,8.08,0.0,0.0,80.8,0.0,80.8
00:46:20,0.0000,0.1626,0.0257,0.1206,100.00,56.34,809,8.09,0.0,0.0,80.9,0.0,80.9
00:46:30,0.0000,0.1359,0.0257,0.1210,100.00,56.52,813,8.13,0.0,0.0,81.3,0.0,81.3
00:46:40,0.0000,0.1183,0.0257,0.1213,100.00,56.67,813,8.13,0.0,0.0,81.3,0.0,81.3
00:46:50,0.0000,0.1142,0.0257,0.1216,100.00,56.82,816,8.16,0.0,0.0,81.6,0.0,81.6
00:47:00,0.0000,0.0000,0.0257,0.1216,100.00,56.82,815,8.15,0.0,0.0,81.5,0.0,81.5
00:47:10,0.0000,0.1531,0.0257,0.1221,100.00,57.02,814,8.14,0.0,0.0,81.4,0.0,81.4
00:47:20,0.0000,0.1453,0.0257,0.1225,100.00,57.21,815,8.15,0.0,0.0,81.5,0.0,81.5
00:47:30,0.0000,0.1328,0.0257,0.1228,100.00,57.38,816,8.16,0.0,0.0,81.6,0.0,81.6
00:47:40,0.0000,0.1399,0.0257,0.1232,100.00,57.56,817,8.17,0.0,0.0,81.7,0.0,81.7
00:47:50,0.0000,0.1389,0.0257,0.1236,100.00,57.74,815,8.15,0.0,0.0,81.5,0.0,81.5
00:48:00,0.0000,0.1324,0.0257,0.1240,100.00,57.91,815,8.15,0.0,0.0,81.5,0.0,81.5
00:48:10,0.0000,0.1292,0.0257,0.1243,100.00,58.08,813,8.13,0.0,0.0,81.3,0.0,81.3
00:48:20,0.0000,0.1303,0.0257,0.1247,100.00,58.25,813,8.13,0.0,0.0,81.3,0.0,81.3
00:48:30,0.0000,0.1293,0.0257,0.1250,100.00,58.42,815,8.15,0.0,0.0,81.5,0.0,81.5
00:48:40,0.0000,0.1300,0.0257,0.1254,100.00,58.59,814,8.14,0.0,0.0,81.4,0.0,81.4
00:48:50,0.0000,0.1395,0.0257,0.1258,100.00,58.77,815,8.15,0.0,0.0,81.5,0.0,81.5
00:49:00,0.0000,0.1399,0.0257,0.1262,100.00,58.95,810,8.1,0.0,0.0,81.0,0.0,81.0
00:49:10,0.0000,0.1323,0.0257,0.1266,100.00,59.12,812,8.12,0.0,0.0,81.2,0.0,81.2
00:49:20,0.0000,0.1321,0.0257,0.1269,100.00,59.29,811,8.11,0.0,0.0,81.1,0.0,81.1
00:49:30,0.0000,0.1389,0.0257,0.1273,100.00,59.47,812,8.12,0.0,0.0,81.2,0.0,81.2
00:49:40,0.0000,0.1349,0.0257,0.1277,100.00,59.65,812,8.12,0.0,0.0,81.2,0.0,81.2
00:49:50,0.0000,0.1366,0.0257,0.1281,100.00,59.83,813,8.13,0.0,0.0,81.3,0.0,81.3
00:50:00,0.0000,0.1337,0.0257,0.1284,100.00,60.00,813,8.13,0.0,0.0,81.3,0.0,81.3
00:50:10,0.0000,0.1371,0.0257,0.1288,100.00,60.18,814,8.14,0.0,0.0,81.4,0.0,81.4
00:50:20,0.0000,0.1342,0.0257,0.1292,100.00,60.35,812,8.12,0.0,0.0,81.2,0.0,81.2
00:50:30,0.0000,0.1361,0.0257,0.1296,100.00,60.53,810,8.1,0.0,0.0,81.0,0.0,81.0
00:50:40,0.0000,0.1276,0.0257,0.1299,100.00,60.69,810,8.1,0.0,0.0,81.0,0.0,81.0
00:50:50,0.0000,0.1351,0.0257,0.1303,100.00,60.87,813,8.13,0.0,0.0,81.3,0.0,81.3
00:51:00,0.0000,0.1294,0.0257,0.1307,100.00,61.04,813,8.13,0.0,0.0,81.3,0.0,81.3
00:51:10,0.0000,0.1745,0.0257,0.1311,100.00,61.26,812,8.12,0.0,0.0,81.2,0.0,81.2
00:51:20,0.0000,0.1330,0.0257,0.1315,100.00,61.44,814,8.14,0.0,0.0,81.4,0.0,81.4
00:51:30,0.0000,0.1442,0.0257,0.1319,100.00,61.62,814,8.14,0.0,0.0,81.4,0.0,81.4
00:51:40,0.0000,0.1408,0.0257,0.1323,100.00,61.81,813,8.13,0.0,0.0,81.3,0.0,81.3
00:51:50,0.0000,0.1304,0.0257,0.1327,100.00,61.97,812,8.12,0.0,0.0,81.2,0.0,81.2
00:52:00,0.0000,0.1040,0.0257,0.1330,100.00,62.11,814,8.14,0.0,0.0,81.4,0.0,81.4
00:52:10,0.0000,0.1493,0.0257,0.1334,100.00,62.30,813,8.13,0.0,0.0,81.3,0.0,81.3
00:52:20,0.0000,0.0955,0.0257,0.1336,100.00,62.43,815,8.15,0.0,0.0,81.5,0.0,81.5
00:52:30,0.0000,0.0932,0.0257,0.1339,100.00,62.55,815,8.15,0.0,0.0,81.5,0.0,81.5
00:52:40,0.0000,0.0926,0.0257,0.1341,100.00,62.67,813,8.13,0.0,0.0,81.3,0.0,81.3
00:52:50,0.0000,0.1372,0.0257,0.1345,100.00,62.85,815,8.15,0.0,0.0,81.5,0.0,81.5
00:53:00,0.0000,0.1287,0.0257,0.1349,100.00,63.01,815,8.15,0.0,0.0,81.5,0.0,81.5
00:53:10,0.0000,0.1351,0.0257,0.1353,100.00,63.19,815,8.15,0.0,0.0,81.5,0.0,81.5
00:53:20,0.0000,0.1311,0.0257,0.1356,100.00,63.36,813,8.13,0.0,0.0,81.3,0.0,81.3
00:53:30,0.0000,0.1484,0.0257,0.1360,100.00,63.55,812,8.12,0.0,0.0,81.2,0.0,81.2
00:53:40,0.0000,0.0950,0.0257,0.1363,100.00,63.68,811,8.11,0.0,0.0,81.1,0.0,81.1
00:53:50,0.0000,0.1242,0.0257,0.1366,100.00,63.84,812,8.12,0.0,0.0,81.2,0.0,81.2
00:54:00,0.0000,0.1473,0.0257,0.1371,100.00,64.03,810,8.1,0.0,0.0,81.0,0.0,81.0
00:54:10,0.0000,0.1327,0.0257,0.1374,100.00,64.20,811,8.11,0.0,0.0,81.1,0.0,81.1
00:54:20,0.0000,0.1361,0.0257,0.1378,100.00,64.38,810,8.1,0.0,0.0,81.0,0.0,81.0
00:54:30,0.0000,0.1372,0.0257,0.1382,100.00,64.55,812,8.12,0.0,0.0,81.2,0.0,81.2
00:54:40,0.0000,0.1376,0.0257,0.1386,100.00,64.73,808,8.08,0.0,0.0,80.8,0.0,80.8
00:54:50,0.0000,0.1372,0.0257,0.1389,100.00,64.91,806,8.06,0.0,0.0,80.6,0.0,80.6
00:55:00,0.0000,0.1327,0.0257,0.1393,100.00,65.08,809,8.09,0.0,0.0,80.9,0.0,80.9
00:55:10,0.0000,0.1386,0.0257,0.1397,100.00,65.26,807,8.07,0.0,0.0,80.7,0.0,80.7
00:55:20,0.0000,0.1591,0.0257,0.1401,100.00,65.47,808,8.08,0.0,0.0,80.8,0.0,80.8
00:55:30,0.0000,0.1314,0.0257,0.1405,100.00,65.64,804,8.04,0.0,0.0,80.4,0.0,80.4
00:55:40,0.0000,0.1312,0.0257,0.1409,100.00,65.81,805,8.05,0.0,0.0,80.5,0.0,80.5
00:55:50,0.0000,0.1396,0.0257,0.1413,100.00,65.99,806,8.06,0.0,0.0,80.6,0.0,80.6
00:56:00,0.0000,0.1790,0.0257,0.1418,100.00,66.22,803,8.03,0.0,0.0,80.3,0.0,80.3
00:56:10,0.0000,0.1355,0.0257,0.1421,100.00,66.40,802,8.02,0.0,0.0,80.2,0.0,80.2
00:56:20,0.0000,0.1357,0.0257,0.1425,100.00,66.58,804,8.04,0.0,0.0,80.4,0.0,80.4
00:56:30,0.0000,0.1664,0.0257,0.1430,100.00,66.79,801,8.01,0.0,0.0,80.1,0.0,80.1
00:56:40,0.0000,0.1359,0.0257,0.1433,100.00,66.97,804,8.04,0.0,0.0,80.4,0.0,80.4
00:56:50,0.0000,0.1529,0.0257,0.1438,100.00,67.17,799,7.99,0.0,0.0,79.9,0.0,79.9
00:57:00,0.0000,0.1556,0.0257,0.1442,100.00,67.37,800,8.0,0.0,0.0,80.0,0.0,80.0
00:57:10,0.0000,0.1591,0.0257,0.1446,100.00,67.57,799,7.99,0.0,0.0,79.9,0.0,79.9
00:57:20,0.0000,0.1274,0.0257,0.1450,100.00,67.74,795,7.95,0.0,0.0,79.5,0.0,79.5
00:57:30,0.0000,0.1362,0.0257,0.1454,100.00,67.92,793,7.93,0.0,0.0,79.3,0.0,79.3
00:57:40,0.0000,0.1464,0.0257,0.1458,100.00,68.11,786,7.86,0.0,0.0,78.6,0.0,78.6
00:57:50,0.0000,0.1238,0.0257,0.1461,100.00,68.27,787,7.87,0.0,0.0,78.7,0.0,78.7
00:58:00,0.0000,0.1417,0.0257,0.1465,100.00,68.45,796,7.96,0.0,0.0,79.6,0.0,79.6
00:58:10,0.0000,0.1457,0.0257,0.1469,100.00,68.64,800,8.0,0.0,0.0,80.0,0.0,80.0
00:58:20,0.0000,0.1428,0.0257,0.1473,100.00,68.83,797,7.97,0.0,0.0,79.7,0.0,79.7
00:58:30,0.0000,0.1347,0.0257,0.1477,100.00,69.00,794,7.94,0.0,0.0,79.4,0.0,79.4
00:58:40,0.0000,0.1309,0.0257,0.1481,100.00,69.17,792,7.92,0.0,0.0,79.2,0.0,79.2
00:58:50,0.0000,0.1883,0.0257,0.1486,100.00,69.41,793,7.93,0.0,0.0,79.3,0.0,79.3
00:59:00,0.0000,0.0954,0.0257,0.1489,100.00,69.54,799,7.99,0.0,0.0,79.9,0.0,79.9
00:59:10,0.0000,0.1217,0.0257,0.1492,100.00,69.70,800,8.0,0.0,0.0,80.0,0.0,80.0
00:59:20,0.0000,0.1301,0.0257,0.1496,100.00,69.87,801,8.01,0.0,0.0,80.1,0.0,80.1
00:59:30,0.0000,0.1678,0.0257,0.1500,100.00,70.08,802,8.02,0.0,0.0,80.2,0.0,80.2
00:59:40,0.0000,0.1556,0.0257,0.1504,100.00,70.28,805,8.05,0.0,0.0,80.5,0.0,80.5
00:59:50,0.0000,0.1728,0.0257,0.1509,100.00,70.51,803,8.03,0.0,0.0,80.3,0.0,80.3
01:00:00,0.0000,0.1400,0.0257,0.1513,100.00,70.69,806,8.06,0.0,0.0,80.6,0.0,80.6
01:00:10,0.0000,0.1353,0.0257,0.1517,100.00,70.87,806,8.06,0.0,0.0,80.6,0.0,80.6
01:00:20,0.0000,0.1387,0.0257,0.1521,100.00,71.05,803,8.03,0.0,0.0,80.3,0.0,80.3
01:00:30,0.0000,0.1386,0.0257,0.1525,100.00,71.23,809,8.09,0.0,0.0,80.9,0.0,80.9
01:00:40,0.0000,0.1330,0.0257,0.1528,100.00,71.40,811,8.11,0.0,0.0,81.1,0.0,81.1
01:00:50,0.0000,0.1361,0.0257,0.1532,100.00,71.58,812,8.12,0.0,0.0,81.2,0.0,81.2
01:01:00,0.0000,0.1343,0.0257,0.1536,100.00,71.75,816,8.16,0.0,0.0,81.6,0.0,81.6
01:01:10,0.0000,0.1399,0.0257,0.1540,100.00,71.93,823,8.23,0.0,0.0,82.3,0.0,82.3
01:01:20,0.0000,0.1675,0.0257,0.1544,100.00,72.15,194.5,1.945,0.0,0.0,19.5,0.0,19.5
01:01:30,0.0000,0.1819,0.0257,0.1549,100.00,72.38,568,5.68,0.0,0.0,56.8,0.0,56.8
01:01:40,0.0000,0.1376,0.0257,0.1553,100.00,72.56,622,6.22,0.0,0.0,62.2,0.0,62.2
01:01:50,0.0000,0.1334,0.0257,0.1557,100.00,72.74,840,8.4,0.0,0.0,84.0,0.0,84.0
01:02:00,0.0000,0.1414,0.0257,0.1561,100.00,72.92,833,8.33,0.0,0.0,83.3,0.0,83.3
01:02:10,0.0000,0.1390,0.0257,0.1565,100.00,73.10,841,8.41,0.0,0.0,84.1,0.0,84.1
01:02:20,0.0000,0.1294,0.0257,0.1568,100.00,73.27,840,8.4,0.0,0.0,84.0,0.0,84.0
01:02:30,0.0000,0.1714,0.0257,0.1573,100.00,73.49,570,5.7,0.0,0.0,57.0,0.0,57.0
01:02:40,0.0000,0.1356,0.0257,0.1577,100.00,73.67,782,7.82,0.0,0.0,78.2,0.0,78.2
01:02:50,0.0000,0.0924,0.0257,0.1579,100.00,73.79,827,8.27,0.0,0.0,82.7,0.0,82.7
01:03:00,0.0000,0.1354,0.0257,0.1583,100.00,73.96,732,7.32,0.0,0.0,73.2,0.0,73.2
01:03:10,0.0000,0.1375,0.0257,0.1587,100.00,74.14,446,4.46,0.0,0.0,44.6,0.0,44.6
01:03:20,0.0000,0.1209,0.0257,0.1590,100.00,74.30,819,8.19,0.0,0.0,81.9,0.0,81.9
01:03:30,0.0000,0.1429,0.0257,0.1594,100.00,74.48,832,8.32,0.0,0.0,83.2,0.0,83.2
01:03:40,0.0000,0.1336,0.0257,0.1598,100.00,74.66,830,8.3,0.0,0.0,83.0,0.0,83.0
01:03:50,0.0000,0.1397,0.0257,0.1602,100.00,74.84,832,8.32,0.0,0.0,83.2,0.0,83.2
01:04:00,0.0000,0.1232,0.0257,0.1605,100.00,75.00,831,8.31,0.0,0.0,83.1,0.0,83.1
01:04:10,0.0000,0.1304,0.0257,0.1609,100.00,75.17,831,8.31,0.0,0.0,83.1,0.0,83.1
01:04:20,0.0000,0.1259,0.0257,0.1612,100.00,75.33,830,8.3,0.0,0.0,83.0,0.0,83.0
01:04:30,0.0000,0.1318,0.0257,0.1616,100.00,75.50,826,8.26,0.0,0.0,82.6,0.0,82.6
01:04:40,0.0000,0.1489,0.0257,0.1620,100.00,75.69,824,8.24,0.0,0.0,82.4,0.0,82.4
01:04:50,0.0000,0.1686,0.0257,0.1625,100.00,75.91,820,8.2,0.0,0.0,82.0,0.0,82.0
01:05:00,0.0000,0.1400,0.0257,0.1629,100.00,76.09,817,8.17,0.0,0.0,81.7,0.0,81.7
01:05:10,0.0000,0.1154,0.0257,0.1632,100.00,76.24,813,8.13,0.0,0.0,81.3,0.0,81.3
01:05:20,0.0000,0.1345,0.0257,0.1636,100.00,76.42,811,8.11,0.0,0.0,81.1,0.0,81.1
01:05:30,0.0000,0.1407,0.0257,0.1640,100.00,76.60,811,8.11,0.0,0.0,81.1,0.0,81.1
01:05:40,0.0000,0.1313,0.0257,0.1643,100.00,76.77,810,8.1,0.0,0.0,81.0,0.0,81.0
01:05:50,0.0000,0.1475,0.0257,0.1647,100.00,76.96,806,8.06,0.0,0.0,80.6,0.0,80.6
01:06:00,0.0000,0.1243,0.0257,0.1651,100.00,77.12,806,8.06,0.0,0.0,80.6,0.0,80.6
01:06:10,0.0000,0.0995,0.0257,0.1654,100.00,77.25,803,8.03,0.0,0.0,80.3,0.0,80.3
01:06:20,0.0000,0.1513,0.0257,0.1658,100.00,77.45,803,8.03,0.0,0.0,80.3,0.0,80.3
01:06:30,0.0000,0.1357,0.0257,0.1662,100.00,77.63,803,8.03,0.0,0.0,80.3,0.0,80.3
01:06:40,0.0000,0.1286,0.0257,0.1665,100.00,77.79,801,8.01,0.0,0.0,80.1,0.0,80.1
01:06:50,0.0000,0.1439,0.0257,0.1669,100.00,77.98,803,8.03,0.0,0.0,80.3,0.0,80.3
01:07:00,0.0000,0.1354,0.0257,0.1673,100.00,78.16,802,8.02,0.0,0.0,80.2,0.0,80.2
01:07:10,0.0000,0.0954,0.0257,0.1676,100.00,78.28,799,7.99,0.0,0.0,79.9,0.0,79.9
01:07:20,0.0000,0.1159,0.0257,0.1679,100.00,78.43,799,7.99,0.0,0.0,79.9,0.0,79.9
01:07:30,0.0000,0.1331,0.0257,0.1683,100.00,78.60,802,8.02,0.0,0.0,80.2,0.0,80.2
01:07:40,0.0000,0.1377,0.0257,0.1686,100.00,78.78,801,8.01,0.0,0.0,80.1,0.0,80.1
01:07:50,0.0000,0.1342,0.0257,0.1690,100.00,78.96,797,7.97,0.0,0.0,79.7,0.0,79.7
01:08:00,0.0000,0.1716,0.0257,0.1695,100.00,79.18,795,7.95,0.0,0.0,79.5,0.0,79.5
01:08:10,0.0000,0.1541,0.0257,0.1699,100.00,79.38,795,7.95,0.0,0.0,79.5,0.0,79.5
01:08:20,0.0000,0.1826,0.0257,0.1704,100.00,79.61,796,7.96,0.0,0.0,79.6,0.0,79.6
01:08:30,0.0000,0.1783,0.0257,0.1709,100.00,79.85,797,7.97,0.0,0.0,79.7,0.0,79.7
01:08:40,0.0000,0.1381,0.0257,0.1713,100.00,80.03,798,7.98,0.0,0.0,79.8,0.0,79.8
01:08:50,0.0000,0.1344,0.0257,0.1717,100.00,80.20,797,7.97,0.0,0.0,79.7,0.0,79.7
01:09:00,0.0000,0.1332,0.0257,0.1720,100.00,80.37,799,7.99,0.0,0.0,79.9,0.0,79.9
01:09:10,0.0000,0.1625,0.0257,0.1725,100.00,80.58,798,7.98,0.0,0.0,79.8,0.0,79.8
01:09:20,0.0000,0.1469,0.0257,0.1729,100.00,80.77,799,7.99,0.0,0.0,79.9,0.0,79.9
01:09:30,0.0000,0.1627,0.0257,0.1734,100.00,80.99,799,7.99,0.0,0.0,79.9,0.0,79.9
01:09:40,0.0000,0.1334,0.0257,0.1737,100.00,81.16,795,7.95,0.0,0.0,79.5,0.0,79.5
01:09:50,0.0000,0.1357,0.0257,0.1741,100.00,81.33,796,7.96,0.0,0.0,79.6,0.0,79.6
01:10:00,0.0000,0.1373,0.0257,0.1745,100.00,81.51,793,7.93,0.0,0.0,79.3,0.0,79.3
01:10:10,0.0000,0.1347,0.0257,0.1749,100.00,81.69,792,7.92,0.0,0.0,79.2,0.0,79.2
01:10:20,0.0000,0.0885,0.0257,0.1751,100.00,81.80,790,7.9,0.0,0.0,79.0,0.0,79.0
01:10:30,0.0000,0.1380,0.0257,0.1755,100.00,81.98,791,7.91,0.0,0.0,79.1,0.0,79.1
01:10:40,0.0000,0.1357,0.0257,0.1759,100.00,82.16,794,7.94,0.0,0.0,79.4,0.0,79.4
01:10:50,0.0000,0.1692,0.0257,0.1763,100.00,82.38,793,7.93,0.0,0.0,79.3,0.0,79.3
01:11:00,0.0000,0.1352,0.0257,0.1767,100.00,82.55,796,7.96,0.0,0.0,79.6,0.0,79.6
01:11:10,0.0000,0.1339,0.0257,0.1771,100.00,82.73,798,7.98,0.0,0.0,79.8,0.0,79.8
01:11:20,0.0000,0.1596,0.0257,0.1775,100.00,82.93,796,7.96,0.0,0.0,79.6,0.0,79.6
01:11:30,0.0000,0.1406,0.0257,0.1779,100.00,83.12,801,8.01,0.0,0.0,80.1,0.0,80.1
01:11:40,0.0000,0.1064,0.0257,0.1782,100.00,83.25,801,8.01,0.0,0.0,80.1,0.0,80.1
01:11:50,0.0000,0.1446,0.0257,0.1786,100.00,83.44,802,8.02,0.0,0.0,80.2,0.0,80.2
01:12:00,0.0000,0.1409,0.0257,0.1790,100.00,83.62,798,7.98,0.0,0.0,79.8,0.0,79.8
01:12:10,0.0000,0.1562,0.0257,0.1794,100.00,83.83,796,7.96,0.0,0.0,79.6,0.0,79.6
01:12:20,0.0000,0.1511,0.0257,0.1799,100.00,84.02,796,7.96,0.0,0.0,79.6,0.0,79.6
01:12:30,0.0000,0.1308,0.0257,0.1802,100.00,84.19,796,7.96,0.0,0.0,79.6,0.0,79.6
01:12:40,0.0000,0.1355,0.0257,0.1806,100.00,84.37,797,7.97,0.0,0.0,79.7,0.0,79.7
01:12:50,0.0000,0.1359,0.0257,0.1810,100.00,84.55,796,7.96,0.0,0.0,79.6,0.0,79.6
01:13:00,0.0000,0.1267,0.0257,0.1813,100.00,84.71,799,7.99,0.0,0.0,79.9,0.0,79.9
01:13:10,0.0000,0.1337,0.0257,0.1817,100.00,84.88,797,7.97,0.0,0.0,79.7,0.0,79.7
01:13:20,0.0000,0.1099,0.0257,0.1820,100.00,85.03,798,7.98,0.0,0.0,79.8,0.0,79.8
01:13:30,0.0000,0.1316,0.0257,0.1824,100.00,85.20,798,7.98,0.0,0.0,79.8,0.0,79.8
01:13:40,0.0000,0.1463,0.0257,0.1828,100.00,85.39,799,7.99,0.0,0.0,79.9,0.0,79.9
01:13:50,0.0000,0.1386,0.0257,0.1832,100.00,85.57,801,8.01,0.0,0.0,80.1,0.0,80.1
01:14:00,0.0000,0.1550,0.0257,0.1836,100.00,85.77,798,7.98,0.0,0.0,79.8,0.0,79.8
01:14:10,0.0000,0.1401,0.0257,0.1840,100.00,85.95,798,7.98,0.0,0.0,79.8,0.0,79.8
01:14:20,0.0000,0.1429,0.0257,0.1844,100.00,86.13,799,7.99,0.0,0.0,79.9,0.0,79.9
01:14:30,0.0000,0.1414,0.0257,0.1848,100.00,86.32,800,8.0,0.0,0.0,80.0,0.0,80.0
01:14:40,0.0000,0.1281,0.0257,0.1851,100.00,86.48,801,8.01,0.0,0.0,80.1,0.0,80.1
01:14:50,0.0000,0.1397,0.0257,0.1855,100.00,86.67,802,8.02,0.0,0.0,80.2,0.0,80.2
01:15:00,0.0000,0.1277,0.0257,0.1859,100.00,86.83,804,8.04,0.0,0.0,80.4,0.0,80.4
01:15:10,0.0000,0.1451,0.0257,0.1863,100.00,87.02,804,8.04,0.0,0.0,80.4,0.0,80.4
01:15:20,0.0000,0.1390,0.0257,0.1867,100.00,87.20,806,8.06,0.0,0.0,80.6,0.0,80.6
01:15:30,0.0000,0.1184,0.0257,0.1870,100.00,87.35,803,8.03,0.0,0.0,80.3,0.0,80.3
01:15:40,0.0000,0.1531,0.0257,0.1874,100.00,87.55,805,8.05,0.0,0.0,80.5,0.0,80.5
01:15:50,0.0000,0.1302,0.0257,0.1878,100.00,87.72,805,8.05,0.0,0.0,80.5,0.0,80.5
01:16:00,0.0000,0.1494,0.0257,0.1882,100.00,87.92,804,8.04,0.0,0.0,80.4,0.0,80.4
01:16:10,0.0000,0.0000,0.0257,0.1882,100.00,87.92,803,8.03,0.0,0.0,80.3,0.0,80.3
01:16:20,0.0000,0.1591,0.0257,0.1886,100.00,88.12,802,8.02,0.0,0.0,80.2,0.0,80.2
01:16:30,0.0000,0.1361,0.0257,0.1890,100.00,88.30,802,8.02,0.0,0.0,80.2,0.0,80.2
01:16:40,0.0000,0.1579,0.0257,0.1894,100.00,88.50,802,8.02,0.0,0.0,80.2,0.0,80.2
01:16:50,0.0000,0.1374,0.0257,0.1898,100.00,88.68,803,8.03,0.0,0.0,80.3,0.0,80.3
01:17:00,0.0000,0.1190,0.0257,0.1902,100.00,88.84,804,8.04,0.0,0.0,80.4,0.0,80.4
01:17:10,0.0000,0.1445,0.0257,0.1906,100.00,89.02,804,8.04,0.0,0.0,80.4,0.0,80.4
01:17:20,0.0000,0.1140,0.0257,0.1909,100.00,89.17,807,8.07,0.0,0.0,80.7,0.0,80.7
01:17:30,0.0000,0.1402,0.0257,0.1913,100.00,89.35,808,8.08,0.0,0.0,80.8,0.0,80.8
01:17:40,0.0000,0.1555,0.0257,0.1917,100.00,89.56,804,8.04,0.0,0.0,80.4,0.0,80.4
