Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Sunlight Level
00:00:00,4.8800,1.7201,0.0233,0.0048,1.68,1.50,943.0,8.39,9.43
00:00:10,4.9400,1.5098,0.0440,0.0090,3.18,2.82,944.0,7.46,9.44
00:00:20,4.9190,1.4990,0.0645,0.0131,4.66,4.13,954.0,7.37,9.54
00:00:30,4.9370,1.4981,0.0851,0.0173,6.14,5.44,297.0,7.4,2.97
00:00:40,4.9380,1.4983,0.1056,0.0215,7.63,6.75,179.5,7.4,1.795
00:00:50,4.9390,1.4974,0.1262,0.0256,9.11,8.06,527.0,7.4,5.27
00:01:00,2.7890,0.9838,0.1338,0.0284,9.66,8.92,909.0,2.74,9.09
00:01:10,2.6650,0.6868,0.1389,0.0303,10.03,9.52,949.0,1.83,9.49
00:01:20,3.9220,1.4898,0.1551,0.0344,11.20,10.82,955.0,5.84,9.55
00:01:30,4.9450,1.4979,0.1757,0.0386,12.68,12.13,942.0,7.41,9.42
00:01:40,4.9430,1.4974,0.1962,0.0427,14.17,13.44,933.0,7.4,9.33
00:01:50,4.9430,1.4987,0.2168,0.0469,15.66,14.75,927.0,7.41,9.27
00:02:00,4.9440,1.4982,0.2374,0.0510,17.14,16.06,923.0,7.41,9.23
00:02:10,4.9310,1.4982,0.2579,0.0552,18.62,17.37,919.0,7.39,9.19
00:02:20,4.9120,1.4990,0.2784,0.0594,20.10,18.68,924.0,7.36,9.24
00:02:30,4.8960,1.4975,0.2987,0.0635,21.57,19.99,916.0,7.33,9.16
00:02:40,4.8800,1.4990,0.3190,0.0677,23.04,21.30,895.0,7.32,8.95
00:02:50,4.8690,1.4988,0.3393,0.0719,24.50,22.61,499.0,7.3,4.99
00:03:00,4.8570,1.4971,0.3595,0.0760,25.96,23.92,586.0,7.27,5.86
00:03:10,4.8360,1.4971,0.3796,0.0802,27.41,25.23,925.0,7.24,9.25
00:03:20,4.4500,1.4958,0.3981,0.0843,28.75,26.54,856.0,6.66,8.56
00:03:30,4.2880,1.4945,0.4159,0.0885,30.03,27.84,951.0,6.41,9.51
00:03:40,4.8690,1.4957,0.4361,0.0926,31.49,29.15,891.0,7.28,8.91
00:03:50,4.7720,1.4985,0.4560,0.0968,32.93,30.46,900.0,7.15,9.0
00:04:00,4.8340,1.4966,0.4761,0.1010,34.38,31.77,486.0,7.23,4.86
00:04:10,4.8260,1.4965,0.4962,0.1051,35.83,33.08,370.0,7.22,3.7
00:04:20,4.8220,1.4983,0.5162,0.1093,37.28,34.39,919.0,7.22,9.19
00:04:30,4.4360,1.4979,0.5347,0.1134,38.61,35.70,920.0,6.64,9.2
00:04:40,3.1830,1.2853,0.5461,0.1170,39.43,36.82,943.0,4.09,9.43
00:04:50,4.7640,1.4993,0.5659,0.1212,40.86,38.13,937.0,7.14,9.37
00:05:00,4.7960,1.4954,0.5858,0.1253,42.30,39.44,912.0,7.17,9.12
00:05:10,4.7890,1.4975,0.6057,0.1295,43.74,40.75,952.0,7.17,9.52
00:05:20,4.7730,1.4960,0.6256,0.1336,45.17,42.06,148.2,7.14,1.482
00:05:30,4.7620,1.4977,0.6454,0.1378,46.60,43.37,117.5,7.13,1.175
00:05:40,4.7620,1.4979,0.6652,0.1420,48.03,44.67,111.6,7.13,1.116
00:05:50,2.6530,0.5720,0.6694,0.1435,48.34,45.17,112.6,1.52,1.126
00:06:00,2.5740,0.4455,0.6726,0.1448,48.57,45.56,115.9,1.15,1.159
00:06:10,2.5630,0.4272,0.6756,0.1460,48.79,45.94,120.0,1.09,1.2
00:06:20,2.5630,0.4281,0.6787,0.1472,49.01,46.31,127.4,1.1,1.274
00:06:30,2.5660,0.4372,0.6818,0.1484,49.23,46.69,137.9,1.12,1.379
00:06:40,2.5710,0.4523,0.6850,0.1496,49.47,47.09,149.4,1.16,1.494
00:06:50,2.5770,0.4735,0.6884,0.1509,49.71,47.50,147.9,1.22,1.479
00:07:00,2.5940,0.5085,0.6921,0.1524,49.98,47.95,143.4,1.32,1.434
00:07:10,2.6140,0.5443,0.6960,0.1539,50.26,48.42,144.8,1.42,1.448
00:07:20,2.6140,0.5376,0.6999,0.1554,50.54,48.89,144.2,1.41,1.442
00:07:30,2.6100,0.5225,0.7037,0.1568,50.82,49.35,144.7,1.36,1.447
00:07:40,2.6100,0.5220,0.7075,0.1583,51.09,49.81,146.7,1.36,1.467
00:07:50,2.6080,0.5245,0.7113,0.1597,51.36,50.26,154.9,1.37,1.549
00:08:00,2.6010,0.5260,0.7151,0.1612,51.64,50.72,189.9,1.37,1.899
00:08:10,2.6020,0.5369,0.7190,0.1627,51.92,51.19,192.0,1.4,1.92
00:08:20,2.6100,0.5661,0.7231,0.1642,52.21,51.69,257.0,1.48,2.57
00:08:30,2.6370,0.6637,0.7280,0.1661,52.57,52.27,384.0,1.75,3.84
00:08:40,2.6500,0.7185,0.7333,0.1681,52.95,52.90,716.0,1.9,7.16
00:08:50,2.7000,0.9435,0.7403,0.1707,53.46,53.72,561.0,2.55,5.61
00:09:00,3.3430,1.3351,0.7527,0.1744,54.35,54.89,510.0,4.46,5.1
00:09:10,4.7870,1.4980,0.7726,0.1786,55.79,56.20,564.0,7.17,5.64
00:09:20,4.5610,1.4982,0.7916,0.1827,57.16,57.51,1004.0,6.83,10.04
00:09:30,4.1840,1.4991,0.8090,0.1869,58.42,58.82,418.0,6.27,4.18
00:09:40,4.5570,1.4980,0.8280,0.1911,59.79,60.13,944.0,6.83,9.44
00:09:50,4.9410,1.4947,0.8485,0.1952,61.27,61.43,243.0,7.39,2.43
00:10:00,3.9010,1.4990,0.8648,0.1994,62.44,62.75,232.0,5.85,2.32
00:10:10,4.8830,1.4987,0.8851,0.2035,63.91,64.06,195.0,7.32,1.95
00:10:20,2.7470,0.8536,0.8916,0.2059,64.38,64.80,288.0,2.34,2.88
00:10:30,2.6920,0.8392,0.8979,0.2082,64.84,65.54,364.0,2.26,3.64
00:10:40,2.6570,0.6894,0.9030,0.2102,65.20,66.14,273.0,1.83,2.73
00:10:50,2.7490,1.0549,0.9110,0.2131,65.78,67.06,205.0,2.9,2.05
00:11:00,3.3680,1.3298,0.9235,0.2168,66.68,68.22,192.0,4.48,1.92
00:11:10,2.7040,0.8946,0.9302,0.2193,67.17,69.00,522.0,2.42,5.22
00:11:20,2.6610,0.7235,0.9355,0.2213,67.55,69.64,855.0,1.93,8.55
00:11:30,2.6510,0.6933,0.9406,0.2232,67.92,70.24,926.0,1.84,9.26
00:11:40,3.7660,1.4508,0.9558,0.2272,69.02,71.51,929.0,5.46,9.29
00:11:50,4.9020,1.4996,0.9762,0.2314,70.49,72.82,921.0,7.35,9.21
00:12:00,4.8880,1.4952,0.9965,0.2356,71.96,74.13,918.0,7.31,9.18
00:12:10,4.9060,1.4956,1.0169,0.2397,73.43,75.44,911.0,7.34,9.11
00:12:20,4.8880,1.4990,1.0373,0.2439,74.90,76.75,908.0,7.33,9.08
00:12:30,4.8700,1.4994,1.0576,0.2480,76.37,78.06,904.0,7.3,9.04
00:12:40,4.8550,1.4994,1.0778,0.2522,77.83,79.37,899.0,7.28,8.99
00:12:50,4.8400,1.4958,1.0979,0.2564,79.28,80.68,893.0,7.24,8.93
00:13:00,4.8310,1.5003,1.1180,0.2605,80.73,81.99,891.0,7.25,8.91
00:13:10,4.8240,1.4988,1.1381,0.2647,82.18,83.30,888.0,7.23,8.88
00:13:20,4.8100,1.4958,1.1581,0.2688,83.63,84.61,885.0,7.19,8.85
00:13:30,4.7980,1.4961,1.1780,0.2730,85.07,85.91,886.0,7.18,8.86
00:13:40,4.7900,1.4991,1.1980,0.2772,86.51,87.22,885.0,7.18,8.85
00:13:50,4.7810,1.4980,1.2179,0.2813,87.94,88.53,884.0,7.16,8.84
00:14:00,4.7720,1.4949,1.2377,0.2855,89.37,89.84,879.0,7.13,8.79
00:14:10,4.7630,1.4978,1.2575,0.2896,90.80,91.15,877.0,7.13,8.77
00:14:20,4.7530,1.4986,1.2773,0.2938,92.23,92.46,884.0,7.12,8.84
00:14:30,4.7430,1.4981,1.2970,0.2980,93.66,93.77,893.0,7.11,8.93
00:14:40,4.7390,1.4976,1.3167,0.3021,95.08,95.08,913.0,7.1,9.13
00:14:50,4.7400,1.4977,1.3365,0.3063,96.51,96.39,242.0,7.1,2.42
00:15:00,4.7420,1.4988,1.3562,0.3104,97.93,97.70,171.4,7.11,1.714
00:15:10,4.7510,1.4966,1.3760,0.3146,99.36,99.01,0.0,7.11,0.0
00:15:20,2.8190,1.1371,1.3849,0.3178,100.00,100.00,0.0,3.21,0.0
