Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Sunlight Level
00:00:00,5.0960,0.0984,0.0014,0.0003,0.03,0.03,868.0,0.5,8.68
00:00:10,4.6820,0.0459,0.0020,0.0004,0.04,0.04,868.0,0.21,8.68
00:00:20,5.1250,0.0093,0.0021,0.0004,0.05,0.04,866.0,0.05,8.66
00:00:30,5.1220,0.0091,0.0023,0.0005,0.05,0.05,867.0,0.05,8.67
00:00:40,4.9940,0.0091,0.0024,0.0005,0.05,0.05,867.0,0.05,8.67
00:00:50,4.4350,0.2588,0.0056,0.0012,0.12,0.13,866.0,1.15,8.66
00:01:00,5.0430,0.3856,0.0110,0.0023,0.23,0.24,863.0,1.94,8.63
00:01:10,5.0550,0.3334,0.0156,0.0032,0.33,0.34,862.0,1.69,8.62
00:01:20,5.0030,0.5485,0.0233,0.0047,0.49,0.50,861.0,2.74,8.61
00:01:30,5.0110,0.5120,0.0304,0.0061,0.65,0.65,859.0,2.57,8.59
00:01:40,5.0110,0.5122,0.0375,0.0076,0.80,0.80,856.0,2.57,8.56
00:01:50,5.0110,0.5121,0.0447,0.0090,0.95,0.95,859.0,2.57,8.59
00:02:00,5.0110,0.5122,0.0518,0.0104,1.10,1.10,857.0,2.57,8.57
00:02:10,5.0110,0.5123,0.0589,0.0118,1.25,1.25,857.0,2.57,8.57
00:02:20,5.0100,0.5122,0.0660,0.0133,1.40,1.39,852.0,2.57,8.52
00:02:30,5.0100,0.5124,0.0732,0.0147,1.56,1.54,855.0,2.57,8.55
00:02:40,5.0110,0.5123,0.0803,0.0161,1.71,1.69,853.0,2.57,8.53
00:02:50,5.0100,0.5119,0.0874,0.0175,1.86,1.84,850.0,2.56,8.5
00:03:00,5.0100,0.5120,0.0946,0.0189,2.01,1.99,852.0,2.57,8.52
00:03:10,5.0100,0.5124,0.1017,0.0204,2.16,2.14,853.0,2.57,8.53
00:03:20,5.0110,0.5124,0.1088,0.0218,2.31,2.29,850.0,2.57,8.5
00:03:30,5.0110,0.5122,0.1159,0.0232,2.47,2.44,851.0,2.57,8.51
00:03:40,5.0110,0.5123,0.1231,0.0246,2.62,2.59,854.0,2.57,8.54
00:03:50,5.0100,0.5122,0.1302,0.0261,2.77,2.74,854.0,2.57,8.54
00:04:00,5.0100,0.5120,0.1373,0.0275,2.92,2.89,852.0,2.57,8.52
00:04:10,5.0100,0.5122,0.1445,0.0289,3.07,3.04,855.0,2.57,8.55
00:04:20,5.0100,0.5123,0.1516,0.0303,3.22,3.19,854.0,2.57,8.54
00:04:30,5.0100,0.5121,0.1587,0.0317,3.38,3.34,857.0,2.57,8.57
00:04:40,5.0100,0.5123,0.1658,0.0332,3.53,3.49,858.0,2.57,8.58
00:04:50,5.0100,0.5122,0.1730,0.0346,3.68,3.64,853.0,2.57,8.53
00:05:00,5.0090,0.5122,0.1801,0.0360,3.83,3.79,854.0,2.57,8.54
00:05:10,5.0090,0.5121,0.1872,0.0374,3.98,3.94,855.0,2.57,8.55
00:05:20,5.0090,0.5121,0.1944,0.0389,4.13,4.09,855.0,2.57,8.55
00:05:30,5.0090,0.5123,0.2015,0.0403,4.29,4.24,855.0,2.57,8.55
00:05:40,5.0090,0.5124,0.2086,0.0417,4.44,4.39,852.0,2.57,8.52
00:05:50,5.0100,0.5123,0.2157,0.0431,4.59,4.54,849.0,2.57,8.49
00:06:00,5.0100,0.5124,0.2229,0.0446,4.74,4.69,852.0,2.57,8.52
00:06:10,5.0090,0.5123,0.2300,0.0460,4.89,4.84,850.0,2.57,8.5
00:06:20,5.0090,0.5122,0.2371,0.0474,5.04,4.99,853.0,2.57,8.53
00:06:30,5.0090,0.5122,0.2443,0.0488,5.19,5.14,851.0,2.57,8.51
00:06:40,5.0090,0.5124,0.2514,0.0502,5.35,5.29,847.0,2.57,8.47
00:06:50,5.0090,0.5124,0.2585,0.0517,5.50,5.44,844.0,2.57,8.44
00:07:00,5.0080,0.5124,0.2656,0.0531,5.65,5.59,847.0,2.57,8.47
00:07:10,5.0090,0.5124,0.2728,0.0545,5.80,5.74,845.0,2.57,8.45
00:07:20,5.0090,0.5124,0.2799,0.0559,5.95,5.89,845.0,2.57,8.45
00:07:30,5.0100,0.5122,0.2870,0.0574,6.10,6.04,842.0,2.57,8.42
00:07:40,5.0090,0.5122,0.2942,0.0588,6.26,6.19,841.0,2.57,8.41
00:07:50,5.0090,0.5121,0.3013,0.0602,6.41,6.34,839.0,2.57,8.39
00:08:00,5.0090,0.5124,0.3084,0.0616,6.56,6.49,837.0,2.57,8.37
