Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Sunlight Level
00:00:00,3.2130,2.2516,0.0201,0.0063,0.18,0.21,408.0,7.23,4.08
00:00:10,2.9340,1.9593,0.0361,0.0117,0.33,0.40,50.2,5.75,0.502
00:00:20,3.2150,2.2546,0.0562,0.0180,0.52,0.61,414.0,7.25,4.14
00:00:30,3.2640,2.2375,0.0765,0.0242,0.70,0.82,417.0,7.3,4.17
00:00:40,3.2680,2.2358,0.0968,0.0304,0.89,1.04,417.0,7.31,4.17
00:00:50,3.2700,2.2362,0.1171,0.0366,1.07,1.25,417.0,7.31,4.17
00:01:00,3.2740,2.2365,0.1374,0.0428,1.26,1.46,416.0,7.32,4.16
00:01:10,3.2800,2.2369,0.1578,0.0490,1.45,1.67,417.0,7.34,4.17
00:01:20,3.2820,2.2360,0.1782,0.0552,1.63,1.88,419.0,7.34,4.19
00:01:30,3.2850,2.2352,0.1986,0.0614,1.82,2.09,419.0,7.34,4.19
00:01:40,3.2890,2.2365,0.2190,0.0677,2.01,2.31,419.0,7.36,4.19
00:01:50,3.2950,2.2350,0.2395,0.0739,2.20,2.52,420.0,7.36,4.2
00:02:00,3.2980,2.2345,0.2600,0.0801,2.38,2.73,422.0,7.37,4.22
00:02:10,3.3000,2.2333,0.2804,0.0863,2.57,2.94,423.0,7.37,4.23
00:02:20,3.3010,2.2348,0.3009,0.0925,2.76,3.15,421.0,7.38,4.21
00:02:30,3.3060,2.2349,0.3214,0.0987,2.95,3.36,423.0,7.39,4.23
00:02:40,3.3070,2.2333,0.3420,0.1049,3.13,3.58,424.0,7.39,4.24
00:02:50,3.3150,2.2329,0.3625,0.1111,3.32,3.79,425.0,7.4,4.25
00:03:00,3.3800,2.2100,0.3833,0.1172,3.51,4.00,426.0,7.47,4.26
00:03:10,3.3820,2.2102,0.4040,0.1234,3.70,4.21,426.0,7.47,4.26
00:03:20,3.3830,2.2125,0.4248,0.1295,3.89,4.42,426.0,7.48,4.26
00:03:30,3.3840,2.2140,0.4456,0.1357,4.08,4.62,427.0,7.49,4.27
00:03:40,3.3840,2.2125,0.4664,0.1418,4.28,4.83,428.0,7.49,4.28
00:03:50,3.3870,2.2142,0.4873,0.1480,4.47,5.04,428.0,7.5,4.28
00:04:00,3.3880,2.2130,0.5081,0.1541,4.66,5.25,430.0,7.5,4.3
00:04:10,3.3880,2.2154,0.5289,0.1603,4.85,5.46,431.0,7.51,4.31
00:04:20,3.3910,2.2155,0.5498,0.1664,5.04,5.67,430.0,7.51,4.3
00:04:30,3.3910,2.2161,0.5707,0.1726,5.23,5.88,431.0,7.51,4.31
00:04:40,3.3930,2.2178,0.5916,0.1787,5.42,6.09,431.0,7.52,4.31
00:04:50,3.3950,2.2175,0.6125,0.1849,5.61,6.30,432.0,7.53,4.32
00:05:00,3.3920,2.2198,0.6334,0.1911,5.81,6.51,431.0,7.53,4.31
00:05:10,3.3900,2.2191,0.6543,0.1972,6.00,6.72,432.0,7.52,4.32
00:05:20,3.3910,2.2190,0.6752,0.2034,6.19,6.93,433.0,7.52,4.33
00:05:30,3.3910,2.2196,0.6961,0.2096,6.38,7.14,432.0,7.53,4.32
00:05:40,3.3890,2.2189,0.7170,0.2157,6.57,7.35,431.0,7.52,4.31
00:05:50,3.3860,2.2189,0.7379,0.2219,6.76,7.56,434.0,7.51,4.34
00:06:00,3.3860,2.2192,0.7588,0.2281,6.96,7.77,434.0,7.51,4.34
00:06:10,3.3910,2.2210,0.7797,0.2342,7.15,7.98,435.0,7.53,4.35
00:06:20,3.3930,2.2185,0.8006,0.2404,7.34,8.19,434.0,7.53,4.34
00:06:30,3.3970,2.2225,0.8216,0.2466,7.53,8.40,434.0,7.55,4.34
00:06:40,3.3970,2.2196,0.8425,0.2527,7.72,8.61,435.0,7.54,4.35
00:06:50,3.4010,2.2234,0.8635,0.2589,7.92,8.83,435.0,7.56,4.35
00:07:00,3.4040,2.2203,0.8845,0.2651,8.11,9.04,436.0,7.56,4.36
00:07:10,3.4020,2.2215,0.9055,0.2712,8.30,9.25,437.0,7.56,4.37
00:07:20,3.4040,2.2255,0.9265,0.2774,8.49,9.46,437.0,7.58,4.37
00:07:30,3.4080,2.2260,0.9476,0.2836,8.69,9.67,438.0,7.59,4.38
00:07:40,3.4080,2.2278,0.9687,0.2898,8.88,9.88,438.0,7.59,4.38
00:07:50,3.4110,2.2277,0.9898,0.2960,9.07,10.09,438.0,7.6,4.38
00:08:00,3.4140,2.2283,1.0109,0.3022,9.27,10.30,438.0,7.61,4.38
00:08:10,3.4150,2.2304,1.0321,0.3084,9.46,10.51,439.0,7.62,4.39
