Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance (Wh/m2),Irradiance/100
02:22:10,2.5000,0.6399,13.2357,3.3302,98.13,97.09,116.5,1.165
02:22:20,2.4990,0.6379,13.2401,3.3320,98.16,97.14,116.6,1.166
02:22:30,2.4990,0.6373,13.2446,3.3338,98.19,97.19,115.9,1.159
02:22:40,2.5000,0.6389,13.2490,3.3355,98.23,97.24,116.5,1.165
02:22:50,2.5010,0.6418,13.2534,3.3373,98.26,97.30,116.6,1.166
02:23:00,2.5020,0.6452,13.2579,3.3391,98.29,97.35,117.6,1.176
02:23:10,2.5040,0.6491,13.2624,3.3409,98.33,97.40,117.9,1.179
02:23:20,2.5050,0.6529,13.2670,3.3427,98.36,97.45,119.1,1.1909999999999998
02:23:30,2.5060,0.6569,13.2716,3.3446,98.39,97.51,119.3,1.193
02:23:40,2.5070,0.6584,13.2761,3.3464,98.43,97.56,120.2,1.202
02:23:50,2.5070,0.6581,13.2807,3.3482,98.46,97.61,120.8,1.208
02:24:00,2.5070,0.6581,13.2853,3.3500,98.50,97.67,120.4,1.204
02:24:10,2.5080,0.6612,13.2899,3.3519,98.53,97.72,120.8,1.208
02:24:20,2.5110,0.6688,13.2946,3.3537,98.56,97.78,122.4,1.224
02:24:30,2.5140,0.6791,13.2993,3.3556,98.60,97.83,123.7,1.237
02:24:40,2.5170,0.6890,13.3041,3.3575,98.63,97.89,125.6,1.256
02:24:50,2.5190,0.6970,13.3090,3.3595,98.67,97.94,127.4,1.274
02:25:00,2.5210,0.7027,13.3139,3.3614,98.71,98.00,127.9,1.2790000000000001
02:25:10,2.5220,0.7076,13.3189,3.3634,98.74,98.06,128.8,1.288
02:25:20,2.5240,0.7157,13.3239,3.3654,98.78,98.11,130.6,1.306
02:25:30,2.5280,0.7272,13.3290,3.3674,98.82,98.17,132.6,1.3259999999999998
02:25:40,2.5320,0.7433,13.3343,3.3695,98.86,98.23,135.4,1.354
02:25:50,2.5370,0.7623,13.3396,3.3716,98.90,98.30,138.0,1.38
02:26:00,2.5420,0.7789,13.3451,3.3737,98.94,98.36,141.9,1.419
02:26:10,2.5440,0.7882,13.3507,3.3759,98.98,98.42,144.3,1.443
02:26:20,2.5440,0.7886,13.3563,3.3781,99.02,98.49,143.9,1.439
02:26:30,2.5430,0.7889,13.3618,3.3803,99.06,98.55,144.4,1.444
02:26:40,2.5440,0.7940,13.3675,3.3825,99.10,98.61,144.9,1.449
02:26:50,2.5470,0.8054,13.3731,3.3848,99.15,98.68,147.0,1.47
02:27:00,2.5500,0.8179,13.3789,3.3870,99.19,98.75,149.2,1.492
02:27:10,2.5520,0.8283,13.3848,3.3893,99.23,98.81,151.2,1.5119999999999998
02:27:20,2.5530,0.8340,13.3907,3.3916,99.28,98.88,152.8,1.528
02:27:30,2.5530,0.8377,13.3967,3.3940,99.32,98.95,153.2,1.5319999999999998
02:27:40,2.5520,0.8366,13.4026,3.3963,99.36,99.02,153.3,1.5330000000000001
02:27:50,2.5480,0.8284,13.4085,3.3986,99.41,99.08,152.8,1.528
02:28:00,2.5440,0.8162,13.4142,3.4009,99.45,99.15,150.6,1.506
02:28:10,2.5420,0.8110,13.4200,3.4031,99.49,99.21,149.9,1.499
02:28:20,2.5410,0.8112,13.4257,3.4054,99.54,99.28,149.3,1.493
02:28:30,2.5420,0.8172,13.4315,3.4076,99.58,99.35,150.2,1.5019999999999998
02:28:40,2.5440,0.8228,13.4373,3.4099,99.62,99.41,150.9,1.5090000000000001
02:28:50,2.5430,0.8223,13.4431,3.4122,99.66,99.48,151.8,1.518
02:29:00,2.5410,0.8190,13.4489,3.4145,99.71,99.55,151.2,1.5119999999999998
02:29:10,2.5380,0.8104,13.4546,3.4167,99.75,99.61,149.9,1.499
02:29:20,2.5350,0.7999,13.4602,3.4190,99.79,99.68,147.7,1.4769999999999999
02:29:30,2.5320,0.7928,13.4658,3.4212,99.83,99.74,146.1,1.4609999999999999
02:29:40,2.5320,0.7936,13.4714,3.4234,99.87,99.81,146.2,1.462
02:29:50,2.5330,0.7993,13.4770,3.4256,99.92,99.87,146.7,1.4669999999999999
02:30:00,2.5350,0.8039,13.4826,3.4278,99.96,99.94,147.7,1.4769999999999999
02:30:10,2.5330,0.8011,13.4883,3.4300,100.00,100.00,147.4,1.474
02:30:20,2.5290,0.7843,13.4938,3.4322,100.04,100.06,147.4,1.474
