Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Power Score,Sun Score
00:00:00,4.6950,1.9888,0.0259,0.0055,0.12,0.11,0.0,9.34,93.4,0.0
00:00:10,4.7020,1.9887,0.0519,0.0110,0.25,0.22,0.0,9.35,93.5,0.0
00:00:20,4.7070,1.9894,0.0779,0.0166,0.37,0.34,0.0,9.36,93.6,0.0
00:00:30,4.7070,1.9891,0.1039,0.0221,0.50,0.45,0.0,9.36,93.6,0.0
00:00:40,4.7060,1.9886,0.1299,0.0276,0.62,0.56,0.0,9.36,93.6,0.0
00:00:50,4.7060,1.9887,0.1559,0.0331,0.74,0.67,0.0,9.36,93.6,0.0
00:01:00,4.7050,1.9881,0.1819,0.0387,0.87,0.78,0.0,9.35,93.5,0.0
00:01:10,4.7040,1.9882,0.2079,0.0442,0.99,0.90,0.0,9.35,93.5,0.0
00:01:20,4.7040,1.9879,0.2339,0.0497,1.12,1.01,0.0,9.35,93.5,0.0
00:01:30,4.7030,1.9880,0.2598,0.0552,1.24,1.12,0.0,9.35,93.5,0.0
00:01:40,4.7030,1.9880,0.2858,0.0608,1.36,1.23,0.0,9.35,93.5,0.0
00:01:50,4.7030,1.9880,0.3118,0.0663,1.49,1.34,0.0,9.35,93.5,0.0
00:02:00,4.7020,1.9884,0.3377,0.0718,1.61,1.46,0.0,9.35,93.5,0.0
00:02:10,4.7010,1.9881,0.3637,0.0773,1.73,1.57,0.0,9.35,93.5,0.0
00:02:20,4.7010,1.9880,0.3897,0.0829,1.86,1.68,0.0,9.35,93.5,0.0
00:02:30,4.7010,1.9880,0.4156,0.0884,1.98,1.79,0.0,9.35,93.5,0.0
00:02:40,4.7000,1.9888,0.4416,0.0939,2.11,1.90,0.0,9.35,93.5,0.0
00:02:50,4.7000,1.9878,0.4675,0.0994,2.23,2.01,0.0,9.34,93.4,0.0
00:03:00,4.7000,1.9881,0.4935,0.1049,2.35,2.13,0.0,9.34,93.4,0.0
00:03:10,4.7000,1.9877,0.5194,0.1105,2.48,2.24,0.0,9.34,93.4,0.0
00:03:20,4.6990,1.9879,0.5454,0.1160,2.60,2.35,0.0,9.34,93.4,0.0
00:03:30,4.6990,1.9878,0.5713,0.1215,2.72,2.46,0.0,9.34,93.4,0.0
00:03:40,4.6990,1.9878,0.5973,0.1270,2.85,2.57,0.0,9.34,93.4,0.0
00:03:50,4.6980,1.9876,0.6232,0.1325,2.97,2.69,0.0,9.34,93.4,0.0
00:04:00,4.6970,1.9871,0.6492,0.1381,3.10,2.80,0.0,9.33,93.3,0.0
00:04:10,4.6970,1.9875,0.6751,0.1436,3.22,2.91,0.0,9.34,93.4,0.0
00:04:20,4.6970,1.9877,0.7010,0.1491,3.34,3.02,0.0,9.34,93.4,0.0
00:04:30,4.6960,1.9880,0.7270,0.1546,3.47,3.13,0.0,9.34,93.4,0.0
00:04:40,4.6960,1.9872,0.7529,0.1602,3.59,3.25,0.0,9.33,93.3,0.0
00:04:50,4.6950,1.9870,0.7788,0.1657,3.71,3.36,0.0,9.33,93.3,0.0
00:05:00,4.6950,1.9876,0.8047,0.1712,3.84,3.47,0.0,9.33,93.3,0.0
00:05:10,4.6950,1.9876,0.8306,0.1767,3.96,3.58,0.0,9.33,93.3,0.0
00:05:20,4.6950,1.9873,0.8565,0.1822,4.08,3.69,0.0,9.33,93.3,0.0
00:05:30,4.6950,1.9868,0.8825,0.1878,4.21,3.81,0.0,9.33,93.3,0.0
00:05:40,4.6950,1.9876,0.9084,0.1933,4.33,3.92,0.0,9.33,93.3,0.0
00:05:50,4.6950,1.9878,0.9343,0.1988,4.45,4.03,0.0,9.33,93.3,0.0
00:06:00,4.6950,1.9878,0.9602,0.2043,4.58,4.14,0.0,9.33,93.3,0.0
00:06:10,4.6950,1.9880,0.9862,0.2098,4.70,4.25,0.0,9.33,93.3,0.0
00:06:20,4.6950,1.9876,1.0121,0.2154,4.83,4.36,0.0,9.33,93.3,0.0
00:06:30,4.6940,1.9879,1.0380,0.2209,4.95,4.48,0.0,9.33,93.3,0.0
00:06:40,4.6940,1.9874,1.0639,0.2264,5.07,4.59,0.0,9.33,93.3,0.0
00:06:50,4.6940,1.9877,1.0898,0.2319,5.20,4.70,0.0,9.33,93.3,0.0
00:07:00,4.6940,1.9880,1.1157,0.2374,5.32,4.81,0.0,9.33,93.3,0.0
00:07:10,4.6940,1.9877,1.1417,0.2430,5.44,4.92,0.0,9.33,93.3,0.0
00:07:20,4.6940,1.9878,1.1676,0.2485,5.57,5.04,0.0,9.33,93.3,0.0
00:07:30,4.6930,1.9877,1.1935,0.2540,5.69,5.15,0.0,9.33,93.3,0.0
00:07:40,4.6930,1.9883,1.2194,0.2595,5.81,5.26,0.0,9.33,93.3,0.0
00:07:50,4.6930,1.9877,1.2453,0.2651,5.94,5.37,0.0,9.33,93.3,0.0
00:08:00,4.6920,1.9881,1.2712,0.2706,6.06,5.48,0.0,9.33,93.3,0.0
00:08:10,4.6920,1.9878,1.2971,0.2761,6.18,5.60,0.0,9.33,93.3,0.0
00:08:20,4.6920,1.9879,1.3231,0.2816,6.31,5.71,0.0,9.33,93.3,0.0
00:08:30,4.6910,1.9880,1.3490,0.2871,6.43,5.82,0.0,9.33,93.3,0.0
00:08:40,4.6910,1.9880,1.3749,0.2927,6.56,5.93,0.0,9.33,93.3,0.0
00:08:50,4.6910,1.9876,1.4008,0.2982,6.68,6.04,0.0,9.32,93.2,0.0
00:09:00,4.6900,1.9872,1.4267,0.3037,6.80,6.16,0.0,9.32,93.2,0.0
00:09:10,4.6900,1.9875,1.4525,0.3092,6.93,6.27,0.0,9.32,93.2,0.0
00:09:20,4.6890,1.9885,1.4784,0.3148,7.05,6.38,0.0,9.32,93.2,0.0
00:09:30,4.6890,1.9876,1.5043,0.3203,7.17,6.49,0.0,9.32,93.2,0.0
00:09:40,4.6890,1.9876,1.5302,0.3258,7.30,6.60,0.0,9.32,93.2,0.0
00:09:50,4.6900,1.9871,1.5561,0.3313,7.42,6.71,0.0,9.32,93.2,0.0
00:10:00,4.6900,1.9872,1.5820,0.3368,7.54,6.83,0.0,9.32,93.2,0.0
00:10:10,4.6900,1.9874,1.6079,0.3424,7.67,6.94,0.0,9.32,93.2,0.0
00:10:20,4.6900,1.9875,1.6338,0.3479,7.79,7.05,0.0,9.32,93.2,0.0
00:10:30,4.6900,1.9872,1.6597,0.3534,7.91,7.16,0.0,9.32,93.2,0.0
00:10:40,4.6900,1.9874,1.6856,0.3589,8.04,7.27,0.0,9.32,93.2,0.0
00:10:50,4.6890,1.9868,1.7114,0.3644,8.16,7.39,0.0,9.32,93.2,0.0
00:11:00,4.6880,1.9876,1.7373,0.3700,8.28,7.50,0.0,9.32,93.2,0.0
00:11:10,4.6870,1.9870,1.7632,0.3755,8.41,7.61,0.0,9.31,93.1,0.0
00:11:20,4.6870,1.9872,1.7891,0.3810,8.53,7.72,0.0,9.31,93.1,0.0
00:11:30,4.6860,1.9873,1.8149,0.3865,8.65,7.83,0.0,9.31,93.1,0.0
00:11:40,4.6860,1.9871,1.8408,0.3920,8.78,7.95,0.0,9.31,93.1,0.0
00:11:50,4.6860,1.9875,1.8667,0.3976,8.90,8.06,0.0,9.31,93.1,0.0
00:12:00,4.6860,1.9869,1.8925,0.4031,9.02,8.17,0.0,9.31,93.1,0.0
00:12:10,4.6870,1.9870,1.9184,0.4086,9.15,8.28,0.0,9.31,93.1,0.0
00:12:20,4.6880,1.9875,1.9443,0.4141,9.27,8.39,0.0,9.32,93.2,0.0
00:12:30,4.6880,1.9878,1.9702,0.4196,9.39,8.50,0.0,9.32,93.2,0.0
00:12:40,4.6880,1.9877,1.9961,0.4252,9.52,8.62,0.0,9.32,93.2,0.0
00:12:50,4.6880,1.9877,2.0219,0.4307,9.64,8.73,0.0,9.32,93.2,0.0
00:13:00,4.6870,1.9876,2.0478,0.4362,9.76,8.84,0.0,9.32,93.2,0.0
00:13:10,4.6870,1.9872,2.0737,0.4417,9.89,8.95,0.0,9.31,93.1,0.0
00:13:20,4.6860,1.9883,2.0996,0.4472,10.01,9.06,0.0,9.32,93.2,0.0
00:13:30,4.6870,1.9876,2.1254,0.4528,10.13,9.18,0.0,9.32,93.2,0.0
00:13:40,4.6870,1.9881,2.1513,0.4583,10.26,9.29,0.0,9.32,93.2,0.0
00:13:50,4.6870,1.9878,2.1772,0.4638,10.38,9.40,0.0,9.32,93.2,0.0
00:14:00,4.6860,1.9882,2.2031,0.4693,10.50,9.51,0.0,9.32,93.2,0.0
00:14:10,4.6860,1.9876,2.2290,0.4749,10.63,9.62,0.0,9.31,93.1,0.0
00:14:20,4.6850,1.9876,2.2548,0.4804,10.75,9.74,0.0,9.31,93.1,0.0
00:14:30,4.6850,1.9875,2.2807,0.4859,10.87,9.85,0.0,9.31,93.1,0.0
00:14:40,4.6850,1.9872,2.3066,0.4914,11.00,9.96,0.0,9.31,93.1,0.0
00:14:50,4.6850,1.9873,2.3324,0.4969,11.12,10.07,0.0,9.31,93.1,0.0
00:15:00,4.6850,1.9870,2.3583,0.5025,11.24,10.18,0.0,9.31,93.1,0.0
00:15:10,4.6840,1.9878,2.3841,0.5080,11.37,10.30,0.0,9.31,93.1,0.0
00:15:20,4.6840,1.9872,2.4100,0.5135,11.49,10.41,0.0,9.31,93.1,0.0
00:15:30,4.6840,1.9875,2.4359,0.5190,11.61,10.52,0.0,9.31,93.1,0.0
00:15:40,4.6840,1.9876,2.4617,0.5245,11.74,10.63,0.0,9.31,93.1,0.0
00:15:50,4.6840,1.9876,2.4876,0.5301,11.86,10.74,0.0,9.31,93.1,0.0
00:16:00,4.6850,1.9869,2.5134,0.5356,11.98,10.85,0.0,9.31,93.1,0.0
00:16:10,4.6850,1.9872,2.5393,0.5411,12.11,10.97,0.0,9.31,93.1,0.0
00:16:20,4.6850,1.9873,2.5652,0.5466,12.23,11.08,0.0,9.31,93.1,0.0
00:16:30,4.6850,1.9877,2.5910,0.5521,12.35,11.19,0.0,9.31,93.1,0.0
00:16:40,4.6850,1.9868,2.6169,0.5577,12.48,11.30,0.0,9.31,93.1,0.0
00:16:50,4.6850,1.9874,2.6427,0.5632,12.60,11.41,0.0,9.31,93.1,0.0
00:17:00,4.6850,1.9875,2.6686,0.5687,12.72,11.53,0.0,9.31,93.1,0.0
00:17:10,4.6850,1.9875,2.6945,0.5742,12.85,11.64,0.0,9.31,93.1,0.0
00:17:20,4.6850,1.9873,2.7203,0.5797,12.97,11.75,0.0,9.31,93.1,0.0
00:17:30,4.6860,1.9874,2.7462,0.5853,13.09,11.86,0.0,9.31,93.1,0.0
00:17:40,4.6860,1.9874,2.7721,0.5908,13.22,11.97,0.0,9.31,93.1,0.0
00:17:50,4.6860,1.9875,2.7979,0.5963,13.34,12.09,0.0,9.31,93.1,0.0
00:18:00,4.6860,1.9875,2.8238,0.6018,13.46,12.20,0.0,9.31,93.1,0.0
00:18:10,4.6860,1.9877,2.8497,0.6073,13.59,12.31,0.0,9.31,93.1,0.0
00:18:20,4.6860,1.9872,2.8756,0.6129,13.71,12.42,0.0,9.31,93.1,0.0
00:18:30,4.6860,1.9869,2.9014,0.6184,13.83,12.53,0.0,9.31,93.1,0.0
00:18:40,4.6860,1.9878,2.9273,0.6239,13.96,12.64,0.0,9.31,93.1,0.0
00:18:50,4.6870,1.9875,2.9532,0.6294,14.08,12.76,0.0,9.32,93.2,0.0
00:19:00,4.6870,1.9876,2.9791,0.6349,14.20,12.87,0.0,9.32,93.2,0.0
00:19:10,4.6870,1.9879,3.0049,0.6405,14.33,12.98,0.0,9.32,93.2,0.0
00:19:20,4.6870,1.9874,3.0308,0.6460,14.45,13.09,0.0,9.31,93.1,0.0
00:19:30,4.6870,1.9880,3.0567,0.6515,14.57,13.20,0.0,9.32,93.2,0.0
00:19:40,4.6870,1.9879,3.0826,0.6570,14.70,13.32,0.0,9.32,93.2,0.0
00:19:50,4.6860,1.9876,3.1084,0.6626,14.82,13.43,0.0,9.31,93.1,0.0
00:20:00,4.6860,1.9880,3.1343,0.6681,14.94,13.54,0.0,9.32,93.2,0.0
00:20:10,4.6870,1.9880,3.1602,0.6736,15.07,13.65,0.0,9.32,93.2,0.0
00:20:20,4.6870,1.9875,3.1861,0.6791,15.19,13.76,0.0,9.32,93.2,0.0
00:20:30,4.6870,1.9886,3.2120,0.6846,15.31,13.88,0.0,9.32,93.2,0.0
00:20:40,4.6870,1.9881,3.2379,0.6902,15.44,13.99,0.0,9.32,93.2,0.0
00:20:50,4.6860,1.9878,3.2637,0.6957,15.56,14.10,0.0,9.31,93.1,0.0
00:21:00,4.6870,1.9874,3.2896,0.7012,15.68,14.21,0.0,9.31,93.1,0.0
00:21:10,4.6870,1.9871,3.3155,0.7067,15.81,14.32,0.0,9.31,93.1,0.0
00:21:20,4.6860,1.9872,3.3413,0.7123,15.93,14.44,0.0,9.31,93.1,0.0
00:21:30,4.6860,1.9876,3.3672,0.7178,16.05,14.55,0.0,9.31,93.1,0.0
00:21:40,4.6860,1.9873,3.3931,0.7233,16.18,14.66,0.0,9.31,93.1,0.0
00:21:50,4.6860,1.9873,3.4189,0.7288,16.30,14.77,0.0,9.31,93.1,0.0
00:22:00,4.6850,1.9871,3.4448,0.7343,16.42,14.88,0.0,9.31,93.1,0.0
00:22:10,4.6850,1.9879,3.4707,0.7399,16.55,14.99,0.0,9.31,93.1,0.0
00:22:20,4.6850,1.9881,3.4966,0.7454,16.67,15.11,0.0,9.31,93.1,0.0
00:22:30,4.6860,1.9876,3.5224,0.7509,16.79,15.22,0.0,9.31,93.1,0.0
00:22:40,4.6860,1.9874,3.5483,0.7564,16.92,15.33,0.0,9.31,93.1,0.0
00:22:50,4.6860,1.9873,3.5742,0.7619,17.04,15.44,0.0,9.31,93.1,0.0
00:23:00,4.6860,1.9878,3.6000,0.7675,17.16,15.55,0.0,9.31,93.1,0.0
00:23:10,4.6850,1.9875,3.6259,0.7730,17.29,15.67,0.0,9.31,93.1,0.0
00:23:20,4.6850,1.9874,3.6518,0.7785,17.41,15.78,0.0,9.31,93.1,0.0
00:23:30,4.6860,1.9875,3.6776,0.7840,17.53,15.89,0.0,9.31,93.1,0.0
00:23:40,4.6850,1.9877,3.7035,0.7895,17.66,16.00,0.0,9.31,93.1,0.0
00:23:50,4.6860,1.9883,3.7294,0.7951,17.78,16.11,0.0,9.32,93.2,0.0
00:24:00,4.6860,1.9876,3.7553,0.8006,17.90,16.23,0.0,9.31,93.1,0.0
00:24:10,4.6870,1.9877,3.7811,0.8061,18.03,16.34,0.0,9.32,93.2,0.0
00:24:20,4.6870,1.9871,3.8070,0.8116,18.15,16.45,0.0,9.31,93.1,0.0
00:24:30,4.6870,1.9876,3.8329,0.8172,18.27,16.56,0.0,9.32,93.2,0.0
00:24:40,4.6870,1.9882,3.8588,0.8227,18.40,16.67,0.0,9.32,93.2,0.0
00:24:50,4.6870,1.9878,3.8846,0.8282,18.52,16.79,0.0,9.32,93.2,0.0
00:25:00,4.6880,1.9883,3.9105,0.8337,18.64,16.90,0.0,9.32,93.2,0.0
00:25:10,4.6880,1.9876,3.9364,0.8392,18.77,17.01,0.0,9.32,93.2,0.0
00:25:20,4.6870,1.9875,3.9623,0.8448,18.89,17.12,0.0,9.32,93.2,0.0
00:25:30,4.6870,1.9881,3.9882,0.8503,19.01,17.23,0.0,9.32,93.2,0.0
00:25:40,4.6870,1.9884,4.0141,0.8558,19.14,17.34,0.0,9.32,93.2,0.0
00:25:50,4.6880,1.9884,4.0400,0.8613,19.26,17.46,0.0,9.32,93.2,0.0
00:26:00,4.6880,1.9876,4.0658,0.8668,19.39,17.57,0.0,9.32,93.2,0.0
00:26:10,4.6870,1.9877,4.0917,0.8724,19.51,17.68,0.0,9.32,93.2,0.0
00:26:20,4.6870,1.9874,4.1176,0.8779,19.63,17.79,0.0,9.31,93.1,0.0
00:26:30,4.6870,1.9881,4.1435,0.8834,19.76,17.90,0.0,9.32,93.2,0.0
00:26:40,4.6870,1.9885,4.1694,0.8889,19.88,18.02,0.0,9.32,93.2,0.0
00:26:50,4.6870,1.9879,4.1953,0.8945,20.00,18.13,0.0,9.32,93.2,0.0
00:27:00,4.6870,1.9880,4.2211,0.9000,20.13,18.24,0.0,9.32,93.2,0.0
00:27:10,4.6870,1.9871,4.2470,0.9055,20.25,18.35,0.0,9.31,93.1,0.0
00:27:20,4.6870,1.9880,4.2729,0.9110,20.37,18.46,0.0,9.32,93.2,0.0
00:27:30,4.6870,1.9881,4.2988,0.9165,20.50,18.58,0.0,9.32,93.2,0.0
00:27:40,4.6870,1.9881,4.3247,0.9221,20.62,18.69,0.0,9.32,93.2,0.0
00:27:50,4.6870,1.9876,4.3505,0.9276,20.74,18.80,0.0,9.32,93.2,0.0
00:28:00,4.6870,1.9877,4.3764,0.9331,20.87,18.91,0.0,9.32,93.2,0.0
00:28:10,4.6870,1.9875,4.4023,0.9386,20.99,19.02,0.0,9.32,93.2,0.0
00:28:20,4.6870,1.9875,4.4282,0.9442,21.11,19.14,0.0,9.32,93.2,0.0
00:28:30,4.6860,1.9879,4.4540,0.9497,21.24,19.25,0.0,9.32,93.2,0.0
00:28:40,4.6860,1.9880,4.4799,0.9552,21.36,19.36,0.0,9.32,93.2,0.0
00:28:50,4.6860,1.9890,4.5058,0.9607,21.48,19.47,0.0,9.32,93.2,0.0
00:29:00,4.6850,1.9879,4.5317,0.9662,21.61,19.58,0.0,9.31,93.1,0.0
00:29:10,4.6850,1.9879,4.5576,0.9718,21.73,19.70,0.0,9.31,93.1,0.0
00:29:20,4.6850,1.9876,4.5834,0.9773,21.85,19.81,0.0,9.31,93.1,0.0
00:29:30,4.6850,1.9872,4.6093,0.9828,21.98,19.92,0.0,9.31,93.1,0.0
00:29:40,4.6850,1.9876,4.6351,0.9883,22.10,20.03,0.0,9.31,93.1,0.0
00:29:50,4.6850,1.9879,4.6610,0.9939,22.22,20.14,0.0,9.31,93.1,0.0
00:30:00,4.6840,1.9876,4.6869,0.9994,22.35,20.25,0.0,9.31,93.1,0.0
00:30:10,4.6840,1.9874,4.7127,1.0049,22.47,20.37,0.0,9.31,93.1,0.0
00:30:20,4.6830,1.9879,4.7386,1.0104,22.59,20.48,0.0,9.31,93.1,0.0
00:30:30,4.6830,1.9875,4.7644,1.0159,22.72,20.59,0.0,9.31,93.1,0.0
00:30:40,4.6820,1.9872,4.7903,1.0215,22.84,20.70,0.0,9.3,93.0,0.0
00:30:50,4.6820,1.9876,4.8161,1.0270,22.96,20.81,0.0,9.31,93.1,0.0
00:31:00,4.6820,1.9878,4.8420,1.0325,23.09,20.93,0.0,9.31,93.1,0.0
00:31:10,4.6820,1.9875,4.8678,1.0380,23.21,21.04,0.0,9.31,93.1,0.0
00:31:20,4.6820,1.9875,4.8937,1.0435,23.33,21.15,0.0,9.31,93.1,0.0
00:31:30,4.6820,1.9867,4.9195,1.0491,23.46,21.26,0.0,9.3,93.0,0.0
00:31:40,4.6820,1.9875,4.9454,1.0546,23.58,21.37,0.0,9.31,93.1,0.0
00:31:50,4.6820,1.9872,4.9712,1.0601,23.70,21.49,0.0,9.3,93.0,0.0
00:32:00,4.6820,1.9868,4.9971,1.0656,23.83,21.60,0.0,9.3,93.0,0.0
00:32:10,4.6820,1.9878,5.0229,1.0711,23.95,21.71,0.0,9.31,93.1,0.0
00:32:20,4.6820,1.9869,5.0488,1.0767,24.07,21.82,0.0,9.3,93.0,0.0
00:32:30,4.6830,1.9866,5.0746,1.0822,24.19,21.93,0.0,9.3,93.0,0.0
00:32:40,4.6830,1.9873,5.1005,1.0877,24.32,22.04,0.0,9.31,93.1,0.0
00:32:50,4.6840,1.9874,5.1263,1.0932,24.44,22.16,0.0,9.31,93.1,0.0
00:33:00,4.6850,1.9869,5.1522,1.0987,24.56,22.27,0.0,9.31,93.1,0.0
00:33:10,4.6850,1.9869,5.1780,1.1043,24.69,22.38,0.0,9.31,93.1,0.0
00:33:20,4.6850,1.9873,5.2039,1.1098,24.81,22.49,0.0,9.31,93.1,0.0
00:33:30,4.6840,1.9877,5.2297,1.1153,24.93,22.60,0.0,9.31,93.1,0.0
00:33:40,4.6840,1.9872,5.2556,1.1208,25.06,22.72,0.0,9.31,93.1,0.0
00:33:50,4.6840,1.9873,5.2815,1.1263,25.18,22.83,0.0,9.31,93.1,0.0
00:34:00,4.6850,1.9873,5.3073,1.1319,25.30,22.94,0.0,9.31,93.1,0.0
00:34:10,4.6850,1.9874,5.3332,1.1374,25.43,23.05,0.0,9.31,93.1,0.0
00:34:20,4.6850,1.9875,5.3591,1.1429,25.55,23.16,0.0,9.31,93.1,0.0
00:34:30,4.6850,1.9875,5.3849,1.1484,25.67,23.28,0.0,9.31,93.1,0.0
00:34:40,4.6860,1.9874,5.4108,1.1539,25.80,23.39,0.0,9.31,93.1,0.0
00:34:50,4.6860,1.9874,5.4367,1.1595,25.92,23.50,0.0,9.31,93.1,0.0
00:35:00,4.6870,1.9875,5.4625,1.1650,26.04,23.61,0.0,9.32,93.2,0.0
00:35:10,4.6870,1.9878,5.4884,1.1705,26.17,23.72,0.0,9.32,93.2,0.0
00:35:20,4.6870,1.9875,5.5143,1.1760,26.29,23.83,0.0,9.32,93.2,0.0
00:35:30,4.6860,1.9880,5.5402,1.1815,26.41,23.95,0.0,9.32,93.2,0.0
00:35:40,4.6860,1.9875,5.5660,1.1871,26.54,24.06,0.0,9.31,93.1,0.0
00:35:50,4.6860,1.9881,5.5919,1.1926,26.66,24.17,0.0,9.32,93.2,0.0
00:36:00,4.6860,1.9873,5.6178,1.1981,26.78,24.28,0.0,9.31,93.1,0.0
00:36:10,4.6860,1.9877,5.6437,1.2036,26.91,24.39,0.0,9.31,93.1,0.0
00:36:20,4.6860,1.9876,5.6695,1.2092,27.03,24.51,0.0,9.31,93.1,0.0
00:36:30,4.6870,1.9875,5.6954,1.2147,27.15,24.62,0.0,9.32,93.2,0.0
00:36:40,4.6870,1.9873,5.7213,1.2202,27.28,24.73,0.0,9.31,93.1,0.0
00:36:50,4.6870,1.9878,5.7472,1.2257,27.40,24.84,0.0,9.32,93.2,0.0
00:37:00,4.6870,1.9878,5.7730,1.2312,27.52,24.95,0.0,9.32,93.2,0.0
00:37:10,4.6870,1.9878,5.7989,1.2368,27.65,25.07,0.0,9.32,93.2,0.0
00:37:20,4.6870,1.9875,5.8248,1.2423,27.77,25.18,0.0,9.32,93.2,0.0
00:37:30,4.6870,1.9869,5.8507,1.2478,27.89,25.29,0.0,9.31,93.1,0.0
00:37:40,4.6870,1.9874,5.8765,1.2533,28.02,25.40,0.0,9.31,93.1,0.0
00:37:50,4.6860,1.9875,5.9024,1.2588,28.14,25.51,0.0,9.31,93.1,0.0
00:38:00,4.6870,1.9874,5.9283,1.2644,28.27,25.63,0.0,9.31,93.1,0.0
00:38:10,4.6860,1.9874,5.9542,1.2699,28.39,25.74,0.0,9.31,93.1,0.0
00:38:20,4.6860,1.9876,5.9800,1.2754,28.51,25.85,0.0,9.31,93.1,0.0
00:38:30,4.6860,1.9875,6.0059,1.2809,28.64,25.96,0.0,9.31,93.1,0.0
00:38:40,4.6860,1.9873,6.0318,1.2864,28.76,26.07,0.0,9.31,93.1,0.0
00:38:50,4.6860,1.9871,6.0576,1.2920,28.88,26.18,0.0,9.31,93.1,0.0
00:39:00,4.6860,1.9876,6.0835,1.2975,29.01,26.30,0.0,9.31,93.1,0.0
00:39:10,4.6850,1.9875,6.1094,1.3030,29.13,26.41,0.0,9.31,93.1,0.0
00:39:20,4.6860,1.9878,6.1352,1.3085,29.25,26.52,0.0,9.31,93.1,0.0
00:39:30,4.6850,1.9883,6.1611,1.3141,29.38,26.63,0.0,9.32,93.2,0.0
00:39:40,4.6850,1.9875,6.1870,1.3196,29.50,26.74,0.0,9.31,93.1,0.0
00:39:50,4.6850,1.9877,6.2128,1.3251,29.62,26.86,0.0,9.31,93.1,0.0
00:40:00,4.6850,1.9874,6.2387,1.3306,29.75,26.97,0.0,9.31,93.1,0.0
00:40:10,4.6840,1.9876,6.2646,1.3361,29.87,27.08,0.0,9.31,93.1,0.0
00:40:20,4.6840,1.9873,6.2904,1.3417,29.99,27.19,0.0,9.31,93.1,0.0
00:40:30,4.6840,1.9873,6.3163,1.3472,30.12,27.30,0.0,9.31,93.1,0.0
00:40:40,4.6840,1.9876,6.3421,1.3527,30.24,27.42,0.0,9.31,93.1,0.0
00:40:50,4.6830,1.9877,6.3680,1.3582,30.36,27.53,0.0,9.31,93.1,0.0
00:41:00,4.6830,1.9873,6.3939,1.3637,30.48,27.64,0.0,9.31,93.1,0.0
00:41:10,4.6830,1.9876,6.4197,1.3693,30.61,27.75,0.0,9.31,93.1,0.0
00:41:20,4.6840,1.9868,6.4456,1.3748,30.73,27.86,0.0,9.31,93.1,0.0
00:41:30,4.6840,1.9873,6.4714,1.3803,30.85,27.98,0.0,9.31,93.1,0.0
00:41:40,4.6830,1.9880,6.4973,1.3858,30.98,28.09,0.0,9.31,93.1,0.0
00:41:50,4.6820,1.9877,6.5231,1.3913,31.10,28.20,0.0,9.31,93.1,0.0
00:42:00,4.6830,1.9869,6.5490,1.3969,31.22,28.31,0.0,9.3,93.0,0.0
00:42:10,4.6820,1.9870,6.5748,1.4024,31.35,28.42,0.0,9.3,93.0,0.0
00:42:20,4.6820,1.9859,6.6006,1.4079,31.47,28.53,0.0,9.3,93.0,0.0
00:42:30,4.6820,1.9874,6.6265,1.4134,31.59,28.65,0.0,9.31,93.1,0.0
00:42:40,4.6820,1.9874,6.6523,1.4189,31.72,28.76,0.0,9.31,93.1,0.0
00:42:50,4.6820,1.9872,6.6782,1.4245,31.84,28.87,0.0,9.3,93.0,0.0
00:43:00,4.6820,1.9869,6.7040,1.4300,31.96,28.98,0.0,9.3,93.0,0.0
00:43:10,4.6820,1.9875,6.7299,1.4355,32.09,29.09,0.0,9.31,93.1,0.0
00:43:20,4.6830,1.9874,6.7557,1.4410,32.21,29.21,0.0,9.31,93.1,0.0
00:43:30,4.6820,1.9874,6.7816,1.4465,32.33,29.32,0.0,9.31,93.1,0.0
00:43:40,4.6820,1.9876,6.8074,1.4521,32.46,29.43,0.0,9.31,93.1,0.0
00:43:50,4.6830,1.9867,6.8333,1.4576,32.58,29.54,0.0,9.3,93.0,0.0
00:44:00,4.6820,1.9869,6.8591,1.4631,32.70,29.65,0.0,9.3,93.0,0.0
00:44:10,4.6820,1.9869,6.8849,1.4686,32.83,29.77,0.0,9.3,93.0,0.0
00:44:20,4.6820,1.9872,6.9108,1.4741,32.95,29.88,0.0,9.3,93.0,0.0
00:44:30,4.6830,1.9872,6.9366,1.4797,33.07,29.99,0.0,9.31,93.1,0.0
00:44:40,4.6820,1.9878,6.9625,1.4852,33.20,30.10,0.0,9.31,93.1,0.0
00:44:50,4.6820,1.9875,6.9883,1.4907,33.32,30.21,0.0,9.31,93.1,0.0
00:45:00,4.6830,1.9875,7.0142,1.4962,33.44,30.32,0.0,9.31,93.1,0.0
00:45:10,4.6830,1.9870,7.0400,1.5017,33.57,30.44,0.0,9.31,93.1,0.0
00:45:20,4.6820,1.9871,7.0659,1.5073,33.69,30.55,0.0,9.3,93.0,0.0
00:45:30,4.6820,1.9876,7.0917,1.5128,33.81,30.66,0.0,9.31,93.1,0.0
00:45:40,4.6820,1.9878,7.1176,1.5183,33.94,30.77,0.0,9.31,93.1,0.0
00:45:50,4.6820,1.9870,7.1434,1.5238,34.06,30.88,0.0,9.3,93.0,0.0
00:46:00,4.6820,1.9870,7.1693,1.5293,34.18,31.00,0.0,9.3,93.0,0.0
00:46:10,4.6820,1.9870,7.1951,1.5349,34.31,31.11,0.0,9.3,93.0,0.0
