Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Power(W),Power Score,Sun Score
02:12:10,3.4570,1.7232,18.8569,4.2670,89.91,86.48,0.0,5.96,59.6,0.0
02:12:20,3.4560,1.7219,18.8734,4.2718,89.99,86.58,0.0,5.95,59.5,0.0
02:12:30,3.4510,1.7194,18.8899,4.2766,90.06,86.68,0.0,5.93,59.3,0.0
02:12:40,3.4480,1.7182,18.9063,4.2814,90.14,86.77,0.0,5.92,59.2,0.0
02:12:50,3.4440,1.7164,18.9227,4.2861,90.22,86.87,0.0,5.91,59.1,0.0
02:13:00,3.4360,1.7113,18.9391,4.2909,90.30,86.96,0.0,5.88,58.8,0.0
02:13:10,3.4350,1.7125,18.9554,4.2956,90.38,87.06,0.0,5.88,58.8,0.0
02:13:20,3.4340,1.7108,18.9717,4.3004,90.45,87.16,0.0,5.87,58.7,0.0
02:13:30,3.4320,1.7111,18.9881,4.3051,90.53,87.25,0.0,5.87,58.7,0.0
02:13:40,3.4260,1.7081,19.0043,4.3099,90.61,87.35,0.0,5.85,58.5,0.0
02:13:50,3.4250,1.7070,19.0205,4.3146,90.69,87.45,0.0,5.85,58.5,0.0
02:14:00,3.4170,1.7033,19.0367,4.3194,90.76,87.54,0.0,5.82,58.2,0.0
02:14:10,3.4210,1.7037,19.0529,4.3241,90.84,87.64,0.0,5.83,58.3,0.0
02:14:20,3.4160,1.7032,19.0691,4.3288,90.92,87.73,0.0,5.82,58.2,0.0
02:14:30,3.4130,1.7033,19.0852,4.3336,91.00,87.83,0.0,5.81,58.1,0.0
02:14:40,3.4060,1.6995,19.1013,4.3383,91.07,87.93,0.0,5.79,57.9,0.0
02:14:50,3.3950,1.6949,19.1173,4.3430,91.15,88.02,0.0,5.75,57.5,0.0
02:15:00,3.3920,1.6941,19.1332,4.3477,91.22,88.12,0.0,5.75,57.5,0.0
02:15:10,3.3930,1.6957,19.1492,4.3524,91.30,88.21,0.0,5.75,57.5,0.0
02:15:20,3.3890,1.6946,19.1652,4.3571,91.38,88.31,0.0,5.74,57.4,0.0
02:15:30,3.3930,1.6938,19.1811,4.3618,91.45,88.40,0.0,5.75,57.5,0.0
02:15:40,3.3900,1.6946,19.1971,4.3665,91.53,88.50,0.0,5.74,57.4,0.0
02:15:50,3.3910,1.6942,19.2131,4.3712,91.60,88.59,0.0,5.75,57.5,0.0
02:16:00,3.3900,1.6953,19.2290,4.3759,91.68,88.69,0.0,5.75,57.5,0.0
02:16:10,3.3890,1.6933,19.2450,4.3806,91.76,88.78,0.0,5.74,57.4,0.0
02:16:20,3.3790,1.6916,19.2608,4.3853,91.83,88.88,0.0,5.72,57.2,0.0
02:16:30,3.3780,1.6896,19.2767,4.3900,91.91,88.97,0.0,5.71,57.1,0.0
02:16:40,3.3700,1.6867,19.2925,4.3947,91.98,89.07,0.0,5.68,56.8,0.0
02:16:50,3.3640,1.6834,19.3082,4.3994,92.06,89.16,0.0,5.66,56.6,0.0
02:17:00,3.3610,1.6804,19.3239,4.4041,92.13,89.26,0.0,5.65,56.5,0.0
02:17:10,3.3590,1.6821,19.3396,4.4087,92.21,89.35,0.0,5.65,56.5,0.0
02:17:20,3.3590,1.6810,19.3553,4.4134,92.28,89.45,0.0,5.65,56.5,0.0
02:17:30,3.3620,1.6796,19.3710,4.4181,92.36,89.54,0.0,5.65,56.5,0.0
02:17:40,3.3560,1.6789,19.3866,4.4227,92.43,89.64,0.0,5.63,56.3,0.0
02:17:50,3.3550,1.6781,19.4023,4.4274,92.51,89.73,0.0,5.63,56.3,0.0
02:18:00,3.3510,1.6770,19.4179,4.4320,92.58,89.83,0.0,5.62,56.2,0.0
02:18:10,3.3480,1.6745,19.4334,4.4367,92.66,89.92,0.0,5.61,56.1,0.0
02:18:20,3.3490,1.6746,19.4490,4.4414,92.73,90.01,0.0,5.61,56.1,0.0
02:18:30,3.3430,1.6731,19.4646,4.4460,92.80,90.11,0.0,5.59,55.9,0.0
02:18:40,3.3420,1.6734,19.4801,4.4506,92.88,90.20,0.0,5.59,55.9,0.0
02:18:50,3.3390,1.6727,19.4956,4.4553,92.95,90.30,0.0,5.59,55.9,0.0
02:19:00,3.3370,1.6699,19.5111,4.4599,93.03,90.39,0.0,5.57,55.7,0.0
02:19:10,3.3290,1.6683,19.5265,4.4646,93.10,90.49,0.0,5.55,55.5,0.0
02:19:20,3.3310,1.6668,19.5419,4.4692,93.17,90.58,0.0,5.55,55.5,0.0
02:19:30,3.3210,1.6643,19.5573,4.4738,93.25,90.67,0.0,5.53,55.3,0.0
02:19:40,3.3190,1.6631,19.5726,4.4784,93.32,90.77,0.0,5.52,55.2,0.0
02:19:50,3.3150,1.6597,19.5879,4.4830,93.39,90.86,0.0,5.5,55.0,0.0
02:20:00,3.3020,1.6583,19.6031,4.4877,93.46,90.95,0.0,5.48,54.8,0.0
02:20:10,3.2990,1.6562,19.6183,4.4923,93.54,91.05,0.0,5.46,54.6,0.0
02:20:20,3.2970,1.6543,19.6334,4.4969,93.61,91.14,0.0,5.45,54.5,0.0
02:20:30,3.2920,1.6523,19.6485,4.5014,93.68,91.23,0.0,5.44,54.4,0.0
02:20:40,3.2930,1.6527,19.6637,4.5060,93.75,91.33,0.0,5.44,54.4,0.0
02:20:50,3.2920,1.6530,19.6788,4.5106,93.83,91.42,0.0,5.44,54.4,0.0
02:21:00,3.2910,1.6515,19.6939,4.5152,93.90,91.51,0.0,5.44,54.4,0.0
02:21:10,3.2890,1.6508,19.7090,4.5198,93.97,91.60,0.0,5.43,54.3,0.0
02:21:20,3.2900,1.6507,19.7240,4.5244,94.04,91.70,0.0,5.43,54.3,0.0
02:21:30,3.2840,1.6498,19.7391,4.5290,94.11,91.79,0.0,5.42,54.2,0.0
02:21:40,3.2860,1.6493,19.7542,4.5335,94.18,91.88,0.0,5.42,54.2,0.0
02:21:50,3.2820,1.6477,19.7692,4.5381,94.26,91.98,0.0,5.41,54.1,0.0
02:22:00,3.2810,1.6472,19.7842,4.5427,94.33,92.07,0.0,5.4,54.0,0.0
02:22:10,3.2770,1.6453,19.7992,4.5473,94.40,92.16,0.0,5.39,53.9,0.0
02:22:20,3.2730,1.6430,19.8141,4.5518,94.47,92.25,0.0,5.38,53.8,0.0
02:22:30,3.2700,1.6428,19.8290,4.5564,94.54,92.35,0.0,5.37,53.7,0.0
02:22:40,3.2680,1.6417,19.8439,4.5610,94.61,92.44,0.0,5.37,53.7,0.0
02:22:50,3.2630,1.6396,19.8588,4.5655,94.68,92.53,0.0,5.35,53.5,0.0
02:23:00,3.2560,1.6372,19.8736,4.5701,94.75,92.62,0.0,5.33,53.3,0.0
02:23:10,3.2540,1.6362,19.8884,4.5746,94.82,92.72,0.0,5.32,53.2,0.0
02:23:20,3.2500,1.6345,19.9031,4.5791,94.89,92.81,0.0,5.31,53.1,0.0
02:23:30,3.2480,1.6338,19.9179,4.5837,94.97,92.90,0.0,5.31,53.1,0.0
02:23:40,3.2380,1.6315,19.9326,4.5882,95.04,92.99,0.0,5.28,52.8,0.0
02:23:50,3.2410,1.6301,19.9472,4.5927,95.11,93.08,0.0,5.28,52.8,0.0
02:24:00,3.2300,1.6285,19.9618,4.5973,95.17,93.17,0.0,5.26,52.6,0.0
02:24:10,3.2310,1.6268,19.9764,4.6018,95.24,93.27,0.0,5.26,52.6,0.0
02:24:20,3.2270,1.6266,19.9910,4.6063,95.31,93.36,0.0,5.25,52.5,0.0
02:24:30,3.2260,1.6253,20.0056,4.6108,95.38,93.45,0.0,5.24,52.4,0.0
02:24:40,3.2250,1.6248,20.0201,4.6153,95.45,93.54,0.0,5.24,52.4,0.0
02:24:50,3.2200,1.6227,20.0347,4.6198,95.52,93.63,0.0,5.23,52.3,0.0
02:25:00,3.2100,1.6190,20.0491,4.6243,95.59,93.72,0.0,5.2,52.0,0.0
02:25:10,3.2080,1.6178,20.0635,4.6288,95.66,93.81,0.0,5.19,51.9,0.0
02:25:20,3.2030,1.6158,20.0779,4.6333,95.73,93.91,0.0,5.18,51.8,0.0
02:25:30,3.2000,1.6151,20.0922,4.6378,95.80,94.00,0.0,5.17,51.7,0.0
02:25:40,3.1990,1.6148,20.1066,4.6423,95.86,94.09,0.0,5.17,51.7,0.0
02:25:50,3.1990,1.6134,20.1209,4.6468,95.93,94.18,0.0,5.16,51.6,0.0
02:26:00,3.1970,1.6134,20.1353,4.6513,96.00,94.27,0.0,5.16,51.6,0.0
02:26:10,3.1910,1.6118,20.1495,4.6557,96.07,94.36,0.0,5.14,51.4,0.0
02:26:20,3.1850,1.6090,20.1638,4.6602,96.14,94.45,0.0,5.12,51.2,0.0
02:26:30,3.1760,1.6062,20.1779,4.6647,96.21,94.54,0.0,5.1,51.0,0.0
02:26:40,3.1730,1.6035,20.1921,4.6691,96.27,94.63,0.0,5.09,50.9,0.0
02:26:50,3.1530,1.6004,20.2061,4.6736,96.34,94.72,0.0,5.05,50.5,0.0
02:27:00,3.0570,1.5980,20.2197,4.6780,96.40,94.81,0.0,4.89,48.9,0.0
02:27:10,3.0480,1.5956,20.2332,4.6824,96.47,94.90,0.0,4.86,48.6,0.0
02:27:20,3.0410,1.5908,20.2466,4.6869,96.53,94.99,0.0,4.84,48.4,0.0
02:27:30,3.0350,1.5880,20.2600,4.6913,96.60,95.08,0.0,4.82,48.2,0.0
02:27:40,3.0340,1.5889,20.2734,4.6957,96.66,95.17,0.0,4.82,48.2,0.0
02:27:50,3.0350,1.5879,20.2868,4.7001,96.72,95.26,0.0,4.82,48.2,0.0
02:28:00,3.0280,1.5846,20.3001,4.7045,96.79,95.35,0.0,4.8,48.0,0.0
02:28:10,3.0260,1.5843,20.3134,4.7089,96.85,95.44,0.0,4.79,47.9,0.0
02:28:20,3.0230,1.5820,20.3267,4.7133,96.91,95.53,0.0,4.78,47.8,0.0
02:28:30,3.0200,1.5811,20.3400,4.7177,96.98,95.61,0.0,4.77,47.7,0.0
02:28:40,3.0200,1.5797,20.3532,4.7221,97.04,95.70,0.0,4.77,47.7,0.0
02:28:50,3.0180,1.5778,20.3665,4.7264,97.10,95.79,0.0,4.76,47.6,0.0
02:29:00,3.0150,1.5752,20.3796,4.7308,97.17,95.88,0.0,4.75,47.5,0.0
02:29:10,3.0090,1.5717,20.3928,4.7352,97.23,95.97,0.0,4.73,47.3,0.0
02:29:20,2.9990,1.5679,20.4058,4.7395,97.29,96.06,0.0,4.7,47.0,0.0
02:29:30,2.9940,1.5637,20.4188,4.7439,97.35,96.15,0.0,4.68,46.8,0.0
02:29:40,2.9830,1.5594,20.4318,4.7482,97.42,96.23,0.0,4.65,46.5,0.0
02:29:50,2.9730,1.5557,20.4446,4.7525,97.48,96.32,0.0,4.63,46.3,0.0
02:30:00,2.9690,1.5527,20.4574,4.7569,97.54,96.41,0.0,4.61,46.1,0.0
02:30:10,2.9680,1.5514,20.4702,4.7612,97.60,96.50,0.0,4.6,46.0,0.0
02:30:20,2.9630,1.5489,20.4830,4.7655,97.66,96.58,0.0,4.59,45.9,0.0
02:30:30,2.9610,1.5467,20.4957,4.7698,97.72,96.67,0.0,4.58,45.8,0.0
02:30:40,2.9550,1.5439,20.5084,4.7740,97.78,96.76,0.0,4.56,45.6,0.0
02:30:50,2.9500,1.5402,20.5210,4.7783,97.84,96.84,0.0,4.54,45.4,0.0
02:31:00,2.9320,1.5312,20.5334,4.7826,97.90,96.93,0.0,4.49,44.9,0.0
02:31:10,2.9190,1.5275,20.5458,4.7868,97.96,97.02,0.0,4.46,44.6,0.0
02:31:20,2.9040,1.5179,20.5581,4.7910,98.02,97.10,0.0,4.41,44.1,0.0
02:31:30,2.8900,1.5104,20.5702,4.7952,98.08,97.19,0.0,4.37,43.7,0.0
02:31:40,2.8810,1.5050,20.5822,4.7994,98.13,97.27,0.0,4.34,43.4,0.0
02:31:50,2.8940,1.5113,20.5944,4.8036,98.19,97.36,0.0,4.37,43.7,0.0
02:32:00,2.8450,1.4814,20.6061,4.8077,98.25,97.44,0.0,4.21,42.1,0.0
02:32:10,5.1300,0.1378,20.6081,4.8081,98.26,97.45,0.0,0.71,7.1,0.0
02:32:20,2.9020,1.5127,20.6203,4.8123,98.31,97.53,0.0,4.39,43.9,0.0
02:32:30,2.9230,1.5257,20.6326,4.8166,98.37,97.62,0.0,4.46,44.6,0.0
02:32:40,2.9380,1.5319,20.6451,4.8208,98.43,97.71,0.0,4.5,45.0,0.0
02:32:50,2.9270,1.5277,20.6576,4.8251,98.49,97.79,0.0,4.47,44.7,0.0
02:33:00,2.9430,1.5337,20.6701,4.8293,98.55,97.88,0.0,4.51,45.1,0.0
02:33:10,2.9180,1.5209,20.6824,4.8335,98.61,97.96,0.0,4.44,44.4,0.0
02:33:20,2.8770,1.4984,20.6944,4.8377,98.67,98.05,0.0,4.31,43.1,0.0
02:33:30,2.8360,1.4709,20.7060,4.8418,98.72,98.13,0.0,4.17,41.7,0.0
02:33:40,5.1190,0.1539,20.7082,4.8422,98.73,98.14,0.0,0.79,7.9,0.0
02:33:50,5.2100,0.0098,20.7083,4.8422,98.73,98.14,0.0,0.05,0.5,0.0
02:34:00,2.6950,1.2639,20.7178,4.8458,98.78,98.21,0.0,3.41,34.1,0.0
02:34:10,2.7290,1.3596,20.7281,4.8495,98.83,98.29,0.0,3.71,37.1,0.0
02:34:20,2.8320,1.4761,20.7397,4.8536,98.88,98.37,0.0,4.18,41.8,0.0
02:34:30,2.8500,1.4873,20.7515,4.8578,98.94,98.45,0.0,4.24,42.4,0.0
02:34:40,2.8750,1.5011,20.7635,4.8619,99.00,98.54,0.0,4.32,43.2,0.0
02:34:50,2.8760,1.5005,20.7755,4.8661,99.05,98.62,0.0,4.32,43.2,0.0
02:35:00,2.8770,1.5010,20.7875,4.8703,99.11,98.71,0.0,4.32,43.2,0.0
02:35:10,2.9020,1.5138,20.7997,4.8745,99.17,98.79,0.0,4.39,43.9,0.0
02:35:20,2.9100,1.5187,20.8119,4.8787,99.23,98.88,0.0,4.42,44.2,0.0
02:35:30,5.1300,0.1364,20.8139,4.8791,99.24,98.89,0.0,0.7,7.0,0.0
02:35:40,2.9010,1.5132,20.8261,4.8833,99.30,98.97,0.0,4.39,43.9,0.0
02:35:50,2.8910,1.5119,20.8382,4.8875,99.35,99.06,0.0,4.37,43.7,0.0
02:36:00,2.9070,1.5208,20.8505,4.8917,99.41,99.14,0.0,4.42,44.2,0.0
02:36:10,2.9090,1.5202,20.8628,4.8959,99.47,99.23,0.0,4.42,44.2,0.0
02:36:20,2.9150,1.5233,20.8751,4.9002,99.53,99.31,0.0,4.44,44.4,0.0
02:36:30,2.9120,1.5206,20.8874,4.9044,99.59,99.40,0.0,4.43,44.3,0.0
02:36:40,2.8990,1.5138,20.8996,4.9086,99.65,99.48,0.0,4.39,43.9,0.0
02:36:50,2.8950,1.5106,20.9117,4.9128,99.70,99.57,0.0,4.37,43.7,0.0
02:37:00,5.1290,0.1385,20.9137,4.9132,99.71,99.58,0.0,0.71,7.1,0.0
02:37:10,2.9010,1.5095,20.9259,4.9174,99.77,99.66,0.0,4.38,43.8,0.0
02:37:20,2.8730,1.4997,20.9379,4.9215,99.83,99.75,0.0,4.31,43.1,0.0
02:37:30,2.8680,1.4975,20.9498,4.9257,99.89,99.83,0.0,4.29,42.9,0.0
02:37:40,2.8660,1.4964,20.9617,4.9298,99.94,99.91,0.0,4.29,42.9,0.0
02:37:50,2.8980,1.5136,20.9739,4.9340,100.00,100.00,0.0,4.39,43.9,0.0
02:38:00,2.8820,1.5058,20.9859,4.9382,100.06,100.08,0.0,4.34,43.4,0.0
